"施設名","所在地","緯度","経度"
"生涯学習館（屋外）","香川県さぬき市鴨庄1973-3","34.328634","134.211347"
"生涯学習館（屋内）","香川県さぬき市鴨庄1973-3","34.328342","134.211115"
"志度東体育館　（屋外）","香川県さぬき市鴨庄2550-39","34.32263","134.208265"
"志度東体育館　（屋内）","香川県さぬき市鴨庄2550-39","34.322958","134.208512"
"志度総合運動公園","香川県さぬき市鴨庄4305-1","34.326888","134.1931"
"日盛の里駐車場","香川県さぬき市鴨庄4481-2","34.335056","134.22176"
"旧雇用促進住宅　鴨庄住宅駐車場","香川県さぬき市鴨庄4600-22","34.336685","134.192907"
"志度構造改善センター（屋外）","香川県さぬき市鴨庄4610-45","34.325424","134.194265"
"志度構造改善センター（屋内）","香川県さぬき市鴨庄4610-45","34.325497","134.193939"
"志度公民館鴨部分館　（屋外）","香川県さぬき市鴨部1099","34.311645","134.217759"
"志度公民館鴨部分館　（屋内）","香川県さぬき市鴨部1099","34.311534","134.217639"
"鴨部ふれあいプラザ　（屋外）","香川県さぬき市鴨部6090-1","34.313025","134.227845"
"鴨部ふれあいプラザ　（屋内）","香川県さぬき市鴨部6090-1","34.31324","134.22789"
"旧神前小学校（屋外）","香川県さぬき市寒川町神前1615","34.283249","134.208706"
"旧神前小学校（屋内）","香川県さぬき市寒川町神前1615","34.283819","134.208767"
"寒川ふれあいプラザ　（屋内）","香川県さぬき市寒川町石田西1037-1","34.266535","134.197359"
"寒川ふれあいプラザ　（屋外）","香川県さぬき市寒川町石田西1037-1","34.266588","134.19715"
"寒川幼稚園（屋内）","香川県さぬき市寒川町石田西384-1","34.275946","134.20261"
"寒川幼稚園（屋外）","香川県さぬき市寒川町石田西384-1","34.275646","134.202444"
"寒川小学校（屋内）","香川県さぬき市寒川町石田西812-1","34.271979","134.199469"
"寒川小学校（屋外）","香川県さぬき市寒川町石田西812-1","34.272312","134.198321"
"石田高等学校（運動場）","香川県さぬき市寒川町石田東甲1065","34.26341","134.211814"
"石田高等学校（体育館）","香川県さぬき市寒川町石田東甲1065","34.262861","134.21174"
"寒川農村環境改善センター（屋外）","香川県さぬき市寒川町石田東甲330","34.266964","134.203821"
"寒川農村環境改善センター（屋内）","香川県さぬき市寒川町石田東甲330","34.267203","134.203821"
"志度武道館　（屋外）","香川県さぬき市志度2214-1","34.316818","134.176454"
"志度武道館　（屋内）","香川県さぬき市志度2214-1","34.316614","134.176535"
"志度中学校（屋内）","香川県さぬき市志度2214-4","34.317628","134.176731"
"志度中学校（屋外）","香川県さぬき市志度2214-4","34.317001","134.177128"
"志度高等学校　（運動場）","香川県さぬき市志度366-5","34.321812","134.170039"
"志度高等学校　（体育館）","香川県さぬき市志度366-5","34.321708","134.169448"
"志度幼稚園（屋内）","香川県さぬき市志度3726-1","34.312777","134.174394"
"志度幼稚園（屋外）","香川県さぬき市志度3726-1","34.312481","134.174005"
"志度公民館（屋外）","香川県さぬき市志度3779-1","34.31255","134.175545"
"志度公民館（屋内）","香川県さぬき市志度3779-1","34.312749","134.175674"
"志度南交流センター","香川県さぬき市志度4626-42","34.311486","134.188215"
"仁兵谷団地","香川県さぬき市小田1324","34.333269","134.238799"
"小田ふれあいプラザ　（屋内）","香川県さぬき市小田1522-2","34.335581","134.235494"
"小田ふれあいプラザ　（屋外）","香川県さぬき市小田1522-2","34.335402","134.235407"
"志度カントリークラブ入口","香川県さぬき市小田327-4","34.33776","134.249932"
"へんろ資料館　（屋内）","香川県さぬき市前山936-3","34.221691","134.174223"
"へんろ資料館　（屋外）","香川県さぬき市前山936-3","34.221538","134.17427"
"造田小学校（屋内）","香川県さぬき市造田是弘688-1","34.283866","134.183333"
"造田小学校（屋外）","香川県さぬき市造田是弘688-1","34.283765","134.182715"
"造田ふれあいプラザ　（屋内）","香川県さぬき市造田野間田693-10","34.282091","134.186452"
"造田ふれあいプラザ　（屋外）","香川県さぬき市造田野間田693-10","34.28222","134.186801"
"多和診療所","香川県さぬき市多和助光東29-4","34.186491","134.170832"
"結願の里（屋内）","香川県さぬき市多和助光東30-1","34.18589","134.170762"
"結願の里（屋外）","香川県さぬき市多和助光東30-1","34.185834","134.171129"
"移住体験ハウス（多和）","香川県さぬき市多和槙川235-1","34.177016","134.191316"
"松尾ふれあい会館　（屋内）","香川県さぬき市大川町田面140-2","34.255462","134.248985"
"松尾ふれあい会館　（屋外）","香川県さぬき市大川町田面140-2","34.255837","134.249128"
"さぬき南小学校　（屋内）","香川県さぬき市大川町南川61","34.259173","134.234081"
"さぬき南小学校　（屋外）","香川県さぬき市大川町南川61","34.259531","134.234579"
"さぬき南中学校　（屋内）","香川県さぬき市大川町富田西2823-1","34.267639","134.218566"
"さぬき南中学校　（屋外）","香川県さぬき市大川町富田西2823-1","34.268003","134.217546"
"大川公民館（屋内）","香川県さぬき市大川町富田中2215-1","34.265257","134.233819"
"大川公民館（屋外）","香川県さぬき市大川町富田中2215-1","34.264982","134.234092"
"大川コミュニティセンター","香川県さぬき市大川町富田中3306-1","34.258677","134.243683"
"辛立文化センター　（屋外）","香川県さぬき市長尾西1694","34.253195","134.174459"
"辛立文化センター　（屋内）","香川県さぬき市長尾西1694","34.253614","134.174354"
"長尾公民館（屋外）","香川県さぬき市長尾東888-5","34.264626","134.176102"
"長尾公民館（屋内）","香川県さぬき市長尾東888-5","34.264142","134.176301"
"長尾小学校（屋外）","香川県さぬき市長尾東901-1","34.263976","134.177311"
"長尾小学校（屋内）","香川県さぬき市長尾東901-1","34.264554","134.177748"
"津田体育館","香川県さぬき市津田町津田138-16","34.287707","134.250446"
"津田小学校（屋外）","香川県さぬき市津田町津田144","34.287194","134.25166"
"津田小学校（屋内）","香川県さぬき市津田町津田144","34.286764","134.251312"
"津田高等学校　（運動場）","香川県さぬき市津田町津田1632-1","34.292986","134.244071"
"津田総合公園","香川県さぬき市津田町津田2020","34.295659","134.23487"
"さわやか荘駐車場","香川県さぬき市津田町津田2207","34.294175","134.239305"
"津田公民館北山分館　（屋外）","香川県さぬき市津田町津田3645-5","34.319938","134.263344"
"津田公民館北山分館　（屋内）","香川県さぬき市津田町津田3645-5","34.3202","134.263296"
"県道富田中津田線市道神野３７号線交差点","香川県さぬき市津田町津田417","34.280126","134.247249"
"津田保健センター　（屋内）","香川県さぬき市津田町津田915-1","34.287775","134.249952"
"津田保健センター（屋外）","香川県さぬき市津田町津田915-1","34.2874","134.250563"
"鵜部展望ふれあい公園","香川県さぬき市津田町鶴羽1520-134","34.288453","134.269759"
"津田多目的研修　集会施設（屋内）","香川県さぬき市津田町鶴羽1746","34.280526","134.27197"
"津田多目的研修　集会施設（屋外）","香川県さぬき市津田町鶴羽1746","34.280876","134.271718"
"大川オアシス駐車場","香川県さぬき市津田町鶴羽2326-12","34.277015","134.283622"
"旧鶴羽小学校運動場","香川県さぬき市津田町鶴羽781-2","34.281996","134.267733"
"津田の松原ＳＡ（上り）北側駐車場","香川県さぬき市津田町鶴羽935-5","34.277541","134.264306"
"志度公民館末分館","香川県さぬき市末1114","34.303702","134.193419"
"神野公民館","香川県まんのう町岸上108","34.182073","133.84263"
"勤労青少年ホーム","香川県まんのう町岸上108","34.182157","133.84263"
"吉野公民館","香川県まんのう町吉野1780-1","34.182306","133.862522"
"吉野体育館","香川県まんのう町吉野1932-1","34.182809","133.863528"
