"施設名","所在地","緯度","経度"
"滑川中学校","富山県滑川市下島54","36.755068","137.340325"
"下梅沢テニスコート","富山県滑川市下梅沢31-1","36.74675","137.343768"
"西加積地区公民館","富山県滑川市下梅沢31-1","36.746989","137.343366"
"西地区コミュニティホール（滑川西地区公民館）","富山県滑川市加島町194","36.7604","137.333621"
"田中小学校","富山県滑川市加島町207","36.75955","137.333855"
"滑川高等学校","富山県滑川市加島町45","36.759001","137.331348"
"浜加積地区公民館","富山県滑川市曲渕333","36.775506","137.363453"
"同朋保育園","富山県滑川市吾妻町357-6","36.76775","137.340953"
"滑川東地区公民館","富山県滑川市吾妻町426","36.767227","137.344489"
"滑川市立図書館","富山県滑川市吾妻町426","36.767502","137.344288"
"滑川市民交流プラザ（３階・４階部分）","富山県滑川市吾妻町426","36.768509","137.344945"
"駅前中央公園","富山県滑川市吾妻町426","36.767962","137.344274"
"フットボールセンター富山","富山県滑川市高月町129","36.757906","137.322309"
"認定こども園たかつき保育園","富山県滑川市高月町72","36.757367","137.326034"
"東部小学校","富山県滑川市四ツ屋134","36.775459","137.374716"
"滑川コミュニティ防災センター","富山県滑川市四間町690-1","36.7652","137.343076"
"滑川市民会館大ホール","富山県滑川市寺家町104","36.763862","137.341085"
"寺家小学校","富山県滑川市寺家町98","36.765475","137.340626"
"中加積保育園","富山県滑川市小林69","36.739649","137.365297"
"行田公園グラウンド","富山県滑川市上小泉","36.760598","137.349653"
"希望幼稚園","富山県滑川市上小泉2005","36.759042","137.343012"
"滑川市社会福祉センター","富山県滑川市上小泉412-2","36.761116","137.349483"
"認定こども園上小泉保育園","富山県滑川市上小泉668","36.757913","137.34753"
"児童館","富山県滑川市上小泉800","36.760995","137.347512"
"西部小学校","富山県滑川市上島471","36.750943","137.349242"
"同朋幼稚園","富山県滑川市常盤町630","36.768771","137.343459"
"地域交流センター「青志会館」","富山県滑川市清水町13-9","36.765011","137.344847"
"中加積地区公民館","富山県滑川市赤浜573","36.734712","137.364003"
"南部小学校","富山県滑川市赤浜727","36.736067","137.368324"
"東加積コミュニティセンター（東加積地区公民館）","富山県滑川市大崎野244","36.749712","137.399655"
"東加積小学校","富山県滑川市大崎野45","36.745365","137.395649"
"幼保連携型きたかづみ認定こども園","富山県滑川市大島新509-1","36.759546","137.375259"
"北加積小学校","富山県滑川市中塚425","36.758736","137.375578"
