"施設名","所在地","緯度","経度"
"宇佐美中学校（グランド）","静岡県伊東市宇佐美1537-1","35.006603","139.077622"
"宇佐美中学校（体育館）","静岡県伊東市宇佐美1537-1","35.006654","139.078118"
"宇佐美小学校（グランド）","静岡県伊東市宇佐美1627-1","35.007574","139.080495"
"宇佐美小学校（体育館）","静岡県伊東市宇佐美1627-1","35.008321","139.080516"
"門野中学校（体育館）","静岡県伊東市鎌田1281-63","34.944532","139.087291"
"門野中学校（グランド）","静岡県伊東市鎌田1281-63","34.945582","139.086341"
"伊豆伊東高校（グランド）","静岡県伊東市吉田748-1","34.944149","139.116517"
"伊豆伊東高校（体育館）","静岡県伊東市吉田748-1","34.945164","139.117418"
"大池小学校（グランド）","静岡県伊東市吉田824-4","34.932681","139.105519"
"大池小学校（体育館）","静岡県伊東市吉田824-4","34.932937","139.106662"
"市民運動場","静岡県伊東市玖須美元和田716-115","34.952617","139.112345"
"南小学校（グランド）","静岡県伊東市玖須美元和田716-87","34.951561","139.113531"
"南小学校（体育館）","静岡県伊東市玖須美元和田716-87","34.951869","139.113236"
"南中学校（グランド）","静岡県伊東市玖須美元和田729-1","34.953781","139.10784"
"南中学校（体育館）","静岡県伊東市玖須美元和田729-1","34.954067","139.106756"
"旧西小学校（グランド）","静岡県伊東市幸町1-5","34.968015","139.092845"
"旧西小学校（体育館）","静岡県伊東市幸町1-5","34.968376","139.093028"
"十足広場","静岡県伊東市十足536-1","34.917729","139.089197"
"浮山広場","静岡県伊東市赤沢173-1","34.8595","139.088497"
"旧川奈小学校（グランド）","静岡県伊東市川奈1083-1","34.953085","139.126858"
"旧川奈小学校（体育館）","静岡県伊東市川奈1083-1","34.953142","139.127502"
"伊東小学校（体育館）","静岡県伊東市大原2-2-6","34.964889","139.102806"
"伊東小学校（グランド）","静岡県伊東市大原2-2-6","34.964115","139.102501"
"池小学校（体育館）","静岡県伊東市池477-2","34.892083","139.085306"
"池小学校（グランド）","静岡県伊東市池477-2","34.891938","139.085799"
"伊東公園","静岡県伊東市湯川322","34.975831","139.091486"
"北中学校（体育館）","静岡県伊東市湯川360-1","34.977287","139.087858"
"北中学校（グランド）","静岡県伊東市湯川360-1","34.977331","139.088539"
"旧伊東高校城ヶ崎分校（体育館）","静岡県伊東市八幡野1120","34.8868","139.114569"
"旧伊東高校城ヶ崎分校（グランド）","静岡県伊東市八幡野1120","34.885335","139.115438"
"対島中学校（体育館）","静岡県伊東市八幡野1128-3","34.884827","139.111257"
"対島中学校（グランド）","静岡県伊東市八幡野1128-3","34.884242","139.111767"
"八幡野小学校（グランド）","静岡県伊東市八幡野976-1","34.872948","139.104256"
"八幡野小学校（体育館）","静岡県伊東市八幡野976-1","34.873626","139.104406"
"富戸小学校（グランド）","静岡県伊東市富戸1203-1","34.910696","139.134667"
"富戸小学校（体育館）","静岡県伊東市富戸1203-1","34.910828","139.135102"
"富戸公園","静岡県伊東市富戸892-43","34.892074","139.129649"
"下畑公民館","静岡県伊豆の国市下畑164","35.005886","138.979089"
"野外活動センター（旧大仁東小学校）","静岡県伊豆の国市下畑1926-2","35.01005","138.991017"
"花坂公民館","静岡県伊豆の国市花坂113-1","35.038403","138.916512"
"吉田公民館","静岡県伊豆の国市吉田580","35.00022","138.94173"
"富士美幼稚園","静岡県伊豆の国市原木1343","35.064809","138.949223"
"原木公民館","静岡県伊豆の国市原木804-1","35.062386","138.941433"
"古奈湯元公園","静岡県伊豆の国市古奈1199-3","35.039354","138.935524"
"長岡総合会館（アクシスかつらぎ）","静岡県伊豆の国市古奈255","35.034917","138.938206"
"古奈公民館","静岡県伊豆の国市古奈270","35.034665","138.938392"
"古奈もみじ公園","静岡県伊豆の国市古奈56-1","35.034159","138.936794"
"戸沢公民館","静岡県伊豆の国市戸沢43-1","35.028045","138.914562"
"御門防災センター","静岡県伊豆の国市御門32-1","35.017164","138.943885"
"大仁中学校","静岡県伊豆の国市三福1276-3","35.000365","138.948241"
"大仁小学校","静岡県伊豆の国市三福325","35.008488","138.946836"
"三福公民館","静岡県伊豆の国市三福675","35.005409","138.948679"
"ひまわり保育園","静岡県伊豆の国市三福934-1","35.002315","138.945917"
"松並公民館","静岡県伊豆の国市四日町184-1","35.055116","138.953374"
"韮山小学校","静岡県伊豆の国市四日町350-1","35.055705","138.947692"
"四日町公民館","静岡県伊豆の国市四日町652-2","35.053786","138.943034"
"寺家区公民館","静岡県伊豆の国市寺家112","35.046675","138.941641"
"静岡県立伊豆の国特別支援学校","静岡県伊豆の国市寺家235","35.048524","138.94424"
"県立東部特別支援学校","静岡県伊豆の国市寺家246-1","35.04762","138.944918"
"県立伊豆中央高等学校","静岡県伊豆の国市寺家970-1","35.042551","138.937397"
"大仁北小学校","静岡県伊豆の国市守木312-1","35.018006","138.948411"
"守木公民館","静岡県伊豆の国市守木76-2","35.020224","138.948273"
"星和公民館","静岡県伊豆の国市宗光寺650-9","35.028413","138.952016"
"宗光寺公民館","静岡県伊豆の国市宗光寺72-1","35.026577","138.952742"
"小坂公民館","静岡県伊豆の国市小坂378","35.021927","138.933026"
"神島集会センター","静岡県伊豆の国市神島１１２－１地先","35.010574","138.936199"
"大仁淵端公園","静岡県伊豆の国市大仁114","34.992482","138.9422"
"大仁公民館","静岡県伊豆の国市大仁268-2","34.993817","138.939929"
"市民交流センター作法室（旧大仁高校）","静岡県伊豆の国市大仁334","34.997275","138.940548"
"狩野川堤防（大仁橋下流）","静岡県伊豆の国市大仁835-6","34.992029","138.939422"
"立花台区公民館","静岡県伊豆の国市中1015-2-1","35.029563","138.959707"
"高原公民館","静岡県伊豆の国市中1613-87","35.04578","138.996021"
"韮山反射炉ガイダンスセンター駐車場","静岡県伊豆の国市中260-1","35.039257","138.96151"
"反射炉自然公園","静岡県伊豆の国市中282-1","35.038208","138.959955"
"中公民館","静岡県伊豆の国市中772-3","35.038495","138.952351"
"共和幼稚園","静岡県伊豆の国市中773-1","35.038179","138.951848"
"韮山南小学校","静岡県伊豆の国市中817-1","35.038855","138.952864"
"中島防災センター","静岡県伊豆の国市中島257-3","35.003339","138.93779"
"中條区公民館","静岡県伊豆の国市中條265","35.042173","138.941462"
"長岡南小学校","静岡県伊豆の国市長岡1294-1","35.031401","138.937956"
"長岡中学校","静岡県伊豆の国市長岡1407-5","35.043268","138.922474"
"長岡区民館","静岡県伊豆の国市長岡159-9","35.033011","138.929649"
"伊豆の国パノラマパーク駐車場","静岡県伊豆の国市長岡260-1","35.026273","138.928488"
"長岡中央公民館（あやめ会館）","静岡県伊豆の国市長岡346-1","35.028295","138.928606"
"湯らっくす公園","静岡県伊豆の国市長岡613-1","35.033169","138.929218"
"長崎会館","静岡県伊豆の国市長崎202","35.07127","138.948425"
"長者原公民館","静岡県伊豆の国市長者原1455-381","35.008324","139.026507"
"長瀬公民館","静岡県伊豆の国市長瀬260-1","35.024382","138.92117"
"狩野川リバーサイドパーク","静岡県伊豆の国市天野444-1","35.025908","138.941651"
"天野公民館","静岡県伊豆の国市天野7-1","35.026748","138.939957"
"ＩＺＵ　ＶＩＬＬＡＧＥ　駐車場","静岡県伊豆の国市田京195-2","35.01171","138.941318"
"田京公民館","静岡県伊豆の国市田京380-2","35.011037","138.948059"
"広瀬公園","静岡県伊豆の国市田京7-5","35.01017","138.945519"
"田原野公民館","静岡県伊豆の国市田原野95-1","35.016868","139.009499"
"田中山公民館","静岡県伊豆の国市田中山1136","35.023584","138.990879"
"韮山生涯学習センター","静岡県伊豆の国市奈古谷1251-1","35.07093","138.971107"
"みどり区自治会館","静岡県伊豆の国市奈古谷2216-1","35.069924","138.998491"
"内中公民館","静岡県伊豆の国市内中142","35.041349","138.957565"
"鳥打公民館","静岡県伊豆の国市南江間1081-3","35.054515","138.929238"
"長岡北小学校","静岡県伊豆の国市南江間1200","35.053787","138.926209"
"江間防災センター","静岡県伊豆の国市南江間1212-1","35.052891","138.925598"
"珍野公民館","静岡県伊豆の国市南江間1602-1","35.04508","138.918461"
"仲之台公民館","静岡県伊豆の国市南江間435-1","35.053421","138.934089"
