"施設名","所在地","緯度","経度"
"夷隅地区多目的研修センター広場","千葉県いすみ市行川721-1","35.283626","140.282383"
"国吉中学校グランド","千葉県いすみ市国府台1552","35.284992","140.313141"
"東小学校グランド","千葉県いすみ市山田460","35.260703","140.335066"
"東海小学校校舎３Ｆ","千葉県いすみ市若山1042","35.264413","140.384711"
"東海小学校グランド","千葉県いすみ市若山1042","35.263791","140.38492"
"東海保育所グランド","千葉県いすみ市若山238-1","35.263391","140.387357"
"浪花小学校グランド","千葉県いすみ市小沢1157","35.222644","140.384772"
"旧千町小学校グランド","千葉県いすみ市松丸3226","35.311913","140.323781"
"大原配水場敷地","千葉県いすみ市新田1486","35.253631","140.363252"
"大原クリーンセンター敷地","千葉県いすみ市新田24-5","35.254294","140.375974"
"夷隅小学校グランド","千葉県いすみ市深谷127","35.288785","140.313399"
"夷隅文化会館広場","千葉県いすみ市深谷1968-1","35.286915","140.302089"
"サンフラワー大原敷地・駐車場・建物１Ｆ～８Ｆ","千葉県いすみ市深堀1751-2","35.26062","140.397523"
"社会福祉法人　チルドレン・パラダイス　児童養護施設　子山ホーム広場","千葉県いすみ市深堀685","35.258788","140.382176"
"大原公園敷地","千葉県いすみ市大原10690","35.247314","140.399392"
"第二保育所屋上","千葉県いすみ市大原1595","35.237714","140.392281"
"鹿島台公園","千葉県いすみ市大原2077-27","35.23365","140.389756"
"農村環境改善センター駐車場","千葉県いすみ市大原6763","35.245459","140.38214"
"市役所大原庁舎駐車場","千葉県いすみ市大原7400-1","35.253884","140.385054"
"夷隅教育会館周辺建物周辺を除いた駐車場","千葉県いすみ市大原7400-10","35.252862","140.382454"
"大原中学校グランド","千葉県いすみ市大原7400-12","35.253777","140.380487"
"大原文化センター駐車場","千葉県いすみ市大原7838","35.24819","140.386431"
"大原小学校グランド","千葉県いすみ市大原8530-3","35.244893","140.390147"
"大原小学校屋上","千葉県いすみ市大原8530-3","35.245423","140.389927"
"浪花保育所グランド","千葉県いすみ市大原台323","35.205118","140.364097"
"大原台コミュニティセンター敷地・駐車場","千葉県いすみ市大原台324","35.20549","140.364842"
"エスポワール大原敷地・駐車場・建物","千葉県いすみ市日在2623","35.276257","140.388008"
"古沢公園公園","千葉県いすみ市岬町榎沢1871","35.32344","140.358414"
