公園番号,公園名称,ｶﾅ公園名称,公園種別,所在地,所管名,支所名,校区名,開設面積（ha）
405-006,向陵西町みこしぎく公園,ｺｳﾘｮｳﾆｼﾏﾁﾐｺｼｷﾞｸｺｳｴﾝ,幼児,堺区向陵西町１丁１４－４,大浜,堺,榎,0.06
405-007,三宝町むさしあぶみ公園,ｻﾝﾎﾞｳﾁｮｳﾑｻｼｱﾌﾞﾐｺｳｴﾝ,幼児,堺区三宝町６丁３１２－５,大浜,堺,三宝,0.06
406-001,百舌鳥陵南町わたすげ広場,ﾓｽﾞﾘｮｳﾅﾝﾁｮｳﾜﾀｽｹﾞﾋﾛﾊﾞ,広場,北区百舌鳥陵南町３丁３７７－６,大浜,北,百舌鳥,0.01
406-002,小阪ひめすみれ広場,ｺｻｶﾋﾒｽﾐﾚﾋﾛﾊﾞ,広場,中区小阪１８０－６,原池,中,久世,0.01
406-003,鳳東町こがねぎく広場,ｵｵﾄﾘﾋｶﾞｼﾏﾁｺｶﾞﾈｷﾞｸﾋﾛﾊﾞ,広場,西区鳳東町６丁６７６－３,大浜,西,鳳,0.01
406-004,東山にっこうきすげ広場,ﾋｶﾞｼﾔﾏﾆｯｺｳｷｽｹﾞﾋﾛﾊﾞ,広場,中区東山９５－３,原池,中,久世,0.01
406-005,向陵中町いわべんけい広場,ｺｳﾘｮｳﾅｶﾏﾁｲﾜﾍﾞﾝｹｲﾋﾛﾊﾞ,広場,堺区向陵中町１丁４５－２,大浜,堺,榎,0.01
406-006,浜寺石津町西はまぜり広場,ﾊﾏﾃﾞﾗｲｼﾂﾞﾁｮｳﾆｼﾊﾏｾﾞﾘﾋﾛﾊﾞ,広場,西区浜寺石津町西２丁３７３－５,大浜,西,浜寺石津,0.02
406-007,堀上町みやまりんどう広場,ﾎﾘｱｹﾞﾁｮｳﾐﾔﾏﾘﾝﾄﾞｳﾋﾛﾊﾞ,広場,中区堀上町２１７－１１,原池,中,八田荘,0.02
406-008,金岡町いわいちょう広場,ｶﾅｵｶﾁｮｳｲﾜｲﾁｮｳﾋﾛﾊﾞ,広場,北区金岡町２０３７－３,大浜,北,金岡南,0.02
406-009,堀上町いちょうらん広場,ﾎﾘｱｹﾞﾁｮｳｲﾁｮｳﾗﾝﾋﾛﾊﾞ,広場,中区堀上町２２９－３,原池,中,八田荘,0.01
406-010,鳳東町くがいそう広場,ｵｵﾄﾘﾋｶﾞｼﾏﾁｸｶﾞｲｿｳﾋﾛﾊﾞ,広場,西区鳳東町７丁７８９－１１,大浜,西,鳳南,0.03
406-011,上かんさいたんぽぽ広場,ｶﾐｶﾝｻｲﾀﾝﾎﾟﾎﾟﾋﾛﾊﾞ,広場,西区上４８０－４,大浜,西,福泉上,0.01
406-012,福田しまかんぎく広場,ﾌｸﾀﾞｼﾏｶﾝｷﾞｸﾋﾛﾊﾞ,広場,中区福田１０９７－１１,原池,中,福田,0.01
406-013,土師町ほていらん広場,ﾊｾﾞﾁｮｳﾎﾃｲﾗﾝﾋﾛﾊﾞ,広場,中区土師町２丁１－３,原池,中,土師,0.01
406-014,浜寺石津町中はまだいこん広場,ﾊﾏﾃﾞﾗｲｼﾂﾞﾁｮｳﾅｶﾊﾏﾀﾞｲｺﾝﾋﾛﾊﾞ,広場,西区浜寺石津町中１丁３４７－５,大浜,西,浜寺石津,0.03
406-015,深井清水町やまひよどり広場,ﾌｶｲｼﾐｽﾞﾁｮｳﾔﾏﾋﾖﾄﾞﾘﾋﾛﾊﾞ,広場,中区深井清水町２０７３－３,原池,中,深井,0.01
406-016,陶器北のこぎりそう広場,ﾄｳｷｷﾀﾉｺｷﾞﾘｿｳﾋﾛﾊﾞ,広場,中区陶器北１８８２－２,原池,中,東陶器,0.01
406-017,浜寺石津町中ふたばらん広場,ﾊﾏﾃﾞﾗｲｼﾂﾞﾁｮｳﾅｶﾌﾀﾊﾞﾗﾝﾋﾛﾊﾞ,広場,西区浜寺石津町中３丁２２０－１２,大浜,西,浜寺石津,0.03
406-018,深阪南みぞほおずき広場,ﾌｶｻｶﾐﾅﾐﾐｿﾞﾎｵｽﾞｷﾋﾛﾊﾞ,広場,南区深阪南１７１－２,泉ヶ丘,南,竹城台東,0.02
406-019,百舌鳥赤畑町ちがや広場,ﾓｽﾞｱｶﾊﾀﾁｮｳﾁｶﾞﾔﾋﾛﾊﾞ,広場,北区百舌鳥赤畑町３丁２００－５,大浜,北,百舌鳥,0.02
406-020,深井清水町ゆきわりこざくら広場,ﾌｶｲｼﾐｽﾞﾁｮｳﾕｷﾜﾘｺｻﾞｸﾗﾋﾛﾊﾞ,広場,中区深井清水町１３４７－８,原池,中,東深井,0.01
406-021,北花田町しらやまぎく広場,ｷﾀﾊﾅﾀﾞﾁｮｳｼﾗﾔﾏｷﾞｸﾋﾛﾊﾞ,広場,北区北花田町４丁１０７－１７,大浜,北,五箇荘東,0.01
406-022,鳳東町すいらん広場,ｵｵﾄﾘﾋｶﾞｼﾏﾁｽｲﾗﾝﾋﾛﾊﾞ,広場,西区鳳東町７丁７９７－９,大浜,西,鳳南,0.02
407-001,南野田ひめやぶらん公園,ﾐﾅﾐﾉﾀﾞﾋﾒﾔﾌﾞﾗﾝｺｳｴﾝ,幼児,東区南野田２２－４,原池,東,野田,0.02
407-002,大野芝町くまつづら公園,ｵｵﾉｼﾊﾞﾁｮｳｸﾏﾂﾂﾞﾗｺｳｴﾝ,幼児,中区大野芝町９６－１２,原池,中,東百舌鳥,0.01
407-003,日置荘西町オレンジ公園,ﾋｷｼｮｳﾆｼﾏﾁｵﾚﾝｼﾞｺｳｴﾝ,幼児,東区日置荘西町７丁８５７－３,原池,東,日置荘西,0.02
407-004,上野芝町トマト公園,ｳｴﾉｼﾊﾞﾁｮｳﾄﾏﾄｺｳｴﾝ,幼児,西区上野芝町５丁５１６－１１,大浜,西,上野芝,0.01
407-005,日置荘西町メロン公園,ﾋｷｼｮｳﾆｼﾏﾁﾒﾛﾝｺｳｴﾝ,幼児,東区日置荘西町７丁８２８－１０,原池,東,日置荘西,0.02
407-006,東上野芝町マスカット公園,ﾋｶﾞｼｳｴﾉｼﾊﾞﾁｮｳﾏｽｶｯﾄｺｳｴﾝ,街区,北区東上野芝町２丁５００－９,大浜,北,西百舌鳥,0.07
407-007,福田たちあおい公園,ﾌｸﾀﾞﾀﾁｱｵｲｺｳｴﾝ,街区,中区福田１０７１－４,原池,中,東陶器,0.03
407-008,原山台ペア公園,ﾊﾗﾔﾏﾀﾞｲﾍﾟｱｺｳｴﾝ,幼児,南区原山台５丁４５６－１８２,泉ヶ丘,南,原山台東,0.01
407-009,上野芝町バナナ公園,ｳｴﾉｼﾊﾞﾁｮｳﾊﾞﾅﾅｺｳｴﾝ,幼児,西区上野芝町３丁６９５－４,大浜,西,上野芝,0.02
407-010,上キャロット公園,ｶﾐｷｬﾛｯﾄｺｳｴﾝ,街区,西区上６７０－１５,大浜,西,福泉上,0.03
407-011,深井畑山町パイン公園,ﾌｶｲﾊﾀﾔﾏﾁｮｳﾊﾟｲﾝｺｳｴﾝ,幼児,中区深井畑山町２５００－３,原池,中,東深井,0.03
407-012,新堀町パンプキン公園,ｼﾝﾎﾞﾘﾁｮｳﾊﾟﾝﾌﾟｷﾝｺｳｴﾝ,街区,北区新堀町１丁３９－１０,大浜,北,五箇荘,0.04
407-013,鳳東町レタス公園,ｵｵﾄﾘﾋｶﾞｼﾏﾁﾚﾀｽｺｳｴﾝ,幼児,西区鳳東町６丁６５６－４,大浜,西,鳳,0.02
407-014,鳳北町ライム公園,ｵｵﾄﾘｷﾀﾏﾁﾗｲﾑｺｳｴﾝ,幼児,西区鳳北町９丁５２０－２,大浜,西,浜寺東,0.02
407-015,三宝町かりん公園,ｻﾝﾎﾞｳﾁｮｳｶﾘﾝｺｳｴﾝ,幼児,堺区三宝町２丁１０５－８,大浜,堺,三宝,0.01
407-016,鳳南町ブルーベリー公園,ｵｵﾄﾘﾐﾅﾐﾏﾁﾌﾞﾙｰﾍﾞﾘｰｺｳｴﾝ,幼児,西区鳳南町３丁３０１－１２,大浜,西,鳳南,0.02
407-017,鳳東町パセリ公園,ｵｵﾄﾘﾋｶﾞｼﾏﾁﾊﾟｾﾘｺｳｴﾝ,幼児,西区鳳東町６丁６３５－２,大浜,西,鳳,0.01
407-018,長曽根町ラズベリー公園,ﾅｶﾞｿﾈﾁｮｳﾗｽﾞﾍﾞﾘｰｺｳｴﾝ,幼児,北区長曽根町１９３６－２,大浜,北,東三国丘,0.03
407-019,百舌鳥本町すだち公園,ﾓｽﾞﾎﾝﾏﾁｽﾀﾞﾁｺｳｴﾝ,街区,北区百舌鳥本町３丁５３８－７４,大浜,北,西百舌鳥,0.03
407-020,上野芝町フルーツ公園,ｳｴﾉｼﾊﾞﾁｮｳﾌﾙｰﾂｺｳｴﾝ,幼児,西区上野芝町２丁８８８－３８,大浜,西,上野芝,0.02
407-021,大浜北町ベイ公園,ｵｵﾊﾏｷﾀﾏﾁﾍﾞｲｺｳｴﾝ,幼児,堺区大浜北町２丁８３－３,大浜,堺,英彰,0.01
407-022,常磐町ベルガモット公園,ﾄｷﾜﾁｮｳﾍﾞﾙｶﾞﾓｯﾄｺｳｴﾝ,街区,北区常磐町１丁１７－８５,大浜,北,東浅香山,0.03
407-023,中百舌鳥町オレガノ公園,ﾅｶﾓｽﾞﾁｮｳｵﾚｶﾞﾉｺｳｴﾝ,幼児,北区中百舌鳥町３丁３３０－２,大浜,北,中百舌鳥,0.02
407-024,中百舌鳥町マジョラム公園,ﾅｶﾓｽﾞﾁｮｳﾏｼﾞｮﾗﾑｺｳｴﾝ,幼児,北区中百舌鳥町３丁３４５－４,大浜,北,中百舌鳥,0.01
407-025,鳳北町ジュンサイ公園,ｵｵﾄﾘｷﾀﾏﾁｼﾞｭﾝｻｲｺｳｴﾝ,幼児,西区鳳北町２丁８０－４６,大浜,西,鳳,0.02
407-026,鳳南町ツボスミレ公園,ｵｵﾄﾘﾐﾅﾐﾏﾁﾂﾎﾞｽﾐﾚｺｳｴﾝ,幼児,西区鳳南町５丁４８６－１,大浜,西,鳳南,0.03
407-027,新堀町ゆりのき公園,ｼﾝﾎﾞﾘﾁｮｳﾕﾘﾉｷｺｳｴﾝ,幼児,北区新堀町１丁３２－４,大浜,北,五箇荘,0.03
407-031,浜寺ロドレイア公園,ﾊﾏﾃﾞﾗﾛﾄﾞﾚｲｱｺｳｴﾝ,幼児,西区浜寺諏訪森町西３丁222番26,大浜,西,浜寺,0.01
408-001,舟渡池公園,ﾌﾅﾄｲｹｺｳｴﾝ,総合,美原区阿弥１３１－１,原池,美原,黒山,1.97
408-002,大池公園,ｵｵｲｹｺｳｴﾝ,近隣,美原区小寺１２－１,原池,美原,八上,2.25
408-003,さつき野公園,ｻﾂｷﾉｺｳｴﾝ,近隣,美原区さつき野西２丁目３－１,原池,美原,さつき野,1.90
408-004,東多治井公園,ﾋｶﾞｼﾀｼﾞｲｺｳｴﾝ,街区,美原区小平尾８３５－１０,原池,美原,平尾,0.86
408-005,美原ふる里公園,ﾐﾊﾗﾌﾙｻﾄｺｳｴﾝ,歴史,美原区大保２７,原池,美原,美原北,0.91
408-006,さつき野緑地,ｻﾂｷﾉﾘｮｸﾁ,都市緑地,美原区さつき野西３丁目２１,原池,美原,さつき野,6.21
408-007,平尾緑地,ﾋﾗｵﾘｮｸﾁ,都市緑地,美原区平尾２３５３－５,原池,美原,平尾,0.03
408-008,大保緑地,ﾀﾞｲﾎﾘｮｸﾁ,都市緑地,美原区真福寺１４３－７,原池,美原,美原北,0.01
408-009,花余部の道,ﾊﾅｱﾏﾍﾞﾉﾐﾁ,緑道,美原区南余部９－６,原池,美原,美原西,0.47
408-010,丹上１号緑道,ﾀﾝｼﾞｮｳｲﾁｺﾞｳﾘｮｸﾄﾞｳ,緑道,美原区丹上５９７,原池,美原,美原北,0.01
408-011,東除川緑道,ﾋｶﾞｼﾖｹｶﾞﾜﾘｮｸﾄﾞｳ,緑道,美原区小平尾７５５－４,原池,美原,平尾,0.32
408-012,西除川緑道,ﾆｼﾖｹｶﾞﾜﾘｮｸﾄﾞｳ,緑道,美原区南余部１１－２,原池,美原,黒山,0.20
408-013,かいづか公園,ｶｲﾂﾞｶｺｳｴﾝ,街区,美原区さつき野西１丁目１１－１０,原池,美原,さつき野,0.11
408-014,さざんか公園,ｻｻﾞﾝｶｺｳｴﾝ,街区,美原区さつき野西１丁目１４－７,原池,美原,さつき野,0.12
408-015,太井１号公園,ﾀｲ1ｺﾞｳｺｳｴﾝ,広場,美原区太井５４９－２,原池,美原,美原西,0.03
408-016,北余部１号公園,ｷﾀｱﾏﾍﾞ1ｺﾞｳｺｳｴﾝ,広場,美原区北余部西３丁目１６３－１０,原池,美原,美原西,0.02
408-017,北余部２号公園,ｷﾀｱﾏﾍﾞ2ｺﾞｳｺｳｴﾝ,広場,美原区北余部８－９,原池,美原,美原西,0.01
408-018,平尾１号公園,ﾋﾗｵ1ｺﾞｳｺｳｴﾝ,広場,美原区平尾２６４８－５３,原池,美原,平尾,0.02
408-019,菅生１号公園,ｽｺﾞｳ1ｺﾞｳｺｳｴﾝ,広場,美原区青南台１丁目１１９７－６０２,原池,美原,平尾,0.03
408-020,阿弥１号公園,ｱﾐ1ｺﾞｳｺｳｴﾝ,広場,美原区阿弥４９５－４,原池,美原,黒山,0.00
408-021,城岸寺公園,ｼﾞｮｳｶﾞﾝｼﾞｺｳｴﾝ,街区,美原区大饗１５９－３,原池,美原,八上,0.19
408-022,駕籠池公園,ｶｺﾞｲｹｺｳｴﾝ,街区,美原区菅生１００８－１,原池,美原,平尾,0.10
408-023,つばき公園,ﾂﾊﾞｷｺｳｴﾝ,街区,美原区さつき野東２丁目１１－１９,原池,美原,さつき野,0.23
408-024,上池公園,ｼﾞｮｳｲｹｺｳｴﾝ,街区,美原区平尾２４７０－１,原池,美原,平尾,0.18
408-025,南余部公園,ﾐﾅﾐｱﾏﾍﾞｺｳｴﾝ,幼児,美原区南余部１５８－３,原池,美原,黒山,0.07
408-026,菅生２号公園,ｽｺﾞｳ2ｺﾞｳｺｳｴﾝ,広場,美原区青南台１丁目１１９７－５０２,原池,美原,平尾,0.02
408-027,菅生３号公園,ｽｺﾞｳ3ｺﾞｳｺｳｴﾝ,広場,美原区青南台１丁目１１９７－６８０,原池,美原,平尾,0.03
408-028,菅生４号公園,ｽｺﾞｳ4ｺﾞｳｺｳｴﾝ,広場,美原区青南台１丁目１１９７－６５８,原池,美原,平尾,0.00
408-029,大保１号公園,ﾀﾞｲﾎｲﾁｺﾞｳｺｳｴﾝ,広場,美原区大保５１－２６,原池,美原,美原北,0.01
408-030,平尾２号公園,ﾋﾗｵ2ｺﾞｳｺｳｴﾝ,広場,美原区平尾２０９８－１２,原池,美原,平尾,0.01
408-031,さくら公園,ｻｸﾗｺｳｴﾝ,街区,美原区さつき野西３丁目１０－１,原池,美原,さつき野,0.16
408-032,ばら公園,ﾊﾞﾗｺｳｴﾝ,街区,美原区さつき野東３丁目１２－２０,原池,美原,さつき野,0.29
408-033,菅生公園,ｽｺﾞｳｺｳｴﾝ,街区,美原区菅生３７４,原池,美原,平尾,0.40
408-034,木材通１号公園,ﾓｸｻﾞｲﾄﾞｵﾘｲﾁｺﾞｳｺｳｴﾝ,幼児,美原区木材通１丁目６８８－１７２,原池,美原,平尾,0.05
408-035,阿弥公園,ｱﾐｺｳｴﾝ,幼児,美原区阿弥５５－２,原池,美原,黒山,0.07
408-036,丹上１号公園,ﾀﾝｼﾞｮｳｲﾁｺﾞｳｺｳｴﾝ,幼児,美原区丹上５９５,原池,美原,美原北,0.06
408-037,多治井１号公園,ﾀｼﾞｲ1ｺﾞｳｺｳｴﾝ,広場,美原区多治井６７３－１７,原池,美原,美原北,0.01
408-038,丹上公園,ﾀﾝｼﾞｮｳｺｳｴﾝ,幼児,美原区丹上３７９－１３,原池,美原,美原北,0.10
408-039,八上公園,ﾔｶﾞﾐｺｳｴﾝ,街区,美原区北余部２２９,原池,美原,美原西,0.21
408-040,北余部公園,ｷﾀｱﾏﾍﾞｺｳｴﾝ,街区,美原区北余部６６１,原池,美原,美原西,0.26
408-041,大保２号公園,ﾀﾞｲﾎﾆｺﾞｳｺｳｴﾝ,広場,美原区大保５２－６,原池,美原,美原北,0.01
408-042,北余部３号公園,ｷﾀｱﾏﾍﾞ3ｺﾞｳｺｳｴﾝ,広場,美原区北余部５１６－５,原池,美原,美原西,0.01
408-043,今井１号公園,ｲﾏｲｲﾁｺﾞｳｺｳｴﾝ,広場,美原区今井４１５－５１,原池,美原,美原北,0.03
408-044,ひめばち公園,ﾋﾒﾊﾞﾁｺｳｴﾝ,広場,美原区大饗３７３－２８,原池,美原,八上,0.01
408-045,太井２号公園,ﾀｲ2ｺﾞｳｺｳｴﾝ,広場,美原区太井６８４－２３,原池,美原,美原西,0.01
408-046,北余部４号公園,ｷﾀｱﾏﾍﾞ4ｺﾞｳｺｳｴﾝ,広場,美原区北余部２２４－１０,原池,美原,美原西,0.01
408-047,さつき野北公園,ｻﾂｷﾉｷﾀｺｳｴﾝ,街区,美原区小平尾１０５９－２０,原池,美原,さつき野,0.19
408-048,北余部５号公園,ｷﾀｱﾏﾍﾞ5ｺﾞｳｺｳｴﾝ,広場,美原区北余部５３８－７,原池,美原,美原西,0.01
408-049,阿弥２号公園,ｱﾐ2ｺﾞｳｺｳｴﾝ,広場,美原区阿弥２１２－４６,原池,美原,黒山,0.02
408-050,青南台公園,ｾｲﾅﾝﾀﾞｲｺｳｴﾝ,街区,美原区青南台１丁目１１８８－３,原池,美原,平尾,0.15
408-051,丹上東公園,ﾀﾝｼﾞｮｳﾋｶﾞｼｺｳｴﾝ,街区,美原区丹上３１３－２,原池,美原,美原北,0.11
408-052,南余部東公園,ﾐﾅﾐｱﾏﾍﾞﾋｶﾞｼｺｳｴﾝ,広場,美原区南余部７６－２,原池,美原,黒山,0.02
408-053,小寺つつじ公園,ｺﾃﾞﾗﾂﾂｼﾞｺｳｴﾝ,広場,美原区小寺４２９－４,原池,美原,八上,0.02
408-054,多治井２号公園,ﾀｼﾞｲ2ｺﾞｳｺｳｴﾝ,広場,美原区多治井１０７－９,原池,美原,美原北,0.02
408-055,太井３号公園,ﾀｲ3ｺﾞｳｺｳｴﾝ,広場,美原区太井６３０－７,原池,美原,美原西,0.02
408-056,大饗１号公園,ｵﾜｲｲﾁｺﾞｳｺｳｴﾝ,広場,美原区大饗１７,原池,美原,八上,0.01
408-057,平尾西公園,ﾋﾗｵﾆｼｺｳｴﾝ,街区,美原区平尾３１３－１,原池,美原,黒山,0.10
408-058,多治井３号公園,ﾀｼﾞｲ3ｺﾞｳｺｳｴﾝ,街区,美原区多治井２３２－１０,原池,美原,美原北,0.19
408-059,北余部６号公園,ｷﾀｱﾏﾍﾞ6ｺﾞｳｺｳｴﾝ,広場,美原区北余部２６７－１２,原池,美原,美原西,0.03
408-060,太井４号公園,ﾀｲ4ｺﾞｳｺｳｴﾝ,広場,美原区太井６２７－２,原池,美原,美原西,0.02
408-061,真福寺緑地,ｼﾝﾌﾟｸｼﾞﾘｮｸﾁ,都市緑地,美原区真福寺９８－１の一部,原池,美原,美原北,0.01
408-064,菩提ちびっこ公園,ﾎﾞﾀﾞｲﾁﾋﾞｯｺｺｳｴﾝ,幼児,美原区菩提７９８－１,原池,美原,八上,0.06
408-065,真福寺ちびっこ公園,ｼﾝﾌﾟｸｼﾞﾁﾋﾞｯｺｺｳｴﾝ,幼児,美原区真福寺３３２－１,原池,美原,美原北,0.05
408-066,多治井南ちびっこ公園,ﾀｼﾞｲﾐﾅﾐﾁﾋﾞｯｺｺｳｴﾝ,幼児,美原区多治井８７８－５,原池,美原,美原北,0.05
408-067,太井ちびっこ公園,ﾀｲﾁﾋﾞｯｺｺｳｴﾝ,幼児,美原区太井１５１－１,原池,美原,美原西,0.09
408-068,下黒山ちびっこ公園,ｼﾓｸﾛﾔﾏﾁﾋﾞｯｺｺｳｴﾝ,幼児,美原区黒山２０４－２,原池,美原,黒山,0.04
408-069,上黒山ちびっこ公園,ｶﾐｸﾛﾔﾏﾁﾋﾞｯｺｺｳｴﾝ,幼児,美原区黒山４３７－４,原池,美原,黒山,0.06
408-070,北余部ちびっこ公園,ｷﾀｱﾏﾍﾞﾁﾋﾞｯｺｺｳｴﾝ,広場,美原区北余部６９－３,原池,美原,美原西,0.01
408-072,平尾北ちびっこ公園,ﾋﾗｵｷﾀﾁﾋﾞｯｺｺｳｴﾝ,幼児,美原区平尾２７８０,原池,美原,平尾,0.07
408-073,平尾中ちびっこ公園,ﾋﾗｵﾅｶﾁﾋﾞｯｺｺｳｴﾝ,広場,美原区平尾２６２６－１,原池,美原,平尾,0.03
408-074,平尾南ちびっこ公園,ﾋﾗｵﾐﾅﾐﾁﾋﾞｯｺｺｳｴﾝ,幼児,美原区平尾２５３５－１,原池,美原,平尾,0.03
408-075,菅生新田ちびっこ公園,ｽｺﾞｳｼﾝﾃﾞﾝﾁﾋﾞｯｺｺｳｴﾝ,広場,美原区菅生１０７９－１,原池,美原,平尾,0.02
408-076,木材団地ちびっこ公園,ﾓｸｻﾞｲﾀﾞﾝﾁﾁﾋﾞｯｺｺｳｴﾝ,幼児,美原区青南台２丁目１１９７－１１２,原池,美原,平尾,0.08
408-077,美原西ふれあい公園,ﾐﾊﾗﾆｼﾌﾚｱｲｺｳｴﾝ,街区,美原区北余部２９－１,原池,美原,八上,0.48
408-078,南余部マンドレーク広場,ﾐﾅﾐｱﾏﾍﾞﾏﾝﾄﾞﾚｰｸﾋﾛﾊﾞ,広場,美原区南余部３０７－１０,原池,美原,八上,0.02
408-079,阿弥ノハナショウブ広場,ｱﾐﾉﾊﾅｼｮｳﾌﾞﾋﾛﾊﾞ,広場,美原区阿弥２５５－６,原池,美原,黒山,0.01
408-080,小平尾公園,ｺﾋﾞﾗｵｺｳｴﾝ,幼児,美原区小平尾２３３－４,原池,美原,平尾,0.07
408-081,多治井４号公園,ﾀｼﾞｲ4ｺﾞｳｺｳｴﾝ,幼児,美原区多治井２３２－１１５,原池,美原,美原北,0.07
408-082,小寺公園,ｺﾃﾞﾗｺｳｴﾝ,街区,美原区小寺３８６－１,原池,美原,八上,0.14
408-083,阿弥ヨシ広場,ｱﾐﾖｼﾋﾛﾊﾞ,広場,美原区阿弥２８２－８,原池,美原,黒山,0.02
408-084,南余部西公園,ﾐﾅﾐｱﾏﾍﾞﾆｼｺｳｴﾝ,街区,美原区南余部２９７－７,原池,美原,黒山,0.31
408-085,今井西除川緑道,ｲﾏｲﾆｼﾖｹｶﾞﾜﾘｮｸﾄﾞｳ,緑道,美原区今井１８９－２,原池,美原,美原北,0.46
408-086,南余部クレソン広場,ﾐﾅﾐｱﾏﾍﾞｸﾚｿﾝﾋﾛﾊﾞ,広場,美原区南余部２８１－５,原池,美原,黒山,0.01
408-087,南余部アイアシ広場,ﾐﾅﾐｱﾏﾍﾞｱｲｱｼﾋﾛﾊﾞ,広場,美原区南余部２５９－２２,原池,美原,黒山,0.01
408-088,小平尾カモノハシ公園,ｺﾋﾞﾗｵｶﾓﾉﾊｼｺｳｴﾝ,幼児,美原区小平尾５８４－４,原池,美原,平尾,0.05
408-089,今井ソレイユ広場,ｲﾏｲｿﾚｲﾕﾋﾛﾊﾞ,広場,美原区今井２７１－４,原池,美原,美原北,0.02
408-090,小平尾ウメ広場,ｺﾋﾞﾗｵｳﾒﾋﾛﾊﾞ,広場,美原区小平尾１０５１－２６,原池,美原,平尾,0.01
408-091,小平尾ヒラド広場,ｺﾋﾞﾗｵﾋﾗﾄﾞﾋﾛﾊﾞ,広場,美原区小平尾１０７０－８,原池,美原,平尾,0.01
408-092,西除川公園,ﾆｼﾖｹｶﾞﾜｺｳｴﾝ,街区,美原区今井495,原池,美原,美原北,0.24
408-093,平尾南公園,ﾋﾗｵﾐﾅﾐｺｳｴﾝ,街区,美原区平尾２０３３番の１,原池,美原,平尾,0.37
408-094,大保モチノキ広場,ﾀﾞｲﾎﾓﾁﾉｷﾋﾛﾊﾞ,広場,美原区大保６８－３,原池,美原,美原北,0.02
408-095,黒山令和公園,ｸﾛﾔﾏﾚｲﾜｺｳｴﾝ,街区,美原区黒山742-1のうち　外,原池,美原,黒山,0.46
408-096,黒山蓮池公園,ｸﾛﾔﾏﾊｽｲｹｺｳｴﾝ,街区,美原区黒山４６０　外,原池,美原,黒山,0.28
408-097,阿弥なかよし広場,ｱﾐﾅｶﾖｼﾋﾛﾊﾞ,広場,美原区阿弥４０８－５,原池,美原,黒山,0.01
408-098,菩提公園,ﾎﾞﾀﾞｲｺｳｴﾝ,幼児,美原区大饗２５６番１,原池,美原,八上,0.06
