"施設名","所在地","緯度","経度"
"上位田公民館","京都府綾部市位田町浦壁79-1","35.314814","135.251225"
"岩井集会所","京都府綾部市位田町岩井114","35.317161","135.253164"
"浄泉寺","京都府綾部市位田町田岸63","35.31485","135.246997"
"京都府立農業大学校（グラウンド）","京都府綾部市位田町桧前30","35.324192","135.235894"
"井根公会堂","京都府綾部市井根町太田8-1","35.346464","135.356458"
"農村婦人の家駐車場","京都府綾部市岡安町岡22-1","35.336822","135.293439"
"綾部市農村婦人の家","京都府綾部市岡安町岡22-1","35.336869","135.294408"
"綾部市立西八田小学校運動場","京都府綾部市岡安町家ノ下10","35.336394","135.291656"
"綾部市立西八田小学校","京都府綾部市岡安町家ノ下10","35.335811","135.291672"
"京都府立綾部高等学校運動場","京都府綾部市岡町長田18","35.300114","135.237889"
"下八田町公民館","京都府綾部市下八田宮ノ越14-2","35.313714","135.282208"
"上谷集会所","京都府綾部市下八田町上谷14-1","35.297608","135.295594"
"綾部市宮代コミュニティセンター","京都府綾部市宮代町土代2-3","35.301819","135.242517"
"綾部市立綾部中学校運動場","京都府綾部市宮代町明知7","35.300075","135.243789"
"綾部市立綾部中学校","京都府綾部市宮代町明知7","35.300772","135.245308"
"綾部市立豊里小学校運動場","京都府綾部市栗町花貝2","35.314717","135.221703"
"綾部市立豊里小学校","京都府綾部市栗町花貝2","35.315081","135.221858"
"綾部市豊里コミュニティセンター","京都府綾部市栗町大野1-202","35.325019","135.228231"
"綾部市林業者等健康管理センター","京都府綾部市故屋岡町三反田15","35.385186","135.459097"
"小仲公会堂","京都府綾部市故屋岡町小中谷1","35.390461","135.4603"
"古和木公民館","京都府綾部市故屋岡町平垣36","35.397642","135.478292"
"五泉荘（公園）","京都府綾部市五泉町西巻12","35.398511","135.414539"
"五泉荘","京都府綾部市五泉町西巻12","35.398711","135.414667"
"大町公会堂","京都府綾部市五津合町西地12","35.369356","135.423422"
"光野公民館","京都府綾部市光野町遊里ノ本13","35.406558","135.465561"
"山家城址公園","京都府綾部市広瀬町上ノ町８５－丁","35.301272","135.318058"
"高津公会堂","京都府綾部市高津町荒倉17-1","35.301656","135.208358"
"綾部市高津グラウンド","京都府綾部市高津町西ノ開市8-1","35.301992","135.201875"
"綾部市高津コミュニティセンター","京都府綾部市高津町西ノ開市8-1","35.301992","135.201875"
"黒谷公民館","京都府綾部市黒谷町東谷3","35.380869","135.313739"
"今田広場","京都府綾部市今田町長源名49-1","35.332319","135.213042"
"志賀公会堂","京都府綾部市志賀郷町家際10","35.361786","135.239108"
"綾部市立志賀小学校運動場","京都府綾部市志賀郷町丁田8","35.370719","135.241897"
"綾部市立志賀小学校","京都府綾部市志賀郷町丁田8","35.370919","135.241339"
"綾部市志賀郷公民館・多目的ホール","京都府綾部市志賀郷町北町17","35.368253","135.240808"
"綾部市私市円山古墳公園駐車場","京都府綾部市私市町円山8-2","35.313228","135.197267"
"私市公会堂","京都府綾部市私市町中村段127","35.313703","135.1934"
"正暦寺","京都府綾部市寺町堂ノ前45","35.292206","135.262931"
"寺町公会堂","京都府綾部市寺町門田1","35.290483","135.264061"
"七百石運動場","京都府綾部市七百石町政次１４－乙","35.353853","135.297308"
"篠田町集会所（深山集会所）","京都府綾部市篠田祝田8","35.371983","135.280811"
"篠田町公会堂","京都府綾部市篠田町広畑23","35.367681","135.271958"
"十倉向町公会堂","京都府綾部市十倉向町仲村40","35.332897","135.346575"
"十倉中町公会堂","京都府綾部市十倉中町上川原71-3","35.330556","135.337253"
"綾部市東部グラウンド","京都府綾部市十倉中町段畠60","35.333603","135.339952"
"惣持院","京都府綾部市小西町中小路24","35.332828","135.208081"
"小畑地区農業構造改善センター","京都府綾部市小畑町中安77","35.344619","135.197508"
"綾部市うずい野農村広場","京都府綾部市小畑町埋野84","35.343267","135.203272"
"旧東八田幼稚園園庭","京都府綾部市上杉町渋市2-1","35.350642","135.309392"
"綾部市総合運動公園グラウンド","京都府綾部市上杉町大宝山10","35.363242","135.315794"
"綾部市立東八田小学校","京都府綾部市上杉町中嶋2","35.354606","135.313511"
"綾部市立東八田小学校運動場","京都府綾部市上杉町中嶋2","35.355181","135.313711"
"綾部市研修センター","京都府綾部市上杉町日後30","35.363322","135.317389"
"野瀬公民館","京都府綾部市上杉町野瀬1","35.368744","135.322939"
"上八田町公民館","京都府綾部市上八田町市場岡9","35.353922","135.277481"
"綾部市立綾部小学校運動場","京都府綾部市上野町上野168","35.294444","135.258925"
"綾部市立綾部小学校","京都府綾部市上野町上野168","35.2952","135.259358"
"高倉公園グラウンド","京都府綾部市城山町11","35.327225","135.276578"
"仁和公会堂","京都府綾部市仁和町仲田4-1","35.361989","135.238447"
"綾部市市民センター","京都府綾部市西町３丁目南大坪39-10","35.302303","135.25573"
"西方公会堂","京都府綾部市西方町貝尻18","35.375639","135.222142"
"綾部市第１市民グラウンド","京都府綾部市川糸町天王森1-1","35.300889","135.263725"
"京都府立綾部高等学校東分校運動場","京都府綾部市川糸町堀ノ内39","35.298814","135.262236"
"綾部市農業振興センター","京都府綾部市多田町寺田2-2","35.318036","135.269892"
"大島西公会堂","京都府綾部市大島町岡ノ段27","35.303194","135.219575"
"綾部市立中筋小学校運動場","京都府綾部市大島町外山田8-1","35.301581","135.229894"
"綾部市立中筋小学校","京都府綾部市大島町外山田8-1","35.302125","135.230486"
"綾部市ふれあいセンター","京都府綾部市大島町内山田32","35.301383","135.231283"
"長瀬公会堂","京都府綾部市鷹栖町下長瀬92","35.291258","135.301122"
"綾部市立東綾小学校・東綾中学校運動場","京都府綾部市鷹栖町小丸山25","35.297224","135.315178"
"綾部市立東綾小学校・東綾中学校","京都府綾部市鷹栖町小丸山25","35.296777","135.31484"
"綾部市基幹集落センター","京都府綾部市鷹栖町豊後田32","35.294442","135.311456"
"綾部市里山交流研修センター中庭・駐車場","京都府綾部市鍛冶屋町茅倉9","35.341086","135.201747"
"忠町公民館","京都府綾部市忠町坊ノ口27","35.339142","135.379825"
"綾部市田野グラウンド","京都府綾部市田野町田野山2-167","35.288072","135.249131"
"綾部市東八田公民館","京都府綾部市梅迫町溝尻1-16","35.348383","135.310922"
"綾部市立八田中学校運動場","京都府綾部市梅迫町大野20","35.347119","135.315486"
"綾部市立八田中学校","京都府綾部市梅迫町大野20","35.347092","135.314289"
"白道路広場","京都府綾部市白道路河井田70","35.351783","135.245094"
"八代公民館","京都府綾部市八代町谷2","35.384436","135.298181"
"中上林むらおこし研修館前広場","京都府綾部市八津合町古城山1-3","35.359706","135.405466"
"綾部市観光センター駐車場","京都府綾部市八津合町縄手1","35.361572","135.402222"
"綾部市観光センター","京都府綾部市八津合町縄手1","35.361461","135.401539"
"綾部市立上林小中学校運動場","京都府綾部市八津合町片山17","35.368917","135.415025"
"綾部市立上林小学校・上林中学校","京都府綾部市八津合町片山17","35.368637","135.414401"
"綾部市健康ファミリーセンター","京都府綾部市武吉町中井根35","35.333981","135.351469"
"綾部市立物部保育園運動広場","京都府綾部市物部町建田15","35.346019","135.219953"
"綾部市立何北中学校","京都府綾部市物部町高倉前18","35.362381","135.224717"
"綾部市立何北中学校運動場","京都府綾部市物部町高倉前8","35.362803","135.224533"
"綾部市人権福祉センター物部会館","京都府綾部市物部町西樋ノ口25","35.356492","135.23645"
"ふれあい広場","京都府綾部市物部町西樋ノ口55-1","35.356253","135.235506"
"綾部市西部グラウンド","京都府綾部市物部町東野24-1","35.352181","135.228825"
"綾部市物部営農指導センター","京都府綾部市物部町東野46-1","35.351208","135.224331"
"綾部市立物部小学校","京都府綾部市物部町北前田51","35.355833","135.217619"
"綾部市立物部小学校運動場","京都府綾部市物部町北前田51","35.355894","135.216506"
"並松公会堂","京都府綾部市並松町上番取26","35.296483","135.262483"
"宮丘広場","京都府綾部市別所町宮岡34-1","35.367833","135.263342"
"綾部市立豊里中学校運動場","京都府綾部市豊里町三宅53","35.320158","135.213231"
"綾部市立豊里中学校","京都府綾部市豊里町三宅53","35.320661","135.212919"
"綾部市奥上林研修センターグラウンド","京都府綾部市睦寄町行道前27","35.381794","135.452008"
"あやべ山の家","京都府綾部市睦寄町今竹10","35.372456","135.437953"
"二王公園","京都府綾部市睦寄町和上50","35.373703","135.437342"
"大本みろく殿","京都府綾部市本宮町1-1","35.296106","135.261253"
"綾部市人権福祉センター綾部会館","京都府綾部市味方町石風呂50-5","35.301019","135.268383"
"紫水ヶ丘公園","京都府綾部市味方町薬師谷75","35.298222","135.273753"
"野田公会堂","京都府綾部市野田町広田谷8","35.287544","135.279089"
"綾部市立吉美小学校","京都府綾部市有岡町田坂16","35.326364","135.267656"
"綾部市立吉美小学校運動場","京都府綾部市有岡町田坂16","35.325706","135.266606"
"吉美こども園屋外遊技場","京都府綾部市有岡町樋ノ本26","35.321539","135.263872"
"綾部市久田山公園","京都府綾部市里町久田21-20","35.313292","135.264067"
"綾部市中央公民館","京都府綾部市里町久田21-20","35.312836","135.264206"
"老富会館","京都府綾部市老富町ヒシリ7-1","35.432469","135.4781"
"綾部市渕垣グラウンド","京都府綾部市渕垣町木寺18","35.320319","135.291069"
"伊根町コミュニティセンター（伊根町ほっと館）","京都府伊根町字日出651","35.675343","135.272921"
"井手町立玉川保育園","京都府井手町大字井手小字玉ノ井47","34.800779","135.809782"
"京都府立山城勤労者福祉会館","京都府井手町大字井手小字大塚99-35","34.805739","135.813528"
"井手町立山吹ふれあいセンター","京都府井手町大字井手小字東高月8","34.800501","135.815121"
"井手町立老人福祉センター「玉泉苑」","京都府井手町大字井手小字東前田23","34.798679","135.815819"
"井手町立自然休養村管理センター","京都府井手町大字井手小字二本松2-1","34.806183","135.814861"
"井手町立井手小学校","京都府井手町大字井手小字野神38","34.797431","135.808379"
"井手町立多賀小学校","京都府井手町大字多賀小字内垣内20","34.817959","135.806862"
