"施設名","所在地","緯度","経度"
"高松グラウンド・ゴルフ場","石川県かほく市ニツ屋マ1","36.786772","136.730864"
"宇ノ気生涯学習センター","石川県かほく市宇野気ニ110-1","36.720413","136.706558"
"宇ノ気小学校","石川県かほく市宇野気リ147","36.719726","136.704057"
"宇野気公民館","石川県かほく市宇野気リ196","36.720755","136.703834"
"宇ノ気スポーツセンター","石川県かほく市宇野気リ196-1","36.720574","136.704036"
"七塚中央公園","石川県かほく市遠塚ニ17-1","36.735432","136.697329"
"河北台中学校","石川県かほく市遠塚ロ47-1","36.734794","136.703124"
"七塚生涯学習センター","石川県かほく市遠塚ロ57-6","36.735886","136.700097"
"よこやま研修館","石川県かほく市横山リ2-14","36.746709","136.719029"
"かほく市少年野球場","石川県かほく市下山田ル7","36.719186","136.72467"
"うのけ総合公園陸上競技場","石川県かほく市下山田ヲ85","36.720853","136.727896"
"宇ノ気体育センター","石川県かほく市下山田丑39-1","36.718857","136.723923"
"大海交流センター","石川県かほく市夏栗い34","36.778584","136.749154"
"大海小学校","石川県かほく市夏栗ロ10","36.77858","136.747583"
"外日角小学校","石川県かほく市外日角ニ52","36.723648","136.691862"
"高松産業文化センター","石川県かほく市高松ク42-1","36.769371","136.721455"
"たかまつまちかど交流館","石川県かほく市高松ツ56-1","36.771554","136.717001"
"高松老人福祉センター","石川県かほく市高松ヌ100","36.771356","136.739452"
"高松小学校","石川県かほく市高松ヤ10","36.769075","136.719295"
"高松中学校","石川県かほく市高松ヤ42","36.767294","136.721035"
"指江コミュニティセンター","石川県かほく市指江フ1","36.705675","136.719502"
"七窪体育館","石川県かほく市七窪ホ41","36.726575","136.710061"
"藤が丘公園","石川県かほく市上田名ニ24","36.74348","136.734029"
"宇ノ気中学校","石川県かほく市森レ1","36.723279","136.706561"
"宇ノ気新化館","石川県かほく市森レ20","36.722824","136.706215"
"大崎区民会館","石川県かほく市大崎チ115","36.705191","136.690591"
"宇ノ気南部体育館","石川県かほく市大崎チ73","36.704928","136.690376"
"潮見台公園","石川県かほく市大崎潮見台177","36.710472","136.683929"
"谷公園","石川県かほく市谷イ92","36.742445","136.72728"
"金津小学校","石川県かほく市谷カ30","36.741566","136.725296"
"あそびの森かほっくる","石川県かほく市谷ワ108","36.739761","136.726736"
"高松野球場","石川県かほく市内高松オ1","36.763888","136.735586"
"かほく市サッカー・ラグビー競技場","石川県かほく市内高松オ80","36.765357","136.732932"
"アクロス高松","石川県かほく市内高松ニ12","36.762474","136.734425"
"宇ノ気老人福祉センター","石川県かほく市内日角ウ4-1","36.715276","136.694482"
"西田幾多郎記念哲学館","石川県かほく市内日角井1","36.714296","136.693697"
"七塚体育センター","石川県かほく市白尾ナ97","36.71424","136.687985"
"白尾しらゆり公園","石川県かほく市白尾ヲ24","36.718257","136.697268"
"木津公園","石川県かほく市木津ヘ30-1","36.746928","136.70338"
"七塚小学校","石川県かほく市木津ホ61-1","36.747906","136.70174"
"粟ノ保小学校","石川県羽咋市粟生町キ1-2","36.880648","136.778141"
"一ノ宮公民館","石川県羽咋市一ノ宮町レ86-1","36.924721","136.762753"
"吉崎・次場弥生公園","石川県羽咋市吉崎町ウ19-1","36.90556","136.789795"
"羽松高等学校","石川県羽咋市吉崎町ラ1-2","36.897879","136.793359"
"御坊山児童公園","石川県羽咋市御坊山町16-1","36.890472","136.782125"
"旧鹿島路小学校","石川県羽咋市鹿島路町レ6","36.937603","136.81466"
"国立能登青少年交流の家","石川県羽咋市柴垣町14-5-6","36.935273","136.771794"
"上甘田公民館","石川県羽咋市柴垣町３６字19-1","36.952939","136.766277"
"瑞穂小学校","石川県羽咋市深江町ル61-1","36.902676","136.800445"
"神子原スポーツセンター","石川県羽咋市神子原町チ22","36.884214","136.861835"
"羽咋工業高校","石川県羽咋市西釜屋町ク21","36.908384","136.775079"
"千里浜運動公園","石川県羽咋市千里浜町ソ10-59","36.896001","136.768992"
"道の駅のと千里浜","石川県羽咋市千里浜町タ1-62","36.886057","136.768437"
"白鷺公園","石川県羽咋市大川町ヤ211-11","36.905075","136.772962"
"余喜公民館（よき交流センター）","石川県羽咋市大町コ部42","36.932796","136.846031"
"西北台小学校","石川県羽咋市滝町ケ14-2","36.935189","136.762508"
"羽咋中学校","石川県羽咋市中央町キ59","36.891498","136.775457"
"羽咋小学校","石川県羽咋市中央町サ90","36.894076","136.775347"
"中央公園","石川県羽咋市中央町フ169-2","36.897387","136.775217"
