"施設名","所在地","緯度","経度"
"太田市沢野行政センター","群馬県太田市高林西町882-5","36.259156","139.365831"
"太田市立南小学校","群馬県太田市高林東町1372","36.255749","139.376412"
"太田市立南中学校","群馬県太田市高林北町955-1","36.262047","139.363575"
"調公園","埼玉県さいたま市浦和区岸町3-17","35.853513","139.656344"
"県立浦和第一女子高等学校","埼玉県さいたま市浦和区岸町3-8-45","35.852332","139.659631"
"高砂小学校","埼玉県さいたま市浦和区岸町4-1-29","35.856221","139.656549"
"岸町小学校","埼玉県さいたま市浦和区岸町5-20-4","35.850902","139.650366"
"駒場運動公園","埼玉県さいたま市浦和区駒場2-1","35.871323","139.664622"
"駒場緑地","埼玉県さいたま市浦和区駒場2-4","35.872816","139.6631"
"浦和総合運動場","埼玉県さいたま市浦和区元町1","35.869357","139.657733"
"浦和高等学校","埼玉県さいたま市浦和区元町1-28-17","35.870866","139.657785"
"上木崎小学校","埼玉県さいたま市浦和区上木崎3-4-3","35.887565","139.642364"
"常盤公園","埼玉県さいたま市浦和区常盤1-8","35.862289","139.650704"
"埼玉大学教育学部附属小学校","埼玉県さいたま市浦和区常盤6-9-44","35.861959","139.642666"
"仲町小学校","埼玉県さいたま市浦和区常盤8-18-4","35.863758","139.640998"
"北浦和公園・浦和北公園","埼玉県さいたま市浦和区常盤9-30","35.869994","139.643675"
"常盤小学校","埼玉県さいたま市浦和区常盤9-30-9","35.868517","139.643764"
"常盤中学校","埼玉県さいたま市浦和区針ケ谷4-1-9","35.877559","139.639438"
"常盤北小学校","埼玉県さいたま市浦和区針ケ谷4-2-12","35.879332","139.639058"
"木崎中学校","埼玉県さいたま市浦和区瀬ケ崎2-17-1","35.87941","139.661495"
"大原中学校","埼玉県さいたま市浦和区大原3-1-11","35.893602","139.648184"
"大原スポーツ広場一帯","埼玉県さいたま市浦和区大原３－１０３－３外","35.896253","139.649589"
"大東小学校","埼玉県さいたま市浦和区大東3-14-1","35.882968","139.664603"
"北浦和小学校","埼玉県さいたま市浦和区北浦和2-18-3","35.876927","139.648718"
"仲本小学校","埼玉県さいたま市浦和区本太2-12-31","35.861364","139.661135"
"本太小学校","埼玉県さいたま市浦和区本太2-26-25","35.865905","139.657127"
"県立浦和西高等学校","埼玉県さいたま市浦和区木崎3-1-1","35.889065","139.654331"
"本太中学校","埼玉県さいたま市浦和区領家1-4-15","35.873229","139.659033"
"木崎小学校","埼玉県さいたま市浦和区領家4-19-4","35.882653","139.652407"
"県立浦和高等学校","埼玉県さいたま市浦和区領家5-3-3","35.877512","139.651556"
"針ヶ谷小学校","埼玉県さいたま市浦和区領家7-2-1","35.88142","139.649049"
"西原中学校","埼玉県さいたま市岩槻区岩槻3750","35.95572","139.681262"
"城北小学校","埼玉県さいたま市岩槻区岩槻6619","35.961643","139.693811"
"和土小学校","埼玉県さいたま市岩槻区黒谷1353","35.925493","139.720115"
"城南中学校","埼玉県さいたま市岩槻区笹久保577","35.914327","139.726747"
"慈恩寺小学校","埼玉県さいたま市岩槻区慈恩寺259","35.981235","139.707862"
"上里小学校","埼玉県さいたま市岩槻区上里2-2","35.96522","139.705138"
"県立岩槻高等学校","埼玉県さいたま市岩槻区城南1-3-38","35.941866","139.703221"
"柏陽中学校","埼玉県さいたま市岩槻区真福寺454","35.935499","139.703318"
"東岩槻小学校","埼玉県さいたま市岩槻区諏訪2-6-1","35.969758","139.709141"
"岩槻諏訪公園","埼玉県さいたま市岩槻区諏訪4-4","35.968941","139.70541"
"西原小学校","埼玉県さいたま市岩槻区西原6-25","35.953079","139.683756"
"岩槻文化公園","埼玉県さいたま市岩槻区村国229","35.945148","139.720324"
"県立岩槻商業高等学校","埼玉県さいたま市岩槻区太田1-4-1","35.950149","139.705861"
"岩槻城址公園","埼玉県さいたま市岩槻区太田3-4","35.950409","139.710066"
"北部工業団地記念公園","埼玉県さいたま市岩槻区大字古ケ場1-2-1","35.97789","139.691883"
"和土住宅公園","埼玉県さいたま市岩槻区大字黒谷636-1","35.925632","139.72687"
"慈恩寺親水公園","埼玉県さいたま市岩槻区大字小溝459-1","35.979614","139.716193"
"川通公園","埼玉県さいたま市岩槻区大字長宮825-5","35.951087","139.72928"
"開智学園","埼玉県さいたま市岩槻区大字徳力186","35.972484","139.714916"
"川通小学校","埼玉県さいたま市岩槻区大野島422-1","35.941492","139.731208"
"岩槻中学校","埼玉県さいたま市岩槻区仲町1-14-35","35.948748","139.702819"
"太田小学校","埼玉県さいたま市岩槻区仲町1-17-3","35.947568","139.70424"
"川通中学校","埼玉県さいたま市岩槻区長宮435","35.94754","139.732163"
"徳力小学校","埼玉県さいたま市岩槻区徳力136-4","35.973648","139.716479"
"城南小学校","埼玉県さいたま市岩槻区南下新井1191-1","35.93506","139.712829"
"南平野公園","埼玉県さいたま市岩槻区南平野2-26","35.955435","139.717756"
"柏崎小学校","埼玉県さいたま市岩槻区柏崎762","35.933207","139.701237"
"新和小学校","埼玉県さいたま市岩槻区尾ケ崎1252","35.910348","139.732834"
"桜山中学校","埼玉県さいたま市岩槻区表慈恩寺684-1","35.972163","139.711389"
"河合小学校","埼玉県さいたま市岩槻区平林寺351","35.966804","139.671786"
"城北中学校","埼玉県さいたま市岩槻区本宿392-1","35.964904","139.688707"
"岩槻小学校","埼玉県さいたま市岩槻区本町5-6-45","35.952976","139.699267"
"慈恩寺中学校","埼玉県さいたま市岩槻区裏慈恩寺505","35.98489","139.704794"
"春岡小学校","埼玉県さいたま市見沼区春岡2-29-1","35.949145","139.662004"
"春岡中央公園","埼玉県さいたま市見沼区春岡3-42-1","35.947637","139.658896"
"春野小学校","埼玉県さいたま市見沼区春野1-10-1","35.956757","139.668158"
"アーバンみらい公園","埼玉県さいたま市見沼区春野1-1634-3","35.957361","139.666153"
"春野中学校","埼玉県さいたま市見沼区春野2-2-1","35.95622","139.662802"
"観音寺下公園","埼玉県さいたま市見沼区深作2-7","35.95223","139.668173"
"鎌倉公園","埼玉県さいたま市見沼区大字御蔵1393-1","35.904445","139.665358"
"片柳中学校","埼玉県さいたま市見沼区大字御蔵551","35.906573","139.673811"
"春里中学校","埼玉県さいたま市見沼区大字小深作268-19","35.940731","139.664434"
"芝浦工業大学","埼玉県さいたま市見沼区大字深作307","35.952063","139.655406"
"七里総合公園","埼玉県さいたま市見沼区大字大谷","35.923576","139.680279"
"大谷中学校","埼玉県さいたま市見沼区大字大谷1634-2","35.925058","139.666943"
"大谷小学校","埼玉県さいたま市見沼区大字大谷18","35.921217","139.665312"
"東宮下小学校","埼玉県さいたま市見沼区大字東宮下215-1","35.925672","139.678163"
"七里小学校","埼玉県さいたま市見沼区大字東宮下312","35.929128","139.676467"
"片柳小学校","埼玉県さいたま市見沼区大字東新井244-1","35.910529","139.670886"
"海老沼小学校","埼玉県さいたま市見沼区大字東新井710-5","35.908082","139.660374"
"大宮八幡中学校","埼玉県さいたま市見沼区大字南中丸357","35.918861","139.653318"
"県立大宮東高等学校","埼玉県さいたま市見沼区大字膝子567","35.92731","139.685514"
"蓮沼小学校","埼玉県さいたま市見沼区大字蓮沼1070","35.934452","139.6618"
"県立大宮商業高等学校","埼玉県さいたま市見沼区大和田町1-356","35.927307","139.644523"
"大砂土東小学校","埼玉県さいたま市見沼区大和田町2-998","35.937109","139.646844"
"島小学校","埼玉県さいたま市見沼区島町533-2","35.946617","139.652333"
"七里中学校","埼玉県さいたま市見沼区東宮下1-1-1","35.927406","139.680578"
"大砂土中学校","埼玉県さいたま市見沼区東大宮1-100-1","35.937585","139.644734"
"堀の内公園","埼玉県さいたま市見沼区東大宮2-15","35.94614","139.636928"
"見沼小学校","埼玉県さいたま市見沼区東大宮2-45","35.948376","139.632451"
"東大宮中央公園","埼玉県さいたま市見沼区東大宮5-42-1","35.949353","139.644541"
"藁田島公園","埼玉県さいたま市見沼区東大宮6-42","35.951679","139.650351"
"砂中央公園","埼玉県さいたま市見沼区東大宮7-42","35.94032","139.646638"
"堀崎公園","埼玉県さいたま市見沼区堀崎町12-1","35.936234","139.653336"
"栄和小学校","埼玉県さいたま市桜区栄和1-7-1","35.86135","139.617705"
"埼玉大学","埼玉県さいたま市桜区下大久保255","35.862709","139.607595"
"大久保小学校","埼玉県さいたま市桜区五関21","35.87178","139.598312"
"大久保中学校","埼玉県さいたま市桜区五関282","35.867107","139.597242"
"県立浦和北高等学校","埼玉県さいたま市桜区五関595","35.867168","139.59408"
"上大久保中学校","埼玉県さいたま市桜区上大久保861-1","35.872407","139.615885"
"新開小学校","埼玉県さいたま市桜区新開2-18-1","35.850546","139.61811"
"神田小学校","埼玉県さいたま市桜区神田541-1","35.874817","139.607456"
"旧県立浦和工業高等学校","埼玉県さいたま市桜区西堀5-1-1","35.853485","139.625619"
"土合小学校","埼玉県さいたま市桜区西堀7-21-1","35.857526","139.627021"
"西堀高沼公園","埼玉県さいたま市桜区西堀8-2019-2","35.858618","139.635181"
"大久保東小学校","埼玉県さいたま市桜区大久保領家331","35.871097","139.603238"
"千貫樋水郷公園","埼玉県さいたま市桜区大字五関字中島地内","35.863416","139.597028"
"荒川総合運動公園通り","埼玉県さいたま市桜区大字在家137","35.877723","139.593872"
"荒川総合運動公園","埼玉県さいたま市桜区大字在家591","35.874707","139.58199"
"荒川彩湖公園","埼玉県さいたま市桜区大字田島3513-1","35.837098","139.619993"
"桜草公園","埼玉県さいたま市桜区大字田島3542-1","35.83715","139.613341"
"中島小学校","埼玉県さいたま市桜区中島1-28-1","35.86519","139.624049"
"土合中学校","埼玉県さいたま市桜区町谷1-19-1","35.860617","139.623109"
"田島小学校","埼玉県さいたま市桜区田島10-12-1","35.837569","139.623576"
"田島中学校","埼玉県さいたま市桜区田島10-13-1","35.838295","139.623045"
"宮前中学校","埼玉県さいたま市西区宮前町1467-1","35.929317","139.598056"
"宮前小学校","埼玉県さいたま市西区宮前町341","35.923645","139.594896"
"大宮西小学校","埼玉県さいたま市西区三橋5-1359","35.903888","139.591026"
"三橋総合公園","埼玉県さいたま市西区三橋5-190","35.91377","139.59564"
"大宮西中学校","埼玉県さいたま市西区三橋6-1558","35.919774","139.58956"
"指扇小学校","埼玉県さいたま市西区西大宮1-49-6","35.922451","139.573044"
"埼玉栄中学・高等学校","埼玉県さいたま市西区西大宮3-11-1","35.926438","139.579352"
"指扇中学校","埼玉県さいたま市西区西大宮3-31-1","35.927486","139.576675"
"西遊馬公園","埼玉県さいたま市西区西遊馬３４３３－１外","35.904599","139.560851"
"植水中学校","埼玉県さいたま市西区大字三条町345-1","35.886553","139.583846"
"県立大宮南高等学校","埼玉県さいたま市西区大字植田谷本793","35.889074","139.58979"
"鴨川みずべの里","埼玉県さいたま市西区大字水判土109-1","35.897272","139.597225"
"県立大宮武蔵野高等学校","埼玉県さいたま市西区大字西遊馬1601","35.909112","139.560891"
"馬宮東小学校","埼玉県さいたま市西区大字西遊馬189-1","35.903727","139.571495"
"指扇北小学校","埼玉県さいたま市西区大字中釘1506-1","35.933251","139.572127"
"秋葉の森総合公園","埼玉県さいたま市西区大字中釘188-2","35.936042","139.565471"
"県立大宮光陵高等学校","埼玉県さいたま市西区大字中野林145","35.895383","139.589405"
"植水小学校","埼玉県さいたま市西区大字中野林225-1","35.894008","139.594654"
"土屋中学校","埼玉県さいたま市西区大字土屋1766-1","35.911585","139.571817"
"馬宮中学校","埼玉県さいたま市西区大字二ツ宮589-1","35.898718","139.580033"
"栄小学校","埼玉県さいたま市西区大字飯田811","35.906906","139.582921"
"馬宮西小学校","埼玉県さいたま市西区大字飯田新田189-2","35.886118","139.559511"
