"施設名","所在地","緯度","経度"
"保健福祉センター京和荘","新潟県阿賀野市姥ヶ橋1104","37.843009","139.18568"
"京ヶ瀬中学校体育館・グラウンド","新潟県阿賀野市姥ヶ橋739","37.841373","139.183488"
"京ヶ瀬小学校体育館・グラウンド","新潟県阿賀野市姥ヶ橋749","37.842313","139.18533"
"水原総合体育館","新潟県阿賀野市岡山町10-15","37.833793","139.225498"
"水原小学校体育館・グラウンド","新潟県阿賀野市岡山町4-35","37.835585","139.224392"
"福祉会館","新潟県阿賀野市外城町10-5","37.839443","139.231843"
"阿賀野高等学校体育館・グラウンド","新潟県阿賀野市学校町3-9","37.831757","139.225224"
"水原中学校体育館・グラウンド","新潟県阿賀野市学校町9-9","37.828348","139.225328"
"県立駒林特別支援学校体育館・グラウンド","新潟県阿賀野市駒林5050","37.855822","139.205431"
"笹神体育館","新潟県阿賀野市笹岡157-1","37.840189","139.266384"
"笹神中学校体育館・グラウンド","新潟県阿賀野市笹岡200","37.841176","139.266283"
"水原公民館","新潟県阿賀野市山口町1-2-14","37.840367","139.217575"
"笹岡小学校体育館・グラウンド","新潟県阿賀野市山崎1443-1","37.834366","139.271089"
"ふれあい会館","新潟県阿賀野市山崎77","37.83677","139.268556"
"笹神保健センター","新潟県阿賀野市山崎89","37.835894","139.268743"
"神山小学校体育館・グラウンド","新潟県阿賀野市山倉107","37.870956","139.254746"
"旧寺社小学校体育館・グラウンド","新潟県阿賀野市寺社甲2009","37.797681","139.224264"
"総合福祉施設かがやき苑　体育館","新潟県阿賀野市寺社甲3848-212","37.785589","139.23441"
"大和体育館・グラウンド","新潟県阿賀野市小浮2443","37.778938","139.202918"
"笹神農民研修所","新潟県阿賀野市上一分134","37.845464","139.289335"
"コミュニティセンター瓢湖憩の家","新潟県阿賀野市水原314-19","37.836141","139.237159"
"旧前山小学校体育館・グラウンド","新潟県阿賀野市前山305-1","37.822584","139.191887"
"五頭山麓うららの森","新潟県阿賀野市村杉3946-163","37.80271","139.289451"
"旧分田小学校体育館・グラウンド","新潟県阿賀野市東町995","37.793851","139.200257"
"安野小学校体育館・グラウンド","新潟県阿賀野市南安野町7-1","37.837141","139.213587"
"山手体育館","新潟県阿賀野市福永910","37.778098","139.249014"
"分田農村環境改善センター","新潟県阿賀野市分田1322-1","37.7976","139.198685"
"安田交流センター","新潟県阿賀野市保田1756-1","37.773882","139.234268"
"安田中学校体育館・グラウンド","新潟県阿賀野市保田4419","37.770582","139.237537"
"安田小学校体育館・グラウンド","新潟県阿賀野市保田4664","37.776857","139.234988"
"やすだ児童クラブ","新潟県阿賀野市保田4807-1","37.773495","139.236934"
"堀越小学校グラウンド・堀越児童屋内体育館","新潟県阿賀野市野地城259-1","37.818333","139.228969"
"旧赤坂小学校体育館・グラウンド","新潟県阿賀野市六野瀬1345","37.758942","139.248563"
"塩釜六社神社","新潟県粟島浦村釜谷1080-2","38.446203","139.223522"
"八所神社","新潟県粟島浦村内浦248","38.463569","139.250434"
"粟生津保育園","新潟県燕市粟生津623-1","37.652331","138.872088"
"粟生津体育文化センター","新潟県燕市粟生津623-1","37.652274","138.872751"
"粟生津小学校","新潟県燕市粟生津657","37.651414","138.871337"
"粟生津小学校グラウンド","新潟県燕市粟生津657","37.651364","138.87209"
"井土巻二丁目公園","新潟県燕市井土巻2-59","37.654442","138.930621"
"三燕みどりの森公園","新潟県燕市井土巻3-104","37.649757","138.932697"
"須頃郷第４号公園","新潟県燕市井土巻4-36","37.655166","138.935871"
"井土巻五丁目公園","新潟県燕市井土巻5-211","37.654785","138.940265"
"須頃郷第１号公園","新潟県燕市井土巻5-230","37.649871","138.940538"
"須頃郷第５号公園","新潟県燕市井土巻5-94","37.651727","138.936553"
"東児童センター","新潟県燕市燕611","37.665788","138.935014"
"つばくろ運動広場","新潟県燕市横田13686","37.63033","138.902467"
"島上小学校グラウンド","新潟県燕市横田301","37.62681","138.878831"
"島上小学校","新潟県燕市横田301","37.627524","138.878219"
"島上農村環境改善センター","新潟県燕市横田301-2","37.627886","138.879035"
"島上保育園","新潟県燕市横田534","37.627892","138.8812"
"花園町第一公園","新潟県燕市花園町12-3","37.68361","138.955789"
"小中川小学校","新潟県燕市花園町32-1","37.685354","138.953147"
"小中川小学校グラウンド","新潟県燕市花園町32-1","37.686118","138.953099"
"西燕保育園","新潟県燕市花見414-1","37.679624","138.912034"
"西燕児童館","新潟県燕市花見633-2","37.679968","138.912125"
"県立燕中等教育学校","新潟県燕市灰方815","37.684538","138.930441"
"県立燕中等教育学校グラウンド","新潟県燕市灰方815","37.684227","138.930305"
"三方崎保育園","新潟県燕市関崎19","37.688126","138.935532"
"旧松長小学校グラウンド","新潟県燕市舘野1204","37.701449","138.933862"
"旧松長小学校","新潟県燕市舘野1204","37.701647","138.933856"
"松長公民館","新潟県燕市舘野300-2","37.701567","138.9328"
"みなみ親水公園","新潟県燕市吉田6123-1","37.677722","138.873477"
"吉田南小学校グラウンド","新潟県燕市吉田6126","37.677713","138.872387"
"吉田南小学校","新潟県燕市吉田6126","37.678483","138.872565"
"吉田武道館","新潟県燕市吉田旭町4-1-22","37.685661","138.875072"
"第２号旭町公園","新潟県燕市吉田旭町4-461-2","37.685499","138.873713"
"吉田ポケットパーク","新潟県燕市吉田下中野1597-4","37.67078","138.889278"
"吉田曙町公園","新潟県燕市吉田曙町815-3","37.685668","138.884933"
"吉田公民館","新潟県燕市吉田大保町22-1","37.687667","138.883488"
"吉田児童センター","新潟県燕市吉田大保町23-6","37.688067","138.882878"
"吉田ふれあいセンター","新潟県燕市吉田中町5-20","37.691391","138.876825"
"吉田日之出保育園","新潟県燕市吉田東栄町11-2","37.684419","138.879146"
"吉田産業会館","新潟県燕市吉田東栄町14-12","37.681648","138.877219"
"県立吉田高等学校","新潟県燕市吉田東町16-1","37.694737","138.880476"
"燕市民交流センター","新潟県燕市吉田日之出町1-1","37.685606","138.879618"
"よしだ保育園","新潟県燕市吉田浜首町20-14","37.692884","138.874566"
"吉田中学校","新潟県燕市吉田文京町1-1","37.702622","138.879777"
"吉田中学校グラウンド","新潟県燕市吉田文京町1-1","37.701667","138.879767"
"吉田総合グラウンド","新潟県燕市吉田本所169-1","37.700413","138.880323"
"吉田総合体育館","新潟県燕市吉田本所176-1","37.699551","138.880621"
"勤労青少年ホーム","新潟県燕市吉田本所178-1","37.699063","138.881022"
"北公園","新潟県燕市吉田本所185-1","37.698443","138.882083"
"燕市吉田老人センター","新潟県燕市吉田本所188-3","37.698765","138.881994"
"吉田小学校","新潟県燕市吉田弥生町1-1","37.693126","138.87388"
"吉田小学校グラウンド","新潟県燕市吉田弥生町1-1","37.693952","138.874403"
