15．名東区,,"令和6年4月1日現在
名古屋市が設置した都市公園",,
1.都市公園,,,,
No.,名　　称,所　　在　　地,"面積
（ha）","開園
年度"
95,牧の原第二公園,名東区牧の原一丁目,0.30 ,H3
96,藤の木公園,名東区藤里町,0.16 ,H3
97,猪高緑地,"名東区猪高町大字上社字足廻間、大字一社字兼原、
　　大字高針字勢子坊",10.43 ,H4
98,高針原公園,名東区高針原二丁目,0.81 ,H6
100,梅森坂西公園,名東区梅森坂西一丁目,0.10 ,H8
101,西山台公園,名東区西山台,0.02 ,H9
102,梅森坂西第二公園,名東区梅森坂西一丁目,0.05 ,H12
103,大針南公園,名東区大針三丁目,0.02 ,H12
104,北川原公園,名東区猪子石原二丁目,0.31 ,H12
105,村崎公園,名東区猪子石原三丁目,0.20 ,H12
106,猪子石原中央公園,名東区猪子石原一丁目,1.22 ,H14
107,西里東公園,名東区西里町５丁目,0.02 ,H15
108,梅森坂西第三公園,名東区梅森坂西一丁目,0.04 ,H18
109,梅森坂第二公園,名東区梅森坂三丁目,0.46 ,H19
110,梅森坂第一公園,名東区梅森坂一丁目,0.11 ,H20
111,梅森坂南公園,名東区梅森坂五丁目,0.06 ,H22
112,梅森坂南第二公園,名東区梅森坂五丁目,0.14 ,H22
113,梅森坂緑地,名東区梅森坂五丁目,0.57 ,H22
114,あらた公園,名東区高針荒田,0.14 ,H22
