"施設名","所在地","緯度","経度"
"中原庁舎","佐賀県みやき町大字原古賀1043","33.345163","130.440427"
"みやき町立中原小学校","佐賀県みやき町大字原古賀1363","33.350334","130.439778"
"養基会館","佐賀県みやき町大字原古賀226-1","33.343419","130.443294"
"佐賀県立三養基高校","佐賀県みやき町大字原古賀300","33.342582","130.443364"
"みやき町立北茂安中学校","佐賀県みやき町大字東尾4435","33.335263","130.458779"
"みやき町立中原中学校","佐賀県みやき町大字簑原1475","33.348031","130.447766"
"東黒川運動広場","佐賀県伊万里市黒川町畑川内2053-4","33.338531","129.901397"
"青嶺中学校グラウンド","佐賀県伊万里市黒川町福田66","33.35283","129.855092"
"山代中学校グラウンド","佐賀県伊万里市山代町久原3080-1","33.315223","129.808405"
"山代西小学校グラウンド","佐賀県伊万里市山代町西分4475-1","33.323513","129.785116"
"伊万里湾大橋球技場グラウンド","佐賀県伊万里市山代町楠久津145-25","33.29935","129.82471"
"浦ノ崎運動広場","佐賀県伊万里市山代町立岩390-1","33.333534","129.792666"
"松浦運動広場","佐賀県伊万里市松浦町山形5490","33.267278","129.943223"
"東陵中学校グラウンド","佐賀県伊万里市松浦町提川200","33.285051","129.964666"
"松浦小学校グラウンド","佐賀県伊万里市松浦町桃川4430-2","33.268185","129.947768"
"牧島小学校グラウンド","佐賀県伊万里市瀬戸町216-1","33.300292","129.857877"
"大川小学校グラウンド","佐賀県伊万里市大川町大川野2050-1","33.302718","129.971187"
"大川内小学校グラウンド","佐賀県伊万里市大川内町甲3280-1","33.257979","129.901747"
"大坪小学校グラウンド","佐賀県伊万里市大坪町甲2501-3","33.276554","129.887939"
"旧滝野小中学校グラウンド","佐賀県伊万里市東山代町滝川内3149","33.279752","129.781918"
"国見中学校グラウンド","佐賀県伊万里市東山代町長浜1750","33.267393","129.850956"
"東山代小学校グラウンド","佐賀県伊万里市東山代町里70-1","33.284751","129.836741"
"旧南波多中学校グラウンド","佐賀県伊万里市南波多町井手野2900","33.318108","129.927835"
"国見台公園","佐賀県伊万里市二里町大里甲2153-1","33.267272","129.869903"
"波多津小学校駐車場","佐賀県伊万里市波多津町筒井11","33.379685","129.891881"
"啓成中学校グラウンド","佐賀県伊万里市木須町131","33.2848","129.874877"
"立花小学校グラウンド","佐賀県伊万里市立花町1901-1","33.259497","129.883592"
"伊万里小学校グラウンド","佐賀県伊万里市脇田町1419-1","33.282324","129.878899"
"若基小学校","佐賀県基山町けやき台2-2","33.430957","130.528922"
"第２区公民館","佐賀県基山町大字園部2339-1","33.417719","130.505799"
"基山町多世代交流センター憩の家","佐賀県基山町大字宮浦1026-1","33.422203","130.520909"
"基山小学校","佐賀県基山町大字宮浦41","33.421063","130.526624"
"基山町総合体育館","佐賀県基山町大字宮浦666","33.427922","130.52408"
"基山町民会館","佐賀県基山町大字宮浦666","33.427052","130.524245"
"基山町保健センター","佐賀県基山町大字宮浦666","33.426621","130.522859"
"基山町合宿所","佐賀県基山町大字宮浦695-6","33.428588","130.522577"
"基山っ子みらい館","佐賀県基山町大字宮浦759-1","33.426981","130.5214"
"基山中学校","佐賀県基山町大字宮浦941","33.421613","130.524753"
"第７区公民館","佐賀県基山町大字長野570-8","33.407388","130.53463"
"久間小学校","佐賀県嬉野市塩田町大字久間乙1885","33.14786","130.059964"
"久間地区地域コミュニティセンター","佐賀県嬉野市塩田町大字久間乙1920-1","33.146383","130.058442"
"五町田研修センター","佐賀県嬉野市塩田町大字五町田甲3082-2","33.122537","130.063407"
"嬉野市コミュニティセンター（楠風館）","佐賀県嬉野市塩田町大字五町田甲3136-1","33.125416","130.064449"
"五町田小学校","佐賀県嬉野市塩田町大字五町田甲3717","33.116311","130.06294"
"嬉野市社会文化会館","佐賀県嬉野市塩田町大字五町田甲628-4","33.130196","130.06164"
"大草野研修センター","佐賀県嬉野市塩田町大字大草野丙2011-1","33.130684","130.007098"
"五町田小学校谷所分校","佐賀県嬉野市塩田町大字谷所乙684-1","33.100122","130.057182"
"佐賀県立嬉野高等学校（塩田校舎）","佐賀県嬉野市塩田町大字馬場下甲1418","33.12969","130.056763"
"嬉野市塩田保健センター","佐賀県嬉野市塩田町大字馬場下甲1709-1","33.127876","130.059167"
"塩田中学校","佐賀県嬉野市塩田町大字馬場下甲1801","33.128758","130.060876"
"嬉野市中央公民館","佐賀県嬉野市塩田町大字馬場下甲1967-1","33.128357","130.059701"
"嬉野市ふれあいセンター","佐賀県嬉野市塩田町大字馬場下甲2543-9","33.127184","130.046684"
"塩田小学校","佐賀県嬉野市塩田町大字馬場下甲3817","33.126864","130.044866"
"嬉野市文化センター","佐賀県嬉野市嬉野町大字下宿乙1298","33.101534","129.98656"
"うれしの市民センター","佐賀県嬉野市嬉野町大字下宿乙1515","33.100496","129.984709"
"嬉野市中央体育館","佐賀県嬉野市嬉野町大字下宿乙1515","33.100361","129.984216"
"嬉野小学校","佐賀県嬉野市嬉野町大字下宿乙1647","33.102619","129.982033"
"嬉野中学校","佐賀県嬉野市嬉野町大字下宿甲2786-1","33.10906","129.986194"
"佐賀県立嬉野高等学校（嬉野校舎）","佐賀県嬉野市嬉野町大字下宿甲700","33.108312","129.996552"
"みゆきドーム","佐賀県嬉野市嬉野町大字下宿字一本松甲2834","33.110904","129.984985"
"みゆき球場","佐賀県嬉野市嬉野町大字下宿字一本松甲2834","33.111055","129.980448"
"みゆき球場室内","佐賀県嬉野市嬉野町大字下宿字一本松甲2834","33.111868","129.980261"
"みゆきクラブハウス","佐賀県嬉野市嬉野町大字下宿字一本松甲2834","33.109857","129.977501"
"みゆき記念館","佐賀県嬉野市嬉野町大字下宿字一本松甲2834","33.110205","129.984279"
"嬉野市嬉野老人福祉センター","佐賀県嬉野市嬉野町大字下宿丙2390-2","33.098241","129.980874"
"大草野小学校","佐賀県嬉野市嬉野町大字下野丙80","33.126357","130.002214"
"轟小学校","佐賀県嬉野市嬉野町大字岩屋川内乙2597","33.085389","129.978557"
"大野原小・中学校","佐賀県嬉野市嬉野町大字岩屋川内丙720-1","33.037584","130.000403"
"嬉野市吉田公民館","佐賀県嬉野市嬉野町大字吉田丙2770-5","33.079729","130.021237"
"吉田小学校","佐賀県嬉野市嬉野町大字吉田丙2997-1","33.080569","130.019573"
"吉田中学校","佐賀県嬉野市嬉野町大字吉田丙3016","33.080245","130.017343"
"不動ふれあい体育館","佐賀県嬉野市嬉野町大字不動山甲1326","33.077781","129.960518"
"東部緩衝緑地","佐賀県吉野ヶ里町吉田","33.339915","130.415017"
"吉野ヶ里公園駅コミュニティーホール","佐賀県吉野ヶ里町吉田252-1","33.325177","130.398993"
"三田川武道館","佐賀県吉野ヶ里町吉田283-2","33.32167","130.398342"
"三田川中学校","佐賀県吉野ヶ里町吉田303","33.320451","130.398191"
"中央公民館","佐賀県吉野ヶ里町吉田307","33.321168","130.398363"
"三田川児童館","佐賀県吉野ヶ里町吉田58-1","33.320345","130.396375"
"三田川小学校","佐賀県吉野ヶ里町吉田63-1","33.32215","130.396011"
"三田川小学校体育館","佐賀県吉野ヶ里町吉田63-1","33.321547","130.39568"
"吉野ヶ里保育園","佐賀県吉野ヶ里町吉田999","33.327011","130.400205"
"東脊振健康福祉センター　きらら館","佐賀県吉野ヶ里町三津775","33.35247","130.397829"
"東脊振農村環境改善センター","佐賀県吉野ヶ里町三津777","33.351348","130.397406"
"東脊振運動公園","佐賀県吉野ヶ里町三津777","33.351016","130.398136"
"東脊振幼稚園","佐賀県吉野ヶ里町三津799","33.349943","130.397311"
"東脊振中学校","佐賀県吉野ヶ里町石動2709","33.350099","130.400749"
"東脊振中学校体育館","佐賀県吉野ヶ里町石動2709","33.350428","130.400901"
"吉野ヶ里町文化体育館","佐賀県吉野ヶ里町石動2736","33.351367","130.400489"
"さざんか武道館","佐賀県吉野ヶ里町石動2757-4","33.351693","130.39926"
"東脊振小学校体育館","佐賀県吉野ヶ里町石動2760-1","33.349526","130.399368"
"東脊振小学校","佐賀県吉野ヶ里町石動2760-1","33.350229","130.399709"
"児童体育館","佐賀県吉野ヶ里町豆田1202","33.320315","130.399375"
"三田川健康福祉センター　ふれあい館","佐賀県吉野ヶ里町豆田1790","33.31426","130.399241"
"三田川中央公園","佐賀県吉野ヶ里町豆田1792-1","33.313928","130.401574"
