"施設名","所在地","緯度","経度"
"馬坂特農館","群馬県南牧村842-1","36.170777","138.635658"
"阿智第一小学校校庭","長野県阿智村駒場143-1","35.447259","137.746587"
"阿智村北側駐車場","長野県阿智村駒場468-1","35.444163","137.747617"
"阿智中学校校庭","長野県阿智村伍和173","35.438416","137.746711"
"阿智第二小学校校庭","長野県阿智村伍和4500","35.425773","137.74648"
"伍和公民館駐車場","長野県阿智村伍和4555","35.422713","137.74412"
"阿智高等学校校庭","長野県阿智村春日2840","35.447041","137.757542"
"下清内路集会所前","長野県阿智村清内路124-1","35.490516","137.704874"
"上清内路集会所前","長野県阿智村清内路2029-2","35.504051","137.682681"
"上清内路諏訪神社境内","長野県阿智村清内路2451-2","35.507191","137.678014"
"清中プラザ駐車場","長野県阿智村清内路762-1","35.496008","137.704359"
"旧智里西小学校校庭","長野県阿智村智里4034-2","35.448131","137.664887"
"阿智第三小学校校庭","長野県阿智村智里746-1","35.447218","137.719079"
"浪合コアホール駐車場","長野県阿智村浪合1019","35.373797","137.690722"
"浪合小学校校庭","長野県阿智村浪合505-2","35.375605","137.692348"
"阿南第二中学校体育館","長野県阿南町新野1294","35.260084","137.748284"
"新野学校グランド","長野県阿南町新野1310","35.260343","137.749136"
"新野小学校体育館","長野県阿南町新野1310","35.261044","137.74918"
"新野ふれあい館","長野県阿南町新野1492","35.261057","137.74742"
"新野千石平「道の駅」第二駐車場","長野県阿南町新野2688-2","35.258135","137.744855"
"阿南少年自然の家","長野県阿南町西條2332","35.316656","137.814304"
"町民体育館","長野県阿南町西條2360","35.315861","137.812485"
"大下条小学校グランド","長野県阿南町東條1415","35.323341","137.818113"
"大下条小学校体育館","長野県阿南町東條1415","35.323792","137.818547"
"阿南第一中学校グランド","長野県阿南町東條435","35.327429","137.822806"
"阿南第一中学校体育館","長野県阿南町東條435","35.327898","137.822533"
"富草小学校グランド","長野県阿南町富草3920","35.355177","137.80144"
"富草小学校体育館","長野県阿南町富草3920","35.354835","137.801183"
"富草福祉センター","長野県阿南町富草4216","35.35403","137.799943"
"阿南高等学校体育館","長野県阿南町北條2237","35.331746","137.834198"
"阿南高校グランド","長野県阿南町北條2237","35.331272","137.833412"
"阿南高校第二グランド","長野県阿南町北條2460","35.331609","137.831341"
"和合小学校グランド","長野県阿南町和合335","35.322768","137.75021"
"和合小学校体育館","長野県阿南町和合335","35.323031","137.750017"
"和合会館","長野県阿南町和合919","35.321547","137.753929"
"野沢地区公民館","長野県安曇野市三郷温1519","36.244088","137.879614"
"三郷農村環境改善センター","長野県安曇野市三郷温2267-2","36.254838","137.882756"
"ザ・ビッグ三郷店駐車場","長野県安曇野市三郷温2716-1","36.24466","137.88874"
"下長尾地区公民館","長野県安曇野市三郷温3188-2","36.252496","137.887491"
"野沢公園","長野県安曇野市三郷温345","36.242971","137.876389"
"上長尾地区公民館","長野県安曇野市三郷温4146-1","36.254593","137.875039"
"上長尾公園","長野県安曇野市三郷温4188-1","36.253894","137.87509"
"下長尾公園","長野県安曇野市三郷温438-1","36.252914","137.887335"
"楡地区公民館","長野県安曇野市三郷温4907-1","36.269247","137.883798"
"楡農村公園","長野県安曇野市三郷温5934-1","36.268448","137.881404"
"三郷南部認定こども園","長野県安曇野市三郷温60-1","36.249816","137.879066"
"住吉地区公民館","長野県安曇野市三郷温6873-4","36.278406","137.880874"
"住吉農村公園","長野県安曇野市三郷温7017-1","36.280542","137.879279"
"南小倉公園","長野県安曇野市三郷小倉1587","36.253438","137.840001"
"南小倉地区公民館","長野県安曇野市三郷小倉1588-2","36.25326","137.839505"
"三郷競技場","長野県安曇野市三郷小倉3483-1","36.258881","137.848404"
"三郷西部認定こども園","長野県安曇野市三郷小倉3484-1","36.259768","137.848187"
"東小倉地区公民館","長野県安曇野市三郷小倉3531-2","36.259813","137.852282"
"北小倉公園","長野県安曇野市三郷小倉490-1","36.262814","137.842322"
"北小倉地区公民館","長野県安曇野市三郷小倉519-13","36.263765","137.844401"
"室町地区公民館","長野県安曇野市三郷小倉5249-1","36.244181","137.85791"
"室山アグリパーク駐車場","長野県安曇野市三郷小倉6524-1","36.251792","137.847654"
"三郷東部認定こども園","長野県安曇野市三郷明盛1068-1","36.253314","137.898439"
"三郷見岳町公園（南）","長野県安曇野市三郷明盛1350-20","36.260163","137.904248"
"三郷見岳町公園（北）","長野県安曇野市三郷明盛1500-108","36.261701","137.903057"
"一日市場地区公民館","長野県安曇野市三郷明盛1714-2","36.260183","137.898831"
"三郷体育館","長野県安曇野市三郷明盛1885-1","36.260837","137.893748"
"東中萱団地公園","長野県安曇野市三郷明盛2377-10","36.274816","137.904765"
"七日市場公園","長野県安曇野市三郷明盛263-2","36.249781","137.903598"
"中萱農村公園","長野県安曇野市三郷明盛3198","36.274638","137.897478"
