"施設名","所在地","緯度","経度"
"たけはらこども園","岐阜県下呂市乗政1005-1","35.783146","137.285391"
"たけはらこども園　グラウンド","岐阜県下呂市乗政1005-1","35.783025","137.285359"
"阿多野　湯けむり広場","岐阜県下呂市森1075-1","35.807827","137.242954"
"下呂市営パーキング","岐阜県下呂市森1126-1","35.8083","137.244059"
"ふれあい広場","岐阜県下呂市森1132-3","35.807953","137.244183"
"下呂交流会館　駐車場","岐阜県下呂市森2270-3","35.806325","137.251814"
"下呂交流会館","岐阜県下呂市森2270-3","35.806904","137.252126"
"下呂小学校体育館","岐阜県下呂市森285","35.800701","137.247257"
"下呂小学校　グラウンド","岐阜県下呂市森285","35.800731","137.247954"
"下呂中学校体育館","岐阜県下呂市森455-1","35.799813","137.251436"
"下呂中学校　グラウンド","岐阜県下呂市森455-1","35.799338","137.252419"
"下呂市民会館","岐阜県下呂市森801-10","35.803053","137.245123"
"きこちゃんスタジアム","岐阜県下呂市足小坂町長瀬1064","35.936352","137.27996"
"湯之島グラウンド","岐阜県下呂市湯之島97-1","35.814221","137.235494"
"馬瀬神原ふれあい広場","岐阜県下呂市馬瀬数河1262-2","35.905257","137.147495"
"道の駅馬瀬美輝の里","岐阜県下呂市馬瀬西村1695","35.820035","137.187593"
"馬瀬憩いの広場","岐阜県下呂市馬瀬惣島1700","35.839646","137.186575"
"惣島いこいの家","岐阜県下呂市馬瀬惣島1710","35.840377","137.186129"
"栃尾ふれあい広場","岐阜県下呂市馬瀬惣島789","35.834088","137.187884"
"清流ふれあい会館","岐阜県下呂市馬瀬中切1281-2","35.893621","137.158961"
"馬瀬グラウンド","岐阜県下呂市馬瀬中切1852","35.895075","137.16142"
"馬瀬小学校　グラウンド","岐阜県下呂市馬瀬中切976","35.897251","137.152613"
"馬瀬小学校体育館","岐阜県下呂市馬瀬中切976","35.896623","137.153379"
"わかあゆ子育て・保育ステーション","岐阜県下呂市馬瀬名丸1041","35.869967","137.175164"
"わかあゆ子育て・保育ステーショングラウンド","岐阜県下呂市馬瀬名丸1041","35.869518","137.175254"
"馬瀬中央公民館","岐阜県下呂市馬瀬名丸406","35.871105","137.174541"
"あさぎり体育館","岐阜県下呂市萩原町羽根1696-1","35.887336","137.207459"
"あさぎり公園","岐阜県下呂市萩原町羽根1696-1","35.887062","137.206778"
"下呂総合庁舎　グラウンド・駐車場","岐阜県下呂市萩原町羽根2605-1","35.883257","137.207292"
"下呂総合庁舎","岐阜県下呂市萩原町羽根2605-1","35.884187","137.207475"
"宮田小学校　グラウンド","岐阜県下呂市萩原町宮田1340-1","35.92714","137.234659"
"宮田小学校体育館","岐阜県下呂市萩原町宮田1340-1","35.926846","137.235931"
"山之口公民館","岐阜県下呂市萩原町山之口1375","35.979751","137.195033"
"北部憩いの広場","岐阜県下呂市萩原町山之口748-1","35.970053","137.196369"
"南部体育館","岐阜県下呂市萩原町西上田653-1","35.837114","137.228446"
"みやだ子育て・保育ステーション","岐阜県下呂市萩原町大ケ洞74-3","35.926128","137.232365"
"みやだ子育て・保育ステーショングラウンド","岐阜県下呂市萩原町大ケ洞74-3","35.925972","137.232419"
"萩原小学校体育館","岐阜県下呂市萩原町萩原1101","35.878204","137.211342"
"萩原小学校　グラウンド","岐阜県下呂市萩原町萩原1101","35.878012","137.210885"
"星雲会館","岐阜県下呂市萩原町萩原1166-8","35.87923","137.210132"
"星雲会館駐車場","岐阜県下呂市萩原町萩原1166-8","35.879438","137.209703"
"益田清風高校体育館","岐阜県下呂市萩原町萩原326-1","35.875639","137.212808"
"益田清風高校　グラウンド","岐阜県下呂市萩原町萩原326-1","35.876925","137.211815"
"萩原南中学校体育館","岐阜県下呂市萩原町萩原579","35.873772","137.211909"
"萩原南中学校　グラウンド","岐阜県下呂市萩原町萩原579","35.873681","137.213213"
"みなみこども園","岐阜県下呂市萩原町萩原600-1","35.872986","137.214357"
"みなみこども園　グラウンド","岐阜県下呂市萩原町萩原600-1","35.872766","137.214164"
"萩原北中学校　グラウンド","岐阜県下呂市萩原町尾崎61","35.912037","137.201227"
"萩原北中学校体育館","岐阜県下呂市萩原町尾崎61","35.912157","137.200549"
"尾崎小学校　グラウンド","岐阜県下呂市萩原町尾崎973","35.925874","137.199021"
"尾崎小学校体育館","岐阜県下呂市萩原町尾崎973","35.925919","137.199653"
"きたこども園　グラウンド","岐阜県下呂市萩原町野上768","35.909539","137.200152"
"きたこども園","岐阜県下呂市萩原町野上768","35.909628","137.199964"
"上原公民館","岐阜県下呂市門和佐3687-2","35.707738","137.287778"
"かみはら子育て・保育ステーション","岐阜県下呂市門和佐3688","35.707734","137.288073"
"かみはら子育て・保育ステーショングラウンド","岐阜県下呂市門和佐3688","35.707503","137.287998"
"上原テニスコート","岐阜県下呂市門和佐3943-1","35.717721","137.288765"
"上原グラウンド","岐阜県下呂市門和佐3943-1","35.717956","137.289178"
"和佐グラウンド","岐阜県下呂市和佐2394","35.718602","137.204635"
"春里小学校","岐阜県可児市塩642-1","35.407406","137.024925"
"下恵土地区センタ","岐阜県可児市下恵土1673","35.421746","137.047897"
"今渡南小学校","岐阜県可児市下恵土3433-7","35.431501","137.047193"
"姫治地区センター","岐阜県可児市下切1530","35.395733","137.058707"
"久々利地区センター","岐阜県可児市久々利1644-1","35.403537","137.110948"
"東明小学校","岐阜県可児市久々利1945","35.408632","137.094247"
"兼山小学校","岐阜県可児市兼山1444-1","35.453109","137.095767"
"兼山地区センター","岐阜県可児市兼山701-1","35.457625","137.092505"
"総合会館","岐阜県可児市広見1-5","35.425301","137.060601"
"中部中学校","岐阜県可児市広見1086","35.420566","137.071307"
"広見地区センター","岐阜県可児市広見7-77","35.422635","137.067982"
"広見小学校","岐阜県可児市広見71-1","35.424268","137.067055"
"蘇南中学校","岐阜県可児市今渡112","35.430067","137.033101"
"今渡地区センター","岐阜県可児市今渡1521-4","35.435433","137.036262"
"今渡北小学校","岐阜県可児市今渡1680","35.433216","137.045488"
"可児市福祉センター","岐阜県可児市今渡682-1","35.428159","137.040223"
"老人福祉センター可児川苑","岐阜県可児市坂戸765","35.41754","137.030909"
"Ｂ＆Ｇ海洋センター","岐阜県可児市坂戸987-4","35.41161","137.039249"
"桜ケ丘小学校","岐阜県可児市桜ケ丘5-55-2","35.382072","137.11388"
"東可児中学校","岐阜県可児市皐ケ丘4-71","35.384909","137.110016"
"桜ケ丘地区センター","岐阜県可児市皐ケ丘6-1-1","35.386054","137.104792"
"西可児中学校","岐阜県可児市若葉台7-1","35.40696","137.01949"
"広見東地区センター","岐阜県可児市瀬田1736","35.429161","137.087554"
"川合地区センター","岐阜県可児市川合北2-14","35.44153","137.053797"
"旭小学校","岐阜県可児市大森2078-3","35.397905","137.068305"
"老人福祉センター福寿苑","岐阜県可児市大森347-2","35.408049","137.075628"
"中恵土地区センター","岐阜県可児市中恵土1896-1","35.429183","137.070523"
"土田地区センター","岐阜県可児市土田2352-2","35.425307","137.012669"
"土田小学校","岐阜県可児市土田4226-1","35.426562","137.012393"
"帷子地区センター","岐阜県可児市東帷子1011","35.40349","137.006764"
"帷子小学校","岐阜県可児市東帷子1047","35.400995","137.005992"
"南帷子小学校","岐阜県可児市東帷子2231","35.389545","137.012172"
"広陵中学校","岐阜県可児市東帷子593","35.40811","137.010959"
"平牧地区センター","岐阜県可児市二野2547-4","35.409835","137.082209"
"春里地区センター","岐阜県可児市矢戸407","35.403484","137.022671"
"旧西江小学校","岐阜県海津市海津町安田72","35.183947","136.63496"
"木曽三川輪中ミュージアム","岐阜県海津市海津町萱野205-1","35.216349","136.640617"
"旧東江小学校","岐阜県海津市海津町駒ケ江159","35.213601","136.671339"
"旧大江小学校","岐阜県海津市海津町古中島204","35.174161","136.666705"
"海津庁舎（大会議室）","岐阜県海津市海津町高須515","35.220518","136.63655"
"日新中学校","岐阜県海津市海津町高須531-1","35.220196","136.637974"
"文化センター","岐阜県海津市海津町高須585-1","35.217856","136.639034"
"海津明誠高等学校","岐阜県海津市海津町高須町11-1","35.222882","136.631508"
"海津小学校","岐阜県海津市海津町高須町337","35.220904","136.630318"
"旧吉里小学校","岐阜県海津市海津町松木776-1","35.241512","136.659117"
"長良川サービスセンター","岐阜県海津市海津町福江1202-2","35.163714","136.669897"
"アクアワールド水郷パークセンター","岐阜県海津市海津町福江566","35.177336","136.65749"
"木曽三川公園センター（公園内広場）","岐阜県海津市海津町油島255-3","35.147633","136.667879"
"城南中学校","岐阜県海津市南濃町羽沢1050","35.219045","136.602023"
"道の駅（月見の里南濃）","岐阜県海津市南濃町羽沢673-1","35.214958","136.60074"
"石津小学校","岐阜県海津市南濃町吉田319","35.171835","136.629683"
"働く女性の家","岐阜県海津市南濃町吉田492","35.174308","136.625517"
"（株）シンセイ南濃事業所","岐阜県海津市南濃町吉田895-5","35.163047","136.631367"
"城山小学校","岐阜県海津市南濃町駒野1317-8","35.228864","136.593499"
"下多度小学校","岐阜県海津市南濃町津屋1869","35.256899","136.563834"
"旧養南グラウンド","岐阜県海津市南濃町津屋1935-1","35.257328","136.562018"
"南濃コミュニティセンター","岐阜県海津市南濃町津屋2837-263","35.24824","136.565074"
"みかげの森「プラザしもたど」","岐阜県海津市南濃町津屋2837-90","35.248327","136.565423"
"南濃南部グラウンド","岐阜県海津市南濃町田鶴706","35.156704","136.640495"
