"施設名","所在地","緯度","経度"
"聖福寺　寳樓閣","青森県おいらせ町阿光坊105-278","40.611005","141.369257"
"阿光坊地区農事集会所","青森県おいらせ町阿光坊13-7","40.605907","141.374351"
"一川目地区生活会館","青森県おいらせ町一川目2-65-441","40.635195","141.442006"
"甲洋小学校グラウンド","青森県おいらせ町一川目4-6-10","40.646045","141.437858"
"甲洋小学校","青森県おいらせ町一川目4-6-10","40.645271","141.438604"
"一川目児童公園","青森県おいらせ町一川目２地内","40.634597","141.441907"
"本町地区北コミュニティセンター","青森県おいらせ町下前田104-6","40.603739","141.431168"
"みなくる館","青森県おいらせ町下前田145-1","40.604396","141.433587"
"いきいき館","青森県おいらせ町下前田158-1","40.60458","141.434639"
"七軒町集会所","青森県おいらせ町下明堂54-3","40.597576","141.431654"
"下田小学校","青森県おいらせ町舘越38-1","40.597299","141.373493"
"下田小学校グラウンド","青森県おいらせ町舘越38-1","40.597644","141.373705"
"本村地区コミュニティセンター伝承館","青森県おいらせ町舘越40-1","40.598231","141.373749"
"百石小学校グラウンド","青森県おいらせ町牛込平20-1","40.601055","141.437305"
"百石小学校","青森県おいらせ町牛込平20-1","40.601585","141.437245"
"向山集会所","青森県おいらせ町向山3-2-1807","40.629776","141.369425"
"八戸北丘陵下田公園","青森県おいらせ町向山地内","40.614569","141.400392"
"大津波避難場所（二川目北）","青森県おいらせ町向平517-1","40.660853","141.429213"
"向坂集会所","青森県おいらせ町黒坂谷地110-121","40.613282","141.426511"
"（株）ネクサス下田店（タケダスポーツ下田店）","青森県おいらせ町菜飯50-1","40.598785","141.418061"
"三田会館","青森県おいらせ町三本木125-1","40.593176","141.411426"
"奥入瀬川南岸土地改良区記念碑","青森県おいらせ町三本木28-9","40.590847","141.39348"
"４号百石道路避難階段","青森県おいらせ町秋堂105-2","40.598246","141.423167"
"３号百石道路避難階段","青森県おいらせ町秋堂112-4","40.596723","141.423897"
"１号百石道路避難階段","青森県おいらせ町秋堂127","40.593708","141.425442"
"２号百石道路避難階段","青森県おいらせ町秋堂42-2","40.59546","141.424573"
"明神山コミュニティ防災センター","青森県おいらせ町松原1-73-460","40.607916","141.455896"
"明神山防災タワー","青森県おいらせ町松原1-73-460","40.607956","141.455607"
"明神山公園","青森県おいらせ町松原１地内","40.607534","141.455847"
"横道生活館","青森県おいらせ町松原２－１３２－４６地先","40.614451","141.4555"
"いちょう公園体育館","青森県おいらせ町沼端14-161","40.608016","141.437714"
"勤労者研修センター","青森県おいらせ町沼端14-165","40.607877","141.438984"
"いちょう公園交流館","青森県おいらせ町沼端14-165","40.607543","141.439526"
"木ノ下中学校グラウンド","青森県おいらせ町上久保22-2","40.64615","141.37817"
"木ノ下中学校","青森県おいらせ町上久保22-2","40.645751","141.377714"
"木ノ下ふれあい館","青森県おいらせ町上久保44-5","40.648634","141.380169"
"鍋久保文化センター","青森県おいらせ町上谷地10-1","40.588742","141.369633"
"桃川（株）事務所","青森県おいらせ町上明堂112","40.593682","141.429687"
"おいらせ町役場分庁舎","青森県おいらせ町上明堂60-6","40.595085","141.428372"
"東公民館","青森県おいらせ町上明堂88-2","40.596052","141.428906"
"中央公園","青森県おいらせ町上明堂地内","40.594265","141.428574"
"藤ヶ森地区生活会館","青森県おいらせ町新助川原46-2","40.597796","141.439687"
"本町地区コミュニティ消防センター","青森県おいらせ町新助川原8-8","40.594407","141.433147"
"川口地区コミュニティセンター","青森県おいらせ町新田17-2","40.602906","141.459933"
"深沢地区コミュニティセンター","青森県おいらせ町深沢2-11-8","40.628049","141.443693"
"大津波避難場所（深沢）","青森県おいらせ町深沢平地内","40.627233","141.441753"
"三本木ふれあい館","青森県おいらせ町西下谷地52-3","40.590957","141.406578"
"北公民館","青森県おいらせ町青葉2-50-1395","40.656117","141.372323"
"木ノ下児童センターみらい館","青森県おいらせ町青葉2-50-72","40.656404","141.371885"
"木ノ下小学校グラウンド","青森県おいらせ町青葉6-50-184","40.652938","141.36972"
"木ノ下小学校","青森県おいらせ町青葉6-50-184","40.653406","141.369602"
"根岸いちょう会館","青森県おいらせ町千刈田25-27","40.606749","141.429711"
"洗平地区農業構造改善センター","青森県おいらせ町洗平41-2","40.602501","141.349636"
"木内々小学校グラウンド","青森県おいらせ町染屋101-7","40.600437","141.407989"
"木内々小学校","青森県おいらせ町染屋101-7","40.601093","141.40816"
"染屋集会所","青森県おいらせ町染屋62-4","40.598459","141.410458"
"町民交流センター","青森県おいらせ町中下田125-2","40.599731","141.397301"
"曙集会所","青森県おいらせ町中下田145-73","40.603495","141.396759"
"中央公民館","青森県おいらせ町中下田159","40.599225","141.398577"
"稲荷神社（間木）","青森県おいらせ町中下田195","40.603882","141.40117"
"間木地区コミュニティセンター","青森県おいらせ町中下田224-25","40.601703","141.400866"
"有楽町集会所","青森県おいらせ町中平下長根山1-740","40.605801","141.388373"
"中野平集会所","青森県おいらせ町中野平28","40.60653","141.417937"
"百石中学校","青森県おいらせ町東下谷地116","40.61713","141.427982"
