"施設名","所在地","緯度","経度"
"伊野中学校校舎３Ｆ、屋上","高知県いの町1152","33.545152","133.429884"
"伊野中学校校舎１Ｆから２Ｆ・体育館・運動場","高知県いの町1152","33.545203","133.43085"
"高知県伊野合同庁舎屋上","高知県いの町1381","33.546934","133.432816"
"すこやかセンター伊野多目的広場、駐車場","高知県いの町1400","33.54695","133.431356"
"是友防災備蓄倉庫防災研修室、屋上、広場","高知県いの町158-2","33.548018","133.443321"
"いの町役場立体駐車場","高知県いの町1700","33.548889","133.426748"
"琴平公園","高知県いの町2256-1","33.548972","133.428195"
"日本製紙パピリア高知工場大土佐寮（階段踊場、洗濯室、屋上）","高知県いの町2287-1","33.550124","133.428448"
"和光山本願寺","高知県いの町2847","33.551146","133.424009"
"伊野公民館","高知県いの町3597","33.548766","133.42606"
"天理教伊野大教会","高知県いの町3645","33.548656","133.424084"
"仁淀川漁協３階会議室","高知県いの町4055-5","33.543814","133.426732"
"ＪＡ高知県伊野支所ホール","高知県いの町駅前町221","33.54818","133.430837"
"越裏門小学校運動場","高知県いの町越裏門340-8","33.730255","133.233334"
"吾北運動場","高知県いの町下八川丁3800","33.605407","133.297861"
"旧神谷中学校運動場","高知県いの町加田2479","33.551664","133.390983"
"旧天理教渦ノ谷布教所","高知県いの町加田2633-1","33.553435","133.413583"
"星神社","高知県いの町加田2896-1","33.549205","133.39536"
"観音様","高知県いの町加田429","33.549987","133.396733"
"川内小学校運動場","高知県いの町鎌田216","33.542113","133.418949"
"紙の博物館駐車場","高知県いの町幸町110-1","33.547602","133.422942"
"紙の博物館","高知県いの町幸町110-1","33.54786","133.423284"
"西岡酒店社宅（３Ｆから４Ｆの通路、階段及び踊場）","高知県いの町幸町3","33.546844","133.424753"
"サンシャインラヴィーナ駐車場","高知県いの町枝川1133","33.551424","133.453429"
"高知ニュードライバー学院ホール","高知県いの町枝川282","33.554","133.45047"
"枝川小学校運動場、体育館","高知県いの町枝川2964-1","33.553856","133.459341"
