"施設名","所在地","緯度","経度"
"のびのび公園","沖縄県うるま市みどり町4-9-1","26.377035","127.856048"
"ビーバー公園","沖縄県うるま市みどり町5-17-1","26.378446","127.852883"
"みどり公園","沖縄県うるま市みどり町6-10-10","26.382132","127.855362"
"さくら公園","沖縄県うるま市みどり町6-9-1","26.379947","127.854411"
"安慶名中央公園（城跡）","沖縄県うるま市安慶名1045","26.381396","127.850593"
"安慶名第一公園","沖縄県うるま市安慶名308","26.372756","127.849778"
"栄野比公園","沖縄県うるま市栄野比1006-1","26.389309","127.83369"
"上平良川公園","沖縄県うるま市喜屋武627-1","26.359383","127.84621"
"喜仲児童公園","沖縄県うるま市喜仲2-836-3","26.355326","127.843532"
"喜屋武マーブ公園","沖縄県うるま市喜仲4-165-1","26.353565","127.848434"
"さんかく公園","沖縄県うるま市宮里207-1","26.355045","127.833611"
"げんき公園","沖縄県うるま市宮里263-2","26.355744","127.835344"
"宮里児童公園","沖縄県うるま市宮里330","26.353928","127.837692"
"いーしぬめー公園","沖縄県うるま市江洲2102-5","26.344816","127.83067"
"江洲中央公園","沖縄県うるま市江洲2113-9","26.346816","127.830493"
"なかばる公園","沖縄県うるま市江洲2149-9","26.348731","127.828165"
"昆布公園","沖縄県うるま市昆布1832-354","26.398078","127.841191"
"津堅公園","沖縄県うるま市勝連津堅1542","26.25017","127.938211"
"内間公園","沖縄県うるま市勝連内間937","26.318308","127.90065"
"南風原第二公園","沖縄県うるま市勝連南風原4212","26.334332","127.881647"
"平安名第二公園","沖縄県うるま市勝連平安名345-2","26.318619","127.899101"
"平安名公園","沖縄県うるま市勝連平安名529-1","26.319422","127.896633"
"平敷屋公園（タキノー）","沖縄県うるま市勝連平敷屋3472","26.305905","127.911246"
"西原第一公園","沖縄県うるま市西原126","26.375795","127.84763"
"市民の森公園","沖縄県うるま市石川3277","26.446632","127.832584"
"石川青少年の家","沖縄県うるま市石川3491-2","26.443165","127.834956"
"前原西公園","沖縄県うるま市石川山城1709-1","26.410724","127.820531"
"さくらんぼ公園","沖縄県うるま市石川山城1714","26.413862","127.81871"
"長佐久公園","沖縄県うるま市石川曙2-2771","26.416655","127.827567"
"あけぼの公園","沖縄県うるま市石川曙2-2838","26.419424","127.827052"
"東恩納公園","沖縄県うるま市石川東恩納480-2","26.409454","127.829413"
"前原公園","沖縄県うるま市石川東恩納957-4","26.410852","127.82353"
"わかば公園","沖縄県うるま市石川東恩納975-2","26.408767","127.823714"
"東山ふれあい公園","沖縄県うるま市石川東山2-11-1","26.438275","127.837847"
"スポーツ広場","沖縄県うるま市赤道175-2","26.353453","127.830484"
"希望の広場","沖縄県うるま市赤道254-2","26.354489","127.829488"
"がじゅまる公園","沖縄県うるま市赤道502-39","26.360883","127.826923"
"ひまわり公園","沖縄県うるま市赤道578-80","26.361698","127.825525"
"交通安全公園","沖縄県うるま市赤道8-2","26.357223","127.833262"
"あだん公園","沖縄県うるま市赤道971-1","26.363486","127.828336"
"田場児童公園","沖縄県うるま市田場829","26.36776","127.861796"
"与那城公園","沖縄県うるま市与那城197","26.326071","127.890978"
"Ｎ高等学校（屋上・駐車場等）","沖縄県うるま市与那城伊計224","26.386295","127.994075"
"宮城中央公園","沖縄県うるま市与那城宮城170-6","26.371793","127.985002"
"西原公園","沖縄県うるま市与那城西原803","26.328153","127.886555"
"平安座防災道路","沖縄県うるま市与那城平安座889","26.343585","127.955044"
"西地区農村集落総合管理施設","沖縄県粟国村字西165","26.583545","127.223074"
"ビジターセンター","沖縄県粟国村字東1142","26.582114","127.2334"
"粟国小中学校グラウンド","沖縄県粟国村字東1323","26.582384","127.231877"
"東ふれあいセンター","沖縄県粟国村字東1981","26.58513","127.228704"
"粟国村役場","沖縄県粟国村字東483","26.58176","127.228859"
"伊是名区ふるさとの村宿泊交流施設","沖縄県伊是名村字伊是名739-1","26.91649","127.933356"
"諸見地区交流促進センター","沖縄県伊是名村字諸見4947","26.932403","127.947534"
"伊是名村臨海ふれあい公園","沖縄県伊是名村字諸見565-4","26.931526","127.953258"
"勢理客区ふるさとの村宿泊交流施設","沖縄県伊是名村字勢理客2621-12","26.93236","127.924402"
"伊是名村立伊是名幼稚園","沖縄県伊是名村字仲田1162-2","26.930342","127.942014"
"伊是名村立伊是名小学校","沖縄県伊是名村字仲田1163","26.92949","127.94159"
"伊是名村立伊是名中学校","沖縄県伊是名村字仲田1344","26.926487","127.94145"
"伊是名村保健センター","沖縄県伊是名村字仲田1385-1","26.924512","127.941316"
"伊是名村産業支援センター","沖縄県伊是名村字仲田1385-1","26.924148","127.940753"
"仲田地区農村総合管理施設","沖縄県伊是名村字仲田144-1","26.924823","127.949894"
"伊是名村立保育所","沖縄県伊是名村字仲田1687","26.924904","127.94078"
"伊是名村役場","沖縄県伊是名村字仲田1687-22","26.923693","127.941322"
"内花区地域活動拠点活性化施設","沖縄県伊是名村字内花3051-56","26.948825","127.93961"
"ニュータウン公園","沖縄県浦添市安波茶1-13","26.244734","127.719001"
"和久原公園","沖縄県浦添市安波茶1-28","26.247659","127.718379"
"あじさい公園","沖縄県浦添市安波茶3-26","26.242256","127.720841"
"老年原公園","沖縄県浦添市安波茶3-34","26.243555","127.719259"
"浅の浦公園","沖縄県浦添市伊祖1-13","26.251595","127.717344"
"あさやら公園","沖縄県浦添市伊祖1-25-1","26.253067","127.719688"
"ひなぎく公園","沖縄県浦添市伊祖1-3-1","26.250192","127.716531"
"浦城小学校","沖縄県浦添市伊祖2-13-1","26.253767","127.717167"
"ひなげし公園","沖縄県浦添市伊祖2-23-8","26.255184","127.718186"
"かんな公園","沖縄県浦添市伊祖2-9-11","26.252913","127.715354"
"浦添商業高等学校","沖縄県浦添市伊祖3-11-1","26.25905","127.72041"
"すずらん公園","沖縄県浦添市伊祖3-3-8","26.255751","127.720038"
"伊祖公園","沖縄県浦添市伊祖3-48","26.257878","127.723121"
"まえはら公園","沖縄県浦添市伊祖4-9-1","26.254391","127.721591"
"たんぽぽ公園","沖縄県浦添市屋富祖1-7-1","26.250774","127.712318"
"仲西中学校","沖縄県浦添市屋富祖2-13-1","26.250161","127.709842"
"仲西小学校","沖縄県浦添市屋富祖2-32-1","26.250151","127.706942"
