"施設名","所在地","緯度","経度"
"市立第一中学校（校庭）","宮城県塩竈市みのが丘3-1","38.321129","141.015878"
"塩竈市役所（駐車場）","宮城県塩竈市旭町1-1","38.314263","141.022566"
"鹽竈神社境内","宮城県塩竈市一森山１内","38.318812","141.015789"
"寒風沢ステイ・ステーション（校庭）","宮城県塩竈市浦戸寒風沢字中月21","38.333941","141.119693"
"桂島ステイ・ステーション（校庭）","宮城県塩竈市浦戸桂島字台23","38.334844","141.095115"
"市立浦戸小中学校（校庭）","宮城県塩竈市浦戸野々島字馬越8","38.338844","141.115906"
"神明社境内","宮城県塩竈市浦戸野々島字朴島","38.34982","141.1231"
"市立第三小学校（校庭）","宮城県塩竈市花立町15-1","38.308442","141.020599"
"イオンタウン塩釜（津波避難ビル（屋上駐車場））","宮城県塩竈市海岸通15-100","38.318674","141.024764"
"市立玉川小学校（校庭）","宮城県塩竈市玉川2-9-1","38.310335","141.007441"
"願成寺境内（駐車場）","宮城県塩竈市錦町3-5","38.312425","141.020019"
"市立月見ヶ丘小学校（校庭）","宮城県塩竈市月見ケ丘2-1","38.318779","141.003916"
"月見ヶ丘スポーツ広場","宮城県塩竈市月見ヶ丘６番地内","38.320852","141.001844"
"市立玉川中学校（校庭）","宮城県塩竈市権現堂19-1","38.320325","141.004098"
"マリンゲート塩釜（津波避難ビル（２～３階））","宮城県塩竈市港町1-4-1","38.319453","141.029824"
"塩竈倉庫（津波避難ビル（港町一号倉庫３階））","宮城県塩竈市港町1-7-30","38.31827","141.032145"
"パチンコタイガー塩釜店（津波避難ビル（立体駐車場２～４階））","宮城県塩竈市港町1-7-5","38.318856","141.031661"
"塩釜ガス体育館（駐車場）","宮城県塩竈市今宮町9-1","38.328667","141.012422"
"伊保石公園","宮城県塩竈市字伊保石95-1","38.340061","141.016456"
"塩竈市温水プール（駐車場）","宮城県塩竈市字杉の入裏39-173","38.334507","141.044456"
"市立第二小学校（校庭）","宮城県塩竈市小松崎10-1","38.324539","141.020641"
"松陽台公園","宮城県塩竈市松陽台１－１８内","38.330936","141.025001"
"宮城県仙台地方振興事務所水産漁港部（駐車場）","宮城県塩竈市新浜町１－９内","38.324714","141.037515"
"市立杉の入小学校（校庭）","宮城県塩竈市杉の入1-19-1","38.330579","141.034979"
"清水沢公園","宮城県塩竈市清水沢　１丁目３７番地内","38.32703","141.007885"
"市営清水沢住宅児童公園","宮城県塩竈市清水沢２－２３地内","38.329069","141.006019"
"青葉ヶ丘公園","宮城県塩竈市青葉ヶ丘３内","38.335647","141.029808"
"東玉川公園","宮城県塩竈市石堂2","38.311252","141.011749"
"千賀の台公園","宮城県塩竈市千賀の台２－６内","38.337921","141.021"
"市立第一小学校（校庭）","宮城県塩竈市泉ケ岡1-1","38.315103","141.015795"
"宮城県塩釜高等学校（西キャンパス）（校庭）","宮城県塩竈市泉ケ岡10-1","38.315234","141.011764"
"宮城県塩釜高等学校（東キャンパス）（校庭）","宮城県塩竈市泉ケ岡7-1","38.314902","141.01479"
"大日向児童遊園","宮城県塩竈市大日向町　５番地内","38.314505","140.999774"
"塩釜港湾合同庁舎（会議室（２階））","宮城県塩竈市貞山通3-4-1","38.314953","141.03584"
