全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等（方書）,緯度,経度,高度の種別,高度の値,電話番号,内線番号,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
401005,000000006256,福岡県北九州市,原町東団地,ハラマチヒガシダンチ,,,403,,,401030,0069000,福岡県北九州市若松区東小石町,福岡県,北九州市,若松区東小石町,,,33.9201,130.795,,,,,,,,,,,,8080017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006255,福岡県北九州市,竜清西団地,リュウセイニシダンチ,,,403,,,401030,0005000,福岡県北九州市若松区赤崎町,福岡県,北九州市,若松区赤崎町,,,33.9191,130.7894,,,,,,,,,,,,8080003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006254,福岡県北九州市,波打団地,ナミウチダンチ,,,403,,,401030,0076001,福岡県北九州市若松区深町一丁目,福岡県,北九州市,若松区深町一丁目,,,33.9163,130.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006253,福岡県北九州市,老松団地,オイマツダンチ,,,403,,,401030,0029000,福岡県北九州市若松区大井戸町,福岡県,北九州市,若松区大井戸町,,,33.9072,130.8062,,,,,,,,,,,,8080033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006252,福岡県北九州市,白山団地,ハクサンダンチ,,,403,,,401030,0063001,福岡県北九州市若松区白山一丁目,福岡県,北九州市,若松区白山一丁目,,,33.9022,130.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006251,福岡県北九州市,寺田団地,テラダダンチ,,,403,,,401030,0071004,福岡県北九州市若松区東二島四丁目,福岡県,北九州市,若松区東二島四丁目,,,33.8884,130.7525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006250,福岡県北九州市,二島団地,フタジマダンチ,,,403,,,401030,0078002,福岡県北九州市若松区二島二丁目,福岡県,北九州市,若松区二島二丁目,,,33.8906,130.7484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006249,福岡県北九州市,蜑住団地,アマスミダンチ,,,403,,,401030,0010000,福岡県北九州市若松区大字蜑住,福岡県,北九州市,若松区大字蜑住,,,33.9149,130.7064,,,,,,,,,,,,8080122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006248,福岡県北九州市,小石本村団地,コイシホンムラマチダンチ,,,403,,,401030,0039000,福岡県北九州市若松区小石本村町,福岡県,北九州市,若松区小石本村町,,,33.9189,130.7823,,,,,,,,,,,,8080001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006247,福岡県北九州市,童子丸団地,ドウジマルダンチ,,,403,,,401030,0054002,福岡県北九州市若松区童子丸二丁目,福岡県,北九州市,若松区童子丸二丁目,,,33.8921,130.7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006246,福岡県北九州市,用勺団地,ヨウジャクダンチ,,,403,,,401030,0088000,福岡県北九州市若松区用勺町,福岡県,北九州市,若松区用勺町,,,33.8946,130.771,,,,,,,,,,,,8080077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006245,福岡県北九州市,今光団地,イマミツダンチ,,,403,,,401030,0007001,福岡県北九州市若松区今光一丁目,福岡県,北九州市,若松区今光一丁目,,,33.8937,130.7752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006243,福岡県北九州市,大池団地,オオイケダンチ,,,403,,,401030,0083001,福岡県北九州市若松区宮丸一丁目,福岡県,北九州市,若松区宮丸一丁目,,,33.8958,130.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006242,福岡県北九州市,深町団地,フカマチダンチ,,,403,,,401030,0076001,福岡県北九州市若松区深町一丁目10-1,福岡県,北九州市,若松区深町一丁目,10-1,,33.9128,130.7975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006241,福岡県北九州市,棚田団地,タナダダンチ,,,403,,,401030,0053000,福岡県北九州市若松区棚田町,福岡県,北九州市,若松区棚田町,,,33.9135,130.7911,,,,,,,,,,,,8080042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006240,福岡県北九州市,小糸団地,コイトダンチ,,,403,,,401030,0040000,福岡県北九州市若松区小糸町,福岡県,北九州市,若松区小糸町,,,33.9098,130.7882,,,,,,,,,,,,8080046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006239,福岡県北九州市,中畑団地,ナカハタダンチ,,,403,,,401030,0057000,福岡県北九州市若松区中畑町,福岡県,北九州市,若松区中畑町,,,33.912,130.7872,,,,,,,,,,,,8080047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006238,福岡県北九州市,迫田団地,サコダダンチ,,,403,,,401030,0044000,福岡県北九州市若松区迫田町,福岡県,北九州市,若松区迫田町,,,33.9131,130.7853,,,,,,,,,,,,8080041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006237,福岡県北九州市,神側団地,カミガワダンチ,,,403,,,401030,0082000,福岡県北九州市若松区宮前町,福岡県,北九州市,若松区宮前町,,,33.9159,130.7866,,,,,,,,,,,,8080006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006236,福岡県北九州市,竜清団地,リュウセイダンチ,,,403,,,401030,0059000,福岡県北九州市若松区西小石町,福岡県,北九州市,若松区西小石町,,,33.9208,130.7918,,,,,,,,,,,,8080004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006235,福岡県北九州市,西小石団地,ニシコイシダンチ,,,403,,,401030,0059000,福岡県北九州市若松区西小石町,福岡県,北九州市,若松区西小石町,,,33.9196,130.7926,,,,,,,,,,,,8080004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006234,福岡県北九州市,上ノ鴻団地,ジョウノオオトリダンチ,,,403,,,401030,0017000,福岡県北九州市若松区大字小石,福岡県,北九州市,若松区大字小石,,,33.9171,130.7946,,,,,,,,,,,,8080007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006232,福岡県北九州市,長尾団地,ナガオダンチ,,,403,,,401072,0088003,福岡県北九州市小倉南区長尾三丁目12-21,福岡県,北九州市,小倉南区長尾三丁目,12-21,,33.8217,130.8508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006231,福岡県北九州市,北方ねむのき団地,キタガタネムノキダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.8495,130.8751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006230,福岡県北九州市,北方こぶし団地,キタガタコブシダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.8483,130.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006229,福岡県北九州市,北方ゆりのき団地,キタガタユリノキダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.8529,130.8765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006228,福岡県北九州市,北方かえで団地,キタガタカエデダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.847,130.8754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006227,福岡県北九州市,北方むくのき団地,キタガタムクノキダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.8491,130.8768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006226,福岡県北九州市,北方まきのき団地,キタガタマキノキダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.8463,130.8724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006225,福岡県北九州市,北方ひいらぎ団地,キタガタヒイラギダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.8524,130.8742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006224,福岡県北九州市,北方みずき団地,キタガタミズキダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.8473,130.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006223,福岡県北九州市,北方いちいがし団地,キタガタイチイガシダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.8488,130.8775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006222,福岡県北九州市,北方かしのき団地,キタガタカシノキダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.851,130.8779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006221,福岡県北九州市,北方なのみ団地,キタガタナノミダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.8486,130.8745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006220,福岡県北九州市,北方さつき団地,キタガタサツキダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目1-1,福岡県,北九州市,小倉南区北方三丁目,1-1,,33.8482,130.8751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006219,福岡県北九州市,北方くすのき団地,キタガタクスノキダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.8481,130.8735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006218,福岡県北九州市,北方けやき団地,キタガタケヤキダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.8459,130.8702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006217,福岡県北九州市,上貫団地,カミヌキダンチ,,,403,,,401072,0045003,福岡県北九州市小倉南区上貫三丁目,福岡県,北九州市,小倉南区上貫三丁目,,,33.813,130.9248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006216,福岡県北九州市,城野南第二団地,ジョウノミナミダイニダンチ,,,403,,,401072,0070002,福岡県北九州市小倉南区城野二丁目,福岡県,北九州市,小倉南区城野二丁目,,,33.8569,130.8854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006215,福岡県北九州市,長行東団地,オサユキヒガシダンチ,,,403,,,401072,0039001,福岡県北九州市小倉南区長行東一丁目,福岡県,北九州市,小倉南区長行東一丁目,,,33.8198,130.8629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006214,福岡県北九州市,あらしやま団地,アラシヤマダンチ,,,403,,,401072,0085006,福岡県北九州市小倉南区徳力六丁目,福岡県,北九州市,小倉南区徳力六丁目,,,33.8272,130.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006213,福岡県北九州市,日の出町団地,ヒノデマチダンチ,,,403,,,401072,0111001,福岡県北九州市小倉南区日の出町一丁目,福岡県,北九州市,小倉南区日の出町一丁目,,,33.8387,130.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006210,福岡県北九州市,貫東団地,ヌキヒガシダンチ,,,403,,,401072,0092001,福岡県北九州市小倉南区中貫一丁目,福岡県,北九州市,小倉南区中貫一丁目,,,33.813,130.9289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006209,福岡県北九州市,中城野第二団地,ナカジョウノダイニダンチ,,,403,,,401072,0070001,福岡県北九州市小倉南区城野一丁目,福岡県,北九州市,小倉南区城野一丁目,,,33.858,130.8855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006208,福岡県北九州市,志井団地,シイダンチ,,,403,,,401072,0058005,福岡県北九州市小倉南区志井五丁目,福岡県,北九州市,小倉南区志井五丁目,,,33.8176,130.8706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006205,福岡県北九州市,南方第三団地,ミナミガタダイサンダンチ,,,403,,,401072,0086001,福岡県北九州市小倉南区徳力新町一丁目,福岡県,北九州市,小倉南区徳力新町一丁目,,,33.8383,130.8669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006204,福岡県北九州市,貫第二団地,ヌキダイニダンチ,,,403,,,401072,0045002,福岡県北九州市小倉南区上貫二丁目,福岡県,北九州市,小倉南区上貫二丁目,,,33.8162,130.9301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006203,福岡県北九州市,守恒第二団地,モリツネダイニダンチ,,,403,,,401072,0118001,福岡県北九州市小倉南区守恒本町一丁目,福岡県,北九州市,小倉南区守恒本町一丁目,,,33.8389,130.8722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006202,福岡県北九州市,守恒第一団地,モリツネダイイチダンチ,,,403,,,401072,0118001,福岡県北九州市小倉南区守恒本町一丁目,福岡県,北九州市,小倉南区守恒本町一丁目,,,33.8386,130.8713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006200,福岡県北九州市,城野南団地,ジョウノミナミダンチ,,,403,,,401072,0070002,福岡県北九州市小倉南区城野二丁目,福岡県,北九州市,小倉南区城野二丁目,,,33.8574,130.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006196,福岡県北九州市,南方第二団地,ミナミガタダイニダンチ,,,403,,,401072,0115003,福岡県北九州市小倉南区南方三丁目,福岡県,北九州市,小倉南区南方三丁目,,,33.8332,130.8614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006194,福岡県北九州市,津田第二団地,ツダダイニダンチ,,,403,,,401072,0079005,福岡県北九州市小倉南区津田五丁目,福岡県,北九州市,小倉南区津田五丁目,,,33.8257,130.9262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006193,福岡県北九州市,東蜷田第二団地,ヒガシニナタダイニダンチ,,,403,,,401072,0125002,福岡県北九州市小倉南区横代東町二丁目,福岡県,北九州市,小倉南区横代東町二丁目,,,33.8364,130.9035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006192,福岡県北九州市,蜷田第二団地,ニナタダイニダンチ,,,403,,,401072,0100003,福岡県北九州市小倉南区蜷田若園三丁目,福岡県,北九州市,小倉南区蜷田若園三丁目,,,33.8467,130.8935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006191,福岡県北九州市,下石田第二団地,シモイシダダイニダンチ,,,403,,,401072,0002000,福岡県北九州市小倉南区石田町,福岡県,北九州市,小倉南区石田町,,,33.8396,130.8874,,,,,,,,,,,,8020838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006190,福岡県北九州市,下徳力第二団地,シモトクリキダイニダンチ,,,403,,,401072,0085002,福岡県北九州市小倉南区徳力二丁目,福岡県,北九州市,小倉南区徳力二丁目,,,33.8295,130.8692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006189,福岡県北九州市,長行もみじ団地,オサユキモミジダンチ,,,403,,,401072,0039001,福岡県北九州市小倉南区長行東一丁目,福岡県,北九州市,小倉南区長行東一丁目,,,33.8183,130.8618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006188,福岡県北九州市,寺内第二団地（小倉南区）,テラウチダイニダンチ（コクラミナミク）,,,403,,,401072,0064003,福岡県北九州市小倉南区下城野三丁目,福岡県,北九州市,小倉南区下城野三丁目,,,33.8538,130.8742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006187,福岡県北九州市,寺ケ迫第二団地,テラガサコダイニダンチ,,,403,,,401072,0055002,福岡県北九州市小倉南区葛原東二丁目,福岡県,北九州市,小倉南区葛原東二丁目,,,33.8425,130.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006186,福岡県北九州市,寺ケ迫第一団地,テラガサコダイイチダンチ,,,403,,,401072,0055002,福岡県北九州市小倉南区葛原東二丁目,福岡県,北九州市,小倉南区葛原東二丁目,,,33.8411,130.9311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006185,福岡県北九州市,早稲田団地,ワセダダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.8513,130.8768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006184,福岡県北九州市,朽網第二団地,クサミダイニダンチ,,,403,,,401072,0051002,福岡県北九州市小倉南区朽網西二丁目,福岡県,北九州市,小倉南区朽網西二丁目,,,33.8123,130.9506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006183,福岡県北九州市,葛原第一団地,クズハラダイイチダンチ,,,403,,,401072,0042001,福岡県北九州市小倉南区上葛原一丁目,福岡県,北九州市,小倉南区上葛原一丁目,,,33.84,130.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006182,福岡県北九州市,徳吉第二団地,トクヨシダイニダンチ,,,403,,,401072,0083001,福岡県北九州市小倉南区徳吉東一丁目,福岡県,北九州市,小倉南区徳吉東一丁目,,,33.8144,130.8598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006181,福岡県北九州市,寺内団地（小倉南区）,テラウチダンチ,,,403,,,401072,0064003,福岡県北九州市小倉南区下城野三丁目,福岡県,北九州市,小倉南区下城野三丁目,,,33.8541,130.8745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006180,福岡県北九州市,貫団地,ヌキダンチ,,,403,,,401072,0045002,福岡県北九州市小倉南区上貫二丁目12-1,福岡県,北九州市,小倉南区上貫二丁目,12-1,,33.8159,130.9287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006179,福岡県北九州市,伊崎第二団地,イサキダイニダンチ,,,403,,,401072,0039001,福岡県北九州市小倉南区長行東一丁目,福岡県,北九州市,小倉南区長行東一丁目,,,33.8183,130.8628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006178,福岡県北九州市,下南方団地,シモミナミガタダンチ,,,403,,,401072,0076001,福岡県北九州市小倉南区高野一丁目,福岡県,北九州市,小倉南区高野一丁目,,,33.8316,130.8566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006176,福岡県北九州市,下石田団地,シモイシダダンチ,,,403,,,401072,0002000,福岡県北九州市小倉南区石田町,福岡県,北九州市,小倉南区石田町,,,33.8391,130.8872,,,,,,,,,,,,8020838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006175,福岡県北九州市,八田ケ坪団地,ハッタガツボダンチ,,,403,,,401072,0085001,福岡県北九州市小倉南区徳力一丁目,福岡県,北九州市,小倉南区徳力一丁目,,,33.8278,130.8638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006174,福岡県北九州市,下志井団地,シモシイダンチ,,,403,,,401072,0085004,福岡県北九州市小倉南区徳力四丁目,福岡県,北九州市,小倉南区徳力四丁目,,,33.8241,130.8706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006173,福岡県北九州市,中城野団地,ナカジョウノダンチ,,,403,,,401072,0070002,福岡県北九州市小倉南区城野二丁目,福岡県,北九州市,小倉南区城野二丁目,,,33.8582,130.8847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006172,福岡県北九州市,蜷田団地,ニナタダンチ,,,403,,,401072,0100003,福岡県北九州市小倉南区蜷田若園三丁目,福岡県,北九州市,小倉南区蜷田若園三丁目,,,33.8471,130.8935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006171,福岡県北九州市,藤見団地,フジミダンチ,,,403,,,401072,0039001,福岡県北九州市小倉南区長行東一丁目,福岡県,北九州市,小倉南区長行東一丁目,,,33.8187,130.8624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006170,福岡県北九州市,井手尾団地,イデオダンチ,,,403,,,401072,0003002,福岡県北九州市小倉南区石田南二丁目1-2,福岡県,北九州市,小倉南区石田南二丁目,1-2,,33.8274,130.8846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006169,福岡県北九州市,北横代団地,キタヨコシロダンチ,,,403,,,401072,0123001,福岡県北九州市小倉南区横代北町一丁目8-19,福岡県,北九州市,小倉南区横代北町一丁目,8-19,,33.8389,130.8939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006168,福岡県北九州市,錦町団地,ニシキマチダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.8461,130.8703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006167,福岡県北九州市,大川町団地,オオカワチョウダンチ,,,403,,,401072,0064003,福岡県北九州市小倉南区下城野三丁目,福岡県,北九州市,小倉南区下城野三丁目,,,33.8543,130.8755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006166,福岡県北九州市,津田団地,ツダダンチ,,,403,,,401072,0079003,福岡県北九州市小倉南区津田三丁目,福岡県,北九州市,小倉南区津田三丁目,,,33.8255,130.9243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006164,福岡県北九州市,南方団地,ミナミガタダンチ,,,403,,,401072,0115005,福岡県北九州市小倉南区南方五丁目,福岡県,北九州市,小倉南区南方五丁目,,,33.826,130.8606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006163,福岡県北九州市,東蜷田団地,ヒガシニナタダンチ,,,403,,,401072,0123002,福岡県北九州市小倉南区横代北町二丁目12-1,福岡県,北九州市,小倉南区横代北町二丁目,12-1,,33.8368,130.8995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006162,福岡県北九州市,水神町団地,スイジンチョウダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.8467,130.8763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006161,福岡県北九州市,八幡町団地,ハチマンチョウダンチ,,,403,,,401072,0106000,福岡県北九州市小倉南区八幡町,福岡県,北九州市,小倉南区八幡町,,,33.8612,130.8765,,,,,,,,,,,,8020805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006160,福岡県北九州市,長野みどり団地,ナガノミドリダンチ,,,403,,,401072,0095000,福岡県北九州市小倉南区長野東町2-10,福岡県,北九州市,小倉南区長野東町,2-10,,33.8235,130.9143,,,,,,,,,,,,8000247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006159,福岡県北九州市,下徳力団地,シモトクリキダンチ,,,403,,,401072,0085002,福岡県北九州市小倉南区徳力二丁目,福岡県,北九州市,小倉南区徳力二丁目,,,33.8294,130.8695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006156,福岡県北九州市,北方幸町団地,キタガタサイワイチョウダンチ,,,403,,,401072,0049003,福岡県北九州市小倉南区北方三丁目,福岡県,北九州市,小倉南区北方三丁目,,,33.851,130.8766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006155,福岡県北九州市,葛原東団地,クズハラヒガシダンチ,,,403,,,401072,0055005,福岡県北九州市小倉南区葛原東五丁目,福岡県,北九州市,小倉南区葛原東五丁目,,,33.8365,130.9279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006154,福岡県北九州市,ふれあいむら吉田団地,フレアイムラヨシダダンチ,,,403,,,401072,0046003,福岡県北九州市小倉南区上吉田三丁目1-3,福岡県,北九州市,小倉南区上吉田三丁目,1-3,,33.8562,130.9487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006152,福岡県北九州市,守恒本町団地,モリツネホンマチダンチ,,,403,,,401072,0118001,福岡県北九州市小倉南区守恒本町一丁目1-17,福岡県,北九州市,小倉南区守恒本町一丁目,1-17,,33.8384,130.8712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006427,福岡県北九州市,たぶの木南団地,タブノキミナミダンチ,,,403,,,401072,0126003,福岡県北九州市小倉南区横代南町三丁目11-1,福岡県,北九州市,小倉南区横代南町三丁目,11-1,,33.82804017,130.8922305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006150,福岡県北九州市,たぶの木団地,タブノキダンチ,,,403,,,401072,0126004,福岡県北九州市小倉南区横代南町四丁目,福岡県,北九州市,小倉南区横代南町四丁目,,,33.8287,130.8939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006147,福岡県北九州市,上葛原団地,カミクズハラダンチ,,,403,,,401072,0042002,福岡県北九州市小倉南区上葛原二丁目1-22,福岡県,北九州市,小倉南区上葛原二丁目,1-22,,33.8412,130.9061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401005,000000006146,福岡県北九州市,若園第四団地,ワカゾノダイヨンダンチ,,,403,,,401072,0116000,福岡県北九州市小倉南区南若園町,福岡県,北九州市,小倉南区南若園町,,,33.8411,130.8885,,,,,,,,,,,,8020815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
