"施設名","所在地","緯度","経度"
"芦辺小学校","長崎県壱岐市芦辺町芦辺浦546","33.803268","129.761644"
"壱岐市役所芦辺庁舎","長崎県壱岐市芦辺町芦辺浦562","33.802125","129.762713"
"芦辺浦住民集会所","長崎県壱岐市芦辺町芦辺浦85-3","33.802543","129.757827"
"那賀幼稚園","長崎県壱岐市芦辺町住吉山信触1007","33.787422","129.71907"
"壱岐島開発総合センター","長崎県壱岐市芦辺町諸吉大石触197","33.806419","129.743561"
"芦辺保育所","長崎県壱岐市芦辺町諸吉大石触665","33.80293","129.754254"
"八幡小学校","長崎県壱岐市芦辺町諸吉南触1565","33.787175","129.783314"
"田河小学校","長崎県壱岐市芦辺町諸吉二亦触1659","33.783853","129.753879"
"田河幼稚園","長崎県壱岐市芦辺町諸吉二亦触1670","33.783507","129.754624"
"旧芦辺中学校体育館","長崎県壱岐市芦辺町諸吉二亦触1886","33.781983","129.759119"
"八幡保育所","長崎県壱岐市芦辺町諸吉本村触1300","33.785877","129.788668"
"那賀小学校","長崎県壱岐市芦辺町中野郷西触174","33.787933","129.719623"
"那賀地区公民館","長崎県壱岐市芦辺町中野郷西触362","33.790337","129.721339"
"芦辺中学校","長崎県壱岐市芦辺町中野郷西触400","33.791395","129.720752"
"瀬戸小学校","長崎県壱岐市芦辺町箱崎大左右触315","33.821357","129.756241"
"瀬戸幼稚園","長崎県壱岐市芦辺町箱崎大左右触920","33.817463","129.754495"
"箱崎地区公民館","長崎県壱岐市芦辺町箱崎大左右触924","33.817248","129.755205"
"芦辺町クオリティーライフセンターつばさ","長崎県壱岐市芦辺町箱崎中山触2548","33.809582","129.747685"
"箱崎僻地保健福祉館","長崎県壱岐市芦辺町箱崎釘ノ尾触1293","33.825475","129.737914"
"箱崎小学校","長崎県壱岐市芦辺町箱崎釘ノ尾触652","33.826739","129.740794"
"箱崎幼稚園","長崎県壱岐市芦辺町箱崎釘ノ尾触652","33.826321","129.740507"
"原島老人憩いの家","長崎県壱岐市郷ノ浦町原島487-2","33.723086","129.648851"
"初山小学校","長崎県壱岐市郷ノ浦町初山西触807-1","33.718969","129.703185"
"初山地区公民館","長崎県壱岐市郷ノ浦町初山東触237-2","33.718791","129.704346"
"沼津小学校","長崎県壱岐市郷ノ浦町小牧東触184","33.788787","129.672031"
"志原小学校","長崎県壱岐市郷ノ浦町大原触115","33.753806","129.720778"
"大島僻地保健福祉館","長崎県壱岐市郷ノ浦町大島607","33.739128","129.637751"
"三島小学校","長崎県壱岐市郷ノ浦町大島815","33.738333","129.634667"
"長島老人憩いの家","長崎県壱岐市郷ノ浦町長島672","33.728195","129.634456"
"沼津地区公民館","長崎県壱岐市郷ノ浦町長峰本村触836-3","33.791819","129.67339"
"郷ノ浦町デイサービスセンター","長崎県壱岐市郷ノ浦町坪触3099","33.732324","129.696857"
"大谷公園体育館","長崎県壱岐市郷ノ浦町田中触1223","33.759744","129.695632"
"渡良小学校","長崎県壱岐市郷ノ浦町渡良東触365","33.757615","129.663736"
"壱岐市渡良事務所","長崎県壱岐市郷ノ浦町渡良南触422-1","33.755903","129.661734"
"壱岐高等学校","長崎県壱岐市郷ノ浦町片原触88","33.746266","129.692677"
"壱岐の島ホール","長崎県壱岐市郷ノ浦町本村触445","33.748985","129.687115"
"盈科小学校","長崎県壱岐市郷ノ浦町本村触589","33.749904","129.692775"
