"施設名","所在地","緯度","経度"
"南岡松公民館","宮崎県えびの市大字岡松1412-2","32.046853","130.754192"
"飯野地区コミュニティセンター","宮崎県えびの市大字原田112-11","32.046543","130.866803"
"飯野駅前地区体育館","宮崎県えびの市大字原田2176","32.033567","130.872797"
"上江地区体育館","宮崎県えびの市大字上江1780-1","32.028676","130.843645"
"えびの市文化センター","宮崎県えびの市大字大明司2146-2","32.05231","130.826905"
"中浦自治公民館","宮崎県えびの市大字島内2044-2","32.043173","130.779485"
"揚町ふれあい公園","宮崎県綾町大字南俣1093","31.996863","131.245477"
"神下ふれあい公園","宮崎県綾町大字南俣192-3","31.997482","131.263776"
"四枝ふれあい公園","宮崎県綾町大字南俣2017-2","31.997569","131.232116"
"中堂運動公園","宮崎県綾町大字南俣2432","32.000583","131.237843"
"中堂ふれあい公園","宮崎県綾町大字南俣2534-1","31.997967","131.240247"
"錦原運動公園","宮崎県綾町大字南俣2868","32.002097","131.245497"
"中坪ふれあい公園","宮崎県綾町大字南俣333","31.997797","131.256705"
"宮谷ふれあい公園","宮崎県綾町大字南俣4375","31.990881","131.244346"
"二反野ふれあい公園","宮崎県綾町大字南俣5176-48","31.981714","131.227897"
"中央ふれあい公園","宮崎県綾町大字南俣530","31.999872","131.252628"
"陣之尾ふれあい公園","宮崎県綾町大字南俣5511-158","31.997959","131.212481"
"立町ふれあい公園","宮崎県綾町大字南俣796","31.996999","131.251377"
"東中坪ふれあい公園","宮崎県綾町大字入野1216-3","31.997752","131.261095"
"古屋ふれあい公園","宮崎県綾町大字入野1785","31.988066","131.256653"
"上畑ふれあい公園","宮崎県綾町大字入野4-3","32.000171","131.224561"
"入野ふれあい公園","宮崎県綾町大字入野4133-3","31.999465","131.267767"
"宮原ふれあい公園","宮崎県綾町大字入野4748-2","32.007845","131.272571"
"杢道ふれあい公園","宮崎県綾町大字北俣2139","32.014013","131.238565"
"錦原馬事公苑","宮崎県綾町大字北俣2687","32.005683","131.241316"
"割付ふれあい公園","宮崎県綾町大字北俣2986-1","32.011491","131.235162"
"自然休養村公園","宮崎県綾町大字北俣3739","32.016732","131.244266"
"西中坪ふれあい公園","宮崎県綾町大字北俣402-2","32.000184","131.257723"
"尾立ふれあい公園","宮崎県綾町大字北俣4926-5","32.017897","131.221538"
"麓ふれあい公園","宮崎県綾町大字北俣926-1","32.005788","131.253724"
"構口町２区公民館西側空地","宮崎県延岡市愛宕山108","32.558168","131.673332"
"愛宕山（伊達メモリードホール西側）","宮崎県延岡市愛宕山5918","32.562835","131.672486"
"伊達公民館裏愛宕山","宮崎県延岡市愛宕山6009","32.559966","131.673379"
"恒富小学校中校舎（２階～３階）","宮崎県延岡市愛宕町1-1-1","32.570116","131.669854"
"恒富小学校北校舎（２階～３階）","宮崎県延岡市愛宕町1-1-1","32.570387","131.669854"
"恒富小学校　中校舎１階ランチルーム","宮崎県延岡市愛宕町1-1-1","32.570041","131.669851"
"恒富小学校南校舎（３階）","宮崎県延岡市愛宕町1-1-1","32.569791","131.669827"
"恒富小学校グラウンド","宮崎県延岡市愛宕町1-1-1","32.570894","131.669581"
"旭興自動車学校練習場","宮崎県延岡市愛宕町3-4569-1","32.567621","131.66924"
"市営旭ヶ丘北団地元２－１（４階）","宮崎県延岡市旭ケ丘3-4-2","32.53298","131.679817"
"市営旭ヶ丘北団地元２－２（４階）","宮崎県延岡市旭ケ丘3-4-2","32.533023","131.679974"
"市営旭ヶ丘北団地２－２－３（４階～５階）","宮崎県延岡市旭ケ丘3-4-2","32.532745","131.679884"
"市営旭ヶ丘北団地２－２－４（４階）","宮崎県延岡市旭ケ丘3-4-2","32.532502","131.680021"
"旭ヶ丘第２街区公園","宮崎県延岡市旭ケ丘5-9-2","32.529863","131.68047"
"市営旭ヶ丘南団地６２－２－２（４階）","宮崎県延岡市旭ケ丘6-4-1","32.526937","131.68095"
"市営旭ヶ丘南団地６２－１－２（４階）","宮崎県延岡市旭ケ丘6-4-1","32.527202","131.680986"
"市営旭ヶ丘南団地６１－２－１（４階）","宮崎県延岡市旭ケ丘6-4-1","32.526866","131.681512"
"市営旭ヶ丘南団地６１－１－１（４階）","宮崎県延岡市旭ケ丘6-4-1","32.526567","131.681362"
"市営旭ヶ丘南団地６２－２－３（４階）","宮崎県延岡市旭ケ丘6-4-1","32.527431","131.680754"
"市営旭ヶ丘南団地６３－１－３（４階）","宮崎県延岡市旭ケ丘6-4-1","32.52733","131.6814"
"市営旭ヶ丘南団地６３－２－４（４階）","宮崎県延岡市旭ケ丘6-4-1","32.527475","131.681055"
"方平街区（児童）公園","宮崎県延岡市旭町1-2-11","32.575828","131.670918"
"イオン九州（株）イオン延岡店（３階立体駐車場・屋上駐車場）","宮崎県延岡市旭町2-2-1","32.57244","131.670042"
"旭化成向陽倶楽部（２階建ての屋上）","宮崎県延岡市旭町6-4100","32.570414","131.672478"
"ユーミーひまわり（３階）","宮崎県延岡市粟野名町1538","32.600494","131.683534"
"シェトワＦ（３階）","宮崎県延岡市粟野名町1603","32.597607","131.682146"
"ファミリー三愛　延岡店（３階～７階）","宮崎県延岡市粟野名町1628","32.598369","131.681582"
"ステラマリス（３階）","宮崎県延岡市粟野名町2150-1","32.599287","131.685865"
"遠田宅敷地内","宮崎県延岡市安井町1322","32.61268","131.753223"
"太田尾宅敷地内","宮崎県延岡市安井町1337-1","32.612734","131.752694"
"旧安井小学校グラウンド","宮崎県延岡市安井町1353","32.612844","131.751774"
"安井小学校跡地","宮崎県延岡市安井町1353","32.613096","131.751771"
"庄屋の谷","宮崎県延岡市安井町1376-1","32.611015","131.751286"
"平田東九州病院（８階～９階）","宮崎県延岡市伊形町4791","32.532219","131.670265"
"大福良第１街区公園","宮崎県延岡市伊形町5048-8","32.532149","131.673622"
"大福良第２街区（児童）公園","宮崎県延岡市伊形町5221-7","32.530755","131.67336"
"炎尾神社境内","宮崎県延岡市伊形町5582","32.528023","131.67029"
"伊形小学校グラウンド","宮崎県延岡市伊形町5700","32.528573","131.667849"
"伊形小学校１階教室棟","宮崎県延岡市伊形町5700","32.528933","131.668433"
"グランメール・アタゴ（４階）","宮崎県延岡市伊達町1-12","32.563131","131.673614"
"エスペランサⅡ（３階～４階）","宮崎県延岡市伊達町1-43-1","32.561906","131.67641"
"伊達街区公園","宮崎県延岡市伊達町3-67","32.561258","131.67541"
"井上宅裏愛宕山","宮崎県延岡市伊達町5980","32.560868","131.673137"
"東海小学校　特別教室棟１階家庭科室","宮崎県延岡市稲葉崎町1-1703","32.607886","131.677637"
"東海小学校南校舎（１階～２階）","宮崎県延岡市稲葉崎町1-1703","32.607716","131.678287"
"東海小学校北校舎（１階～３階）","宮崎県延岡市稲葉崎町1-1703","32.608122","131.678335"
"東海小学校グラウンド","宮崎県延岡市稲葉崎町1-1703","32.607276","131.677932"
"稲葉崎町南区５組","宮崎県延岡市稲葉崎町2615-18","32.606349","131.676637"
"新平田公民館","宮崎県延岡市稲葉崎町3-1522","32.609021","131.676543"
"稲葉崎営農集会所","宮崎県延岡市稲葉崎町3-462-12","32.611463","131.675502"
"小梓公民館","宮崎県延岡市稲葉崎町5-462-12","32.616567","131.676042"
"東桜ヶ丘公民館","宮崎県延岡市稲葉崎町5-7428-6","32.614657","131.671973"
"谷口宅裏山","宮崎県延岡市浦城町105","32.648836","131.743069"
"松川宅裏山","宮崎県延岡市浦城町1139-8","32.642744","131.748995"
"延岡ゴルフクラブ駐車場","宮崎県延岡市浦城町1161","32.640265","131.752903"
"観音様","宮崎県延岡市浦城町1221-1","32.6307","131.756652"
"中島宅裏山","宮崎県延岡市浦城町18-3","32.644658","131.761075"
"七ッ島展望所","宮崎県延岡市浦城町5-4","32.649168","131.762757"
"国道３８８号上（浦城トンネル入口付近）","宮崎県延岡市浦城町53-11","32.649207","131.7504"
"稲田宅裏山","宮崎県延岡市浦城町600","32.646151","131.741792"
"甲斐宅裏山","宮崎県延岡市浦城町687","32.643405","131.742498"
"岩井川砂防ダム","宮崎県延岡市浦城町71-1","32.649043","131.745784"
"浦城小学校　１階多目的室","宮崎県延岡市浦城町３４６－イ","32.646255","131.743324"
"浦城小学校グラウンド","宮崎県延岡市浦城町３４６－イ","32.646393","131.743632"
"旧浦城中学校グラウンド","宮崎県延岡市浦城町３６－ロ","32.647669","131.750389"
"なぎさの丘団地北側高台","宮崎県延岡市塩浜町1627","32.54048","131.677618"
"ヴィラナリー延岡（西側３階）","宮崎県延岡市塩浜町2-1851-1","32.543199","131.673269"
"塩浜第１街区公園","宮崎県延岡市塩浜町2-1855-3","32.541538","131.674196"
"塩浜緑地公園","宮崎県延岡市塩浜町2-1855-3","32.541569","131.673404"
"塩浜教育集会所","宮崎県延岡市塩浜町2-1855-3","32.541558","131.674541"
"鶴ヶ丘霊園","宮崎県延岡市塩浜町2-2026-6","32.542249","131.67047"
"塩浜第４街区（児童）公園","宮崎県延岡市塩浜町3-2059","32.540913","131.670457"
"なぎさの丘公民館","宮崎県延岡市塩浜町4-1630-75","32.539135","131.678388"
"なぎさの丘団地西側高台","宮崎県延岡市塩浜町4-1640-31","32.53981","131.676706"
"リサーチパーク向洋台","宮崎県延岡市塩浜町4-1640-43","32.538247","131.677583"
"笹目ふれあい広場","宮崎県延岡市塩浜町4-1644-46","32.537885","131.676462"
"延寿荘（２階～３階）","宮崎県延岡市岡富町1104-8","32.585219","131.662026"
"県営塩浜西団地６２－２０４（２階～３階）","宮崎県延岡市沖田町2241-7","32.540841","131.669419"
"県営塩浜西団地６２－２０３（２階～３階）","宮崎県延岡市沖田町2241-7","32.541071","131.669387"
"県営塩浜西団地６１－２０２（２階～３階）","宮崎県延岡市沖田町2241-7","32.541178","131.669766"
"県営塩浜西団地６１－１０１（２階～３階）","宮崎県延岡市沖田町2241-7","32.540988","131.669937"
