全国地方公共団体コード,ID,地方公共団体名,施設名称,施設名称_カナ,施設名称_英字,スペース名称,スペース名称_カナ,スペース名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,ベビーカー貸出,ベビーカー利用,最大収容人数,面積,机の数,椅子の数,電源口数,音響設備の有無,Wi-Fiの有無,基本料金(円/時間),半日料金,1日料金,料金特記事項,最小利用時間,最大利用時間,予約方法,予約URL,予約電話番号,予約メールアドレス,予約可能最短日,予約可能最長日,即時予約可,駐車場情報,飲食可否,飲食の可否の特記事項,URL,画像,画像_ライセンス,図面,利用規約,キャンセル規定,備考
131237,AA0010000001,東京都江戸川区,松江コミュニティ会館,マツエコミュニティカイカン,,ホール,ホール,,,,江戸川区松江７－５－１２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000002,東京都江戸川区,松江コミュニティ会館,マツエコミュニティカイカン,,集会室第1,シュウカイシツダイ１,,,,江戸川区松江７－５－１２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000003,東京都江戸川区,松江コミュニティ会館,マツエコミュニティカイカン,,集会室第2,シュウカイシツダイ２,,,,江戸川区松江７－５－１２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000004,東京都江戸川区,松江コミュニティ会館,マツエコミュニティカイカン,,集会室第3,シュウカイシツダイ３,,,,江戸川区松江７－５－１２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000005,東京都江戸川区,松江コミュニティ会館,マツエコミュニティカイカン,,集会室第4,シュウカイシツダイ４,,,,江戸川区松江７－５－１２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000006,東京都江戸川区,松江コミュニティ会館,マツエコミュニティカイカン,,和室,ワシツ,,,,江戸川区松江７－５－１２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000007,東京都江戸川区,松江コミュニティ会館,マツエコミュニティカイカン,,音楽室,オンガクシツ,,,,江戸川区松江７－５－１２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000008,東京都江戸川区,一之江コミュニティ会館,イチノエコミュニティカイカン,,スポーツルーム,スポーツルーム,,,,江戸川区一之江２－６－１５,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000009,東京都江戸川区,一之江コミュニティ会館,イチノエコミュニティカイカン,,集会室第1,シュウカイシツダイ１,,,,江戸川区一之江２－６－１５,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000010,東京都江戸川区,一之江コミュニティ会館,イチノエコミュニティカイカン,,集会室第2,シュウカイシツダイ２,,,,江戸川区一之江２－６－１５,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000011,東京都江戸川区,一之江コミュニティ会館,イチノエコミュニティカイカン,,集会室第3,シュウカイシツダイ３,,,,江戸川区一之江２－６－１５,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000012,東京都江戸川区,一之江コミュニティ会館,イチノエコミュニティカイカン,,和室,ワシツ,,,,江戸川区一之江２－６－１５,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000013,東京都江戸川区,コミュニティプラザ一之江,コミュニティプラザイチノエ,,集会室第1,シュウカイシツダイ１,,,,江戸川区一之江７－３５－２２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000014,東京都江戸川区,コミュニティプラザ一之江,コミュニティプラザイチノエ,,集会室第2,シュウカイシツダイ2,,,,江戸川区一之江７－３５－２２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000015,東京都江戸川区,コミュニティプラザ一之江,コミュニティプラザイチノエ,,集会室第3,シュウカイシツダイ3,,,,江戸川区一之江７－３５－２２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000016,東京都江戸川区,コミュニティプラザ一之江,コミュニティプラザイチノエ,,集会室第4,シュウカイシツダイ４,,,,江戸川区一之江７－３５－２２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000017,東京都江戸川区,コミュニティプラザ一之江,コミュニティプラザイチノエ,,スポーツルーム,スポーツルーム,,,,江戸川区一之江７－３５－２２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000018,東京都江戸川区,コミュニティプラザ一之江,コミュニティプラザイチノエ,,和室,ワシツ,,,,江戸川区一之江７－３５－２２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000019,東京都江戸川区,松江区民プラザ,マツエクミンプラザ,,スポーツルーム,スポーツルーム,,,,江戸川区松江２－１－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000020,東京都江戸川区,松江区民プラザ,マツエクミンプラザ,,集会室第1,シュウカイシツダイ１,,,,江戸川区松江２－１－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000021,東京都江戸川区,松江区民プラザ,マツエクミンプラザ,,集会室第2,シュウカイシツダイ２,,,,江戸川区松江２－１－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000022,東京都江戸川区,松江区民プラザ,マツエクミンプラザ,,集会室第3,シュウカイシツダイ３,,,,江戸川区松江２－１－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000023,東京都江戸川区,松江区民プラザ,マツエクミンプラザ,,集会室第4,シュウカイシツダイ４,,,,江戸川区松江２－１－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000024,東京都江戸川区,松江区民プラザ,マツエクミンプラザ,,音楽室,オンガクシツ,,,,江戸川区松江２－１－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000025,東京都江戸川区,松江区民プラザ,マツエクミンプラザ,,和室,ワシツ,,,,江戸川区松江２－１－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000026,東京都江戸川区,松島コミュニティ会館,マツシマコミュニティカイカン,,集会室第1,シュウカイシツダイ１,,,,江戸川区松島４－２５－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000027,東京都江戸川区,松島コミュニティ会館,マツシマコミュニティカイカン,,集会室第2,シュウカイシツダイ２,,,,江戸川区松島４－２５－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000028,東京都江戸川区,松島コミュニティ会館,マツシマコミュニティカイカン,,集会室第3,シュウカイシツダイ３,,,,江戸川区松島４－２５－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000029,東京都江戸川区,松島コミュニティ会館,マツシマコミュニティカイカン,,音楽室第1,オンガクシツダイ１,,,,江戸川区松島４－２５－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000030,東京都江戸川区,松島コミュニティ会館,マツシマコミュニティカイカン,,音楽室第2,オンガクシツダイ2,,,,江戸川区松島４－２５－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000031,東京都江戸川区,松島コミュニティ会館,マツシマコミュニティカイカン,,和室,ワシツ,,,,江戸川区松島４－２５－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000032,東京都江戸川区,松島コミュニティ会館,マツシマコミュニティカイカン,,健康スタジオ,ケンコウスタジオ,,,,江戸川区松島４－２５－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000033,東京都江戸川区,松島コミュニティ会館,マツシマコミュニティカイカン,,スポーツルーム,スポーツルーム,,,,江戸川区松島４－２５－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000034,東京都江戸川区,松島コミュニティ会館,マツシマコミュニティカイカン,,健康ルーム,ケンコウルーム,,,,江戸川区松島４－２５－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000035,東京都江戸川区,松島コミュニティ会館,マツシマコミュニティカイカン,,キッズルーム,キッズルーム,,,,江戸川区松島４－２５－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000036,東京都江戸川区,小松川区民館,コマツガワクミンカン,,ホール,ホール,,,,江戸川区平井４－１－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000037,東京都江戸川区,小松川区民館,コマツガワクミンカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区平井４－１－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000038,東京都江戸川区,小松川区民館,コマツガワクミンカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区平井４－１－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000039,東京都江戸川区,小松川区民館,コマツガワクミンカン,,集会室第3,シュウカイシツダイ3,,,,江戸川区平井４－１－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000040,東京都江戸川区,小松川区民館,コマツガワクミンカン,,和室,ワシツ,,,,江戸川区平井４－１－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000041,東京都江戸川区,小松川区民館,コマツガワクミンカン,,くつろぎの間,クツロギノマ,,,,江戸川区平井４－１－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000042,東京都江戸川区,小松川区民館,コマツガワクミンカン,,レクリエーションホール,レクリエーションホール,,,,江戸川区平井４－１－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000043,東京都江戸川区,小松川さくらホール,コマツガワサクラホール,,プール,プール,,,,江戸川区小松川３－６－３,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000044,東京都江戸川区,小松川さくらホール,コマツガワサクラホール,,多目的ホール,タモクテキホール,,,,江戸川区小松川３－６－３,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000045,東京都江戸川区,小松川さくらホール,コマツガワサクラホール,,主催者控室,シュサイシャヒカエシツ,,,,江戸川区小松川３－６－３,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000046,東京都江戸川区,小松川さくらホール,コマツガワサクラホール,,控室第1,ヒカエシツダイ1,,,,江戸川区小松川３－６－３,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000047,東京都江戸川区,小松川さくらホール,コマツガワサクラホール,,控室第2,ヒカエシツダイ2,,,,江戸川区小松川３－６－３,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000048,東京都江戸川区,小松川さくらホール,コマツガワサクラホール,,集会室第1,シュウカイシツダイ1,,,,江戸川区小松川３－６－３,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000049,東京都江戸川区,小松川さくらホール,コマツガワサクラホール,,集会室第2,シュウカイシツダイ2,,,,江戸川区小松川３－６－３,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000050,東京都江戸川区,小松川さくらホール,コマツガワサクラホール,,集会室第3,シュウカイシツダイ3,,,,江戸川区小松川３－６－３,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000051,東京都江戸川区,小松川さくらホール,コマツガワサクラホール,,集会室第4,シュウカイシツダイ4,,,,江戸川区小松川３－６－３,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000052,東京都江戸川区,小松川さくらホール,コマツガワサクラホール,,集会室第5,シュウカイシツダイ5,,,,江戸川区小松川３－６－３,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000053,東京都江戸川区,小松川さくらホール,コマツガワサクラホール,,和室第1,ワシツダイ1,,,,江戸川区小松川３－６－３,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000054,東京都江戸川区,小松川さくらホール,コマツガワサクラホール,,和室第2,ワシツダイ2,,,,江戸川区小松川３－６－３,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000055,東京都江戸川区,小松川さくらホール,コマツガワサクラホール,,音楽室,オンガクシツ,,,,江戸川区小松川３－６－３,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000056,東京都江戸川区,小松川さくらホール,コマツガワサクラホール,,講座講習室,コウザコウシュウシツ,,,,江戸川区小松川３－６－３,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000057,東京都江戸川区,小松川さくらホール,コマツガワサクラホール,,健康スタジオ,ケンコウスタジオ,,,,江戸川区小松川３－６－３,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000058,東京都江戸川区,小松川さくらホール,コマツガワサクラホール,,談話室,ダンワシツ,,,,江戸川区小松川３－６－３,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000059,東京都江戸川区,平井コミュニティ会館,ヒライコミュニティカイカン,,スポーツルーム,スポーツルーム,,,,江戸川区平井４－１８－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000060,東京都江戸川区,平井コミュニティ会館,ヒライコミュニティカイカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区平井４－１８－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000061,東京都江戸川区,平井コミュニティ会館,ヒライコミュニティカイカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区平井４－１８－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000062,東京都江戸川区,平井コミュニティ会館,ヒライコミュニティカイカン,,集会室第3,シュウカイシツダイ3,,,,江戸川区平井４－１８－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000063,東京都江戸川区,平井コミュニティ会館,ヒライコミュニティカイカン,,和室第1,ワシツダイ1,,,,江戸川区平井４－１８－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000064,東京都江戸川区,平井コミュニティ会館,ヒライコミュニティカイカン,,和室第2,ワシツダイ2,,,,江戸川区平井４－１８－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000065,東京都江戸川区,中平井コミュニティ会館,ナカヒライコミュニティカイカン,,スポーツルーム,スポーツルーム,,,,江戸川区平井７－１－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000066,東京都江戸川区,中平井コミュニティ会館,ナカヒライコミュニティカイカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区平井７－１－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000067,東京都江戸川区,中平井コミュニティ会館,ナカヒライコミュニティカイカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区平井７－１－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000068,東京都江戸川区,中平井コミュニティ会館,ナカヒライコミュニティカイカン,,集会室第3,シュウカイシツダイ3,,,,江戸川区平井７－１－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000069,東京都江戸川区,中平井コミュニティ会館,ナカヒライコミュニティカイカン,,集会室第4,シュウカイシツダイ4,,,,江戸川区平井７－１－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000070,東京都江戸川区,中平井コミュニティ会館,ナカヒライコミュニティカイカン,,音楽室,オンガクシツ,,,,江戸川区平井７－１－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000071,東京都江戸川区,中平井コミュニティ会館,ナカヒライコミュニティカイカン,,和室,ワシツ,,,,江戸川区平井７－１－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
