全国地方公共団体コード,ID,地方公共団体名,施設名称,施設名称_カナ,施設名称_英字,スペース名称,スペース名称_カナ,スペース名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,ベビーカー貸出,ベビーカー利用,最大収容人数,面積,机の数,椅子の数,電源口数,音響設備の有無,Wi-Fiの有無,基本料金(円/時間),半日料金,1日料金,料金特記事項,最小利用時間,最大利用時間,予約方法,予約URL,予約電話番号,予約メールアドレス,予約可能最短日,予約可能最長日,即時予約可,駐車場情報,飲食可否,飲食の可否の特記事項,URL,画像,画像_ライセンス,図面,利用規約,キャンセル規定,備考
131237,AA0010000072,東京都江戸川区,中平井コミュニティ会館,ナカヒライコミュニティカイカン,,多目的室,タモクテキシツ,,,,江戸川区平井７－１－６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000073,東京都江戸川区,葛西区民館,カサイクミンカン,,ホール,ホール,,,,江戸川区中葛西３－１０－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000074,東京都江戸川区,葛西区民館,カサイクミンカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区中葛西３－１０－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000075,東京都江戸川区,葛西区民館,カサイクミンカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区中葛西３－１０－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000076,東京都江戸川区,葛西区民館,カサイクミンカン,,集会室第3,シュウカイシツダイ3,,,,江戸川区中葛西３－１０－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000077,東京都江戸川区,葛西区民館,カサイクミンカン,,集会室第4,シュウカイシツダイ4,,,,江戸川区中葛西３－１０－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000078,東京都江戸川区,葛西区民館,カサイクミンカン,,集会室第5,シュウカイシツダイ5,,,,江戸川区中葛西３－１０－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000079,東京都江戸川区,葛西区民館,カサイクミンカン,,集会室第6,シュウカイシツダイ6,,,,江戸川区中葛西３－１０－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000080,東京都江戸川区,葛西区民館,カサイクミンカン,,講座講習室,コウザコウシュウシツ,,,,江戸川区中葛西３－１０－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000081,東京都江戸川区,葛西区民館,カサイクミンカン,,和室,ワシツ,,,,江戸川区中葛西３－１０－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000082,東京都江戸川区,葛西区民館,カサイクミンカン,,くつろぎの間,クツロギノマ,,,,江戸川区中葛西３－１０－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000083,東京都江戸川区,葛西区民館,カサイクミンカン,,レクリエーションホール,レクリエーションホール,,,,江戸川区中葛西３－１０－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000084,東京都江戸川区,葛西区民館,カサイクミンカン,,健康スタジオ,ケンコウスタジオ,,,,江戸川区中葛西３－１０－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000085,東京都江戸川区,北葛西コミュニティ会館,キタカサイコミュニティカイカン,,ホール,ホール,,,,江戸川区北葛西２－１１－３９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000086,東京都江戸川区,北葛西コミュニティ会館,キタカサイコミュニティカイカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区北葛西２－１１－３９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000087,東京都江戸川区,北葛西コミュニティ会館,キタカサイコミュニティカイカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区北葛西２－１１－３９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000088,東京都江戸川区,北葛西コミュニティ会館,キタカサイコミュニティカイカン,,集会室第3,シュウカイシツダイ3,,,,江戸川区北葛西２－１１－３９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000089,東京都江戸川区,北葛西コミュニティ会館,キタカサイコミュニティカイカン,,和室,ワシツ,,,,江戸川区北葛西２－１１－３９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000090,東京都江戸川区,北葛西コミュニティ会館,キタカサイコミュニティカイカン,,音楽室,オンガクシツ,,,,江戸川区北葛西２－１１－３９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000091,東京都江戸川区,二之江コミュニティ会館,ニノエコミュニティカイカン,,スポーツルーム,スポーツルーム,,,,江戸川区江戸川６－４６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000092,東京都江戸川区,二之江コミュニティ会館,ニノエコミュニティカイカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区江戸川６－４６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000093,東京都江戸川区,二之江コミュニティ会館,ニノエコミュニティカイカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区江戸川６－４６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000094,東京都江戸川区,二之江コミュニティ会館,ニノエコミュニティカイカン,,集会室第3,シュウカイシツダイ3,,,,江戸川区江戸川６－４６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000095,東京都江戸川区,二之江コミュニティ会館,ニノエコミュニティカイカン,,和室第1,ワシツダイ1,,,,江戸川区江戸川６－４６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000096,東京都江戸川区,二之江コミュニティ会館,ニノエコミュニティカイカン,,和室第2,ワシツダイ2,,,,江戸川区江戸川６－４６,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000097,東京都江戸川区,南葛西会館,ミナミカサイカイカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区南葛西６－８－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000098,東京都江戸川区,南葛西会館,ミナミカサイカイカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区南葛西６－８－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000099,東京都江戸川区,南葛西会館,ミナミカサイカイカン,,集会室第3,シュウカイシツダイ3,,,,江戸川区南葛西６－８－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000100,東京都江戸川区,南葛西会館,ミナミカサイカイカン,,和室,ワシツ,,,,江戸川区南葛西６－８－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000101,東京都江戸川区,南葛西会館,ミナミカサイカイカン,,大広間第1,オオヒロマダイ1,,,,江戸川区南葛西６－８－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000102,東京都江戸川区,南葛西会館,ミナミカサイカイカン,,大広間第2,オオヒロマダイ2,,,,江戸川区南葛西６－８－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000103,東京都江戸川区,南葛西会館,ミナミカサイカイカン,,レクリエーションホール第1,レクリエーションホールダイ1,,,,江戸川区南葛西６－８－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000104,東京都江戸川区,南葛西会館,ミナミカサイカイカン,,レクリエーションホール第2,レクリエーションホールダイ2,,,,江戸川区南葛西６－８－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000105,東京都江戸川区,新田コミュニティ会館,シンデンコミュニティカイカン,,健康スタジオ,ケンコウスタジオ,,,,江戸川区中葛西７－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000106,東京都江戸川区,新田コミュニティ会館,シンデンコミュニティカイカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区中葛西７－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000107,東京都江戸川区,新田コミュニティ会館,シンデンコミュニティカイカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区中葛西７－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000108,東京都江戸川区,新田コミュニティ会館,シンデンコミュニティカイカン,,集会室第3,シュウカイシツダイ3,,,,江戸川区中葛西７－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000109,東京都江戸川区,新田コミュニティ会館,シンデンコミュニティカイカン,,和室,ワシツ,,,,江戸川区中葛西７－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000110,東京都江戸川区,清新町コミュニティ会館,セイシンチョウコミュニティカイカン,,ホール,ホール,,,,江戸川区清新町１－２－２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000111,東京都江戸川区,清新町コミュニティ会館,セイシンチョウコミュニティカイカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区清新町１－２－２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000112,東京都江戸川区,清新町コミュニティ会館,セイシンチョウコミュニティカイカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区清新町１－２－２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000113,東京都江戸川区,清新町コミュニティ会館,セイシンチョウコミュニティカイカン,,集会室第3,シュウカイシツダイ3,,,,江戸川区清新町１－２－２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000114,東京都江戸川区,清新町コミュニティ会館,セイシンチョウコミュニティカイカン,,集会室第4,シュウカイシツダイ4,,,,江戸川区清新町１－２－２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000115,東京都江戸川区,清新町コミュニティ会館,セイシンチョウコミュニティカイカン,,集会室第5,シュウカイシツダイ5,,,,江戸川区清新町１－２－２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000116,東京都江戸川区,清新町コミュニティ会館,セイシンチョウコミュニティカイカン,,和室,ワシツ,,,,江戸川区清新町１－２－２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000117,東京都江戸川区,清新町コミュニティ会館,セイシンチョウコミュニティカイカン,,料理講習室,リョウリコウシュウシツ,,,,江戸川区清新町１－２－２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000118,東京都江戸川区,清新町コミュニティ会館,セイシンチョウコミュニティカイカン,,音楽室第1,オンガクシツダイ1,,,,江戸川区清新町１－２－２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000119,東京都江戸川区,清新町コミュニティ会館,セイシンチョウコミュニティカイカン,,音楽室第2,オンガクシツダイ2,,,,江戸川区清新町１－２－２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000120,東京都江戸川区,清新町コミュニティ会館,セイシンチョウコミュニティカイカン,,レクリエーションホール第1,レクリエーションホールダイ1,,,,江戸川区清新町１－２－２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000121,東京都江戸川区,清新町コミュニティ会館,セイシンチョウコミュニティカイカン,,レクリエーションホール第2,レクリエーションホールダイ2,,,,江戸川区清新町１－２－２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000122,東京都江戸川区,清新町コミュニティ会館,セイシンチョウコミュニティカイカン,,くつろぎの間,クツロギノマ,,,,江戸川区清新町１－２－２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000123,東京都江戸川区,清新町コミュニティ会館,セイシンチョウコミュニティカイカン,,多目的ルーム,タモクテキルーム,,,,江戸川区清新町１－２－２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000124,東京都江戸川区,臨海町コミュニティ会館,リンカイチョウコミュニティカイカン,,スポーツルーム,スポーツルーム,,,,江戸川区臨海町２－２－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000125,東京都江戸川区,臨海町コミュニティ会館,リンカイチョウコミュニティカイカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区臨海町２－２－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000126,東京都江戸川区,臨海町コミュニティ会館,リンカイチョウコミュニティカイカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区臨海町２－２－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000127,東京都江戸川区,臨海町コミュニティ会館,リンカイチョウコミュニティカイカン,,集会室第3,シュウカイシツダイ3,,,,江戸川区臨海町２－２－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000128,東京都江戸川区,臨海町コミュニティ会館,リンカイチョウコミュニティカイカン,,集会室第4,シュウカイシツダイ4,,,,江戸川区臨海町２－２－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000129,東京都江戸川区,臨海町コミュニティ会館,リンカイチョウコミュニティカイカン,,集会室第5,シュウカイシツダイ5,,,,江戸川区臨海町２－２－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000130,東京都江戸川区,臨海町コミュニティ会館,リンカイチョウコミュニティカイカン,,集会室第6,シュウカイシツダイ6,,,,江戸川区臨海町２－２－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000131,東京都江戸川区,臨海町コミュニティ会館,リンカイチョウコミュニティカイカン,,音楽室,オンガクシツ,,,,江戸川区臨海町２－２－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000132,東京都江戸川区,臨海町コミュニティ会館,リンカイチョウコミュニティカイカン,,和室,ワシツ,,,,江戸川区臨海町２－２－９,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000133,東京都江戸川区,東葛西コミュニティ会館,ヒガシカサイコミュニティカイカン,,スポーツルーム,スポーツルーム,,,,江戸川区東葛西８－２２－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000134,東京都江戸川区,東葛西コミュニティ会館,ヒガシカサイコミュニティカイカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区東葛西８－２２－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000135,東京都江戸川区,東葛西コミュニティ会館,ヒガシカサイコミュニティカイカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区東葛西８－２２－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000136,東京都江戸川区,東葛西コミュニティ会館,ヒガシカサイコミュニティカイカン,,集会室第3,シュウカイシツダイ3,,,,江戸川区東葛西８－２２－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000137,東京都江戸川区,東葛西コミュニティ会館,ヒガシカサイコミュニティカイカン,,集会室第4,シュウカイシツダイ4,,,,江戸川区東葛西８－２２－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000138,東京都江戸川区,東葛西コミュニティ会館,ヒガシカサイコミュニティカイカン,,集会室第5,シュウカイシツダイ5,,,,江戸川区東葛西８－２２－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000139,東京都江戸川区,東葛西コミュニティ会館,ヒガシカサイコミュニティカイカン,,集会室第6,シュウカイシツダイ6,,,,江戸川区東葛西８－２２－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000140,東京都江戸川区,東葛西コミュニティ会館,ヒガシカサイコミュニティカイカン,,和室,ワシツ,,,,江戸川区東葛西８－２２－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000141,東京都江戸川区,東葛西コミュニティ会館,ヒガシカサイコミュニティカイカン,,音楽室,オンガクシツ,,,,江戸川区東葛西８－２２－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
