16．天白区,,"令和6年4月1日現在
名古屋市が設置した都市公園",,
1.都市公園,,,,
No.,名　　称,所　　在　　地,"面積
（ha）","開園
年度"
1,一つ山第一公園,天白区一つ山１丁目,0.41 ,S40
2,一つ山第二公園,天白区一つ山２丁目,0.43 ,S40
3,天白川緑地,"天白区天白町大字島田字大下、字中曽根、字保呂、
　　字曲尺手、字西寄鷺、大字八事字八事前、
　　字川之内、字中砂入、字中根前、字柳原、
　　大字植田字西屋下、字預堅、植田南一丁目、
瑞穂区弥富町字井ノ元、字関取
南区呼続町字大堀、字角崎",8.92 ,S43
90,黒石中平公園,天白区中平五丁目,0.20 ,S61
91,表山西公園,天白区表山三丁目,0.09 ,S61
92,南屋敷公園,天白区笹原町,0.26 ,S63
93,下山畑公園,天白区菅田一丁目,0.22 ,S63
94,菅田公園,天白区菅田二丁目,0.20 ,S63
95,梅が丘公園,天白区梅が丘三丁目,0.17 ,H1
96,梅が丘北公園,天白区梅が丘二丁目,0.22 ,H1
97,平針黒石公園,天白区平針南一丁目,0.09 ,H1
98,中平公園,天白区中平三丁目,0.18 ,H1
99,大久手公園,天白区焼山一丁目,0.19 ,H1
100,植田鴻ノ巣公園,天白区鴻ノ巣一丁目,0.19 ,H1
101,植田焼山公園,天白区焼山二丁目,0.19 ,H1
102,三七川原公園,天白区鴻ノ巣二丁目,0.19 ,H1
103,三郎廻間第一公園,天白区梅が丘三丁目,0.18 ,H1
104,八事裏山北公園,天白区八事山,0.04 ,H1
105,天白公園,"天白区天白町大字島田字黒石、字山ノ杁、
　　大字平針字黒石、土原三丁目",16.31 ,H2
106,鶯谷公園,天白区表山一丁目,0.15 ,H2
107,植田中央公園,天白区植田本町一丁目,2.05 ,H2
108,東屋敷公園,天白区植田二丁目,0.18 ,H3
109,源右ヱ門公園,天白区元植田一丁目,0.18 ,H3
110,植田東公園,天白区植田東二丁目,0.18 ,H3
111,株田公園,天白区植田東三丁目,0.18 ,H3
112,三郎廻間第二公園,天白区梅が丘五丁目,0.18 ,H3
113,古川公園,天白区古川町,0.21 ,H3
114,向之山公園,天白区向が丘四丁目,0.05 ,H3
115,新音聞橋緑地,天白区植田南一丁目、植田南二丁目,0.11 ,H3
116,久方公園,天白区久方二丁目,0.03 ,H3
117,植田北屋敷公園,天白区元植田三丁目,0.18 ,H3
118,塩釜口公園,天白区塩釜口一丁目,0.03 ,H3
119,塔ノ前公園,天白区植田本町三丁目,0.18 ,H3
120,御前場東公園,天白区御前場町,0.22 ,H4
121,島田高島公園,天白区高島二丁目,0.10 ,H4
122,相生山緑地,天白区天白町大字野並字上新田,1.24 ,H5
123,島田緑地,天白区高島二丁目,2.90 ,H6
124,八事表山公園,天白区表山一丁目,0.02 ,H7
125,稲葉山公園,天白区植田一丁目,1.04 ,H9
126,福池公園,天白区福池一丁目,0.18 ,H11
127,塩釜口西公園,天白区塩釜口一丁目,0.10 ,H12
128,植田山西公園,天白区植田山一丁目,0.07 ,H16
129,植田山北公園,天白区植田山一丁目,0.11 ,H16
130,平針黒石東公園,天白区天白町大字平針字黒石,0.02 ,H18
131,井の森公園,天白区井の森町,0.12 ,H20
132,三ケ月山第一公園,天白区平針南二丁目,0.22 ,H21
133,三ケ月山第二公園,天白区平針南四丁目,0.54 ,H21
134,奴女里川公園,天白区荒池二丁目,0.16 ,H22
135,荒池下公園,天白区荒池二丁目,0.39 ,H22
136,土原が丘公園,天白区土原一丁目,0.20 ,R1
