"施設名","所在地","緯度","経度"
"県立横須賀南高校グランド","神奈川県横須賀市佐原4-20-1","35.236984","139.68994"
"桜小学校グランド","神奈川県横須賀市坂本町1-19","35.272746","139.657549"
"坂本中学校グランド","神奈川県横須賀市坂本町1-19","35.272247","139.659469"
"不入斗中学校グランド","神奈川県横須賀市坂本町1-19","35.272185","139.660993"
"望洋小学校グランド","神奈川県横須賀市桜ヶ丘1-50-1","35.254672","139.702604"
"ヴェルニー公園","神奈川県横須賀市汐入町1-1","35.283342","139.6592"
"常葉中学校グランド","神奈川県横須賀市小川町18","35.281886","139.673922"
"諏訪小学校グランド","神奈川県横須賀市小川町18","35.282027","139.672946"
"湘南国際村西公園","神奈川県横須賀市湘南国際村1-2","35.253906","139.605834"
"鷹取中学校グランド","神奈川県横須賀市湘南鷹取2-30-1","35.308111","139.622425"
"鷹取小学校グランド","神奈川県横須賀市湘南鷹取4-7-1","35.30747","139.614638"
"森崎小学校グランド","神奈川県横須賀市森崎3-13-1","35.245366","139.678828"
"大矢部中学校グランド","神奈川県横須賀市森崎5-14-2","35.245237","139.665334"
"中央公園","神奈川県横須賀市深田台19","35.275501","139.673554"
"神明小学校グランド","神奈川県横須賀市神明町407","35.226571","139.701692"
"神明中学校グランド","神奈川県横須賀市神明町903","35.22488","139.700498"
"逸見小学校グランド","神奈川県横須賀市西逸見町1-14","35.283171","139.649882"
"高坂小学校グランド","神奈川県横須賀市西浦賀3-1-1","35.241763","139.714501"
"田浦中学校グランド","神奈川県横須賀市船越町7-66","35.302019","139.631349"
"防衛大学校グランド","神奈川県横須賀市走水1-10-20","35.258496","139.724233"
"武山小学校グランド","神奈川県横須賀市太田和3-1-1","35.224435","139.639791"
"県立横須賀大津高校グランド","神奈川県横須賀市大津町4-17-1","35.258492","139.690908"
"大津中学校グランド","神奈川県横須賀市大津町5-2-1","35.25984","139.690884"
"大津公園","神奈川県横須賀市大津町5-4-1","35.258075","139.688526"
"根岸小学校グランド","神奈川県横須賀市大津町5-5-1","35.256402","139.686692"
"市営公園墓地","神奈川県横須賀市大矢部6-1033","35.2382","139.663104"
"池上小学校グランド","神奈川県横須賀市池上3-5-1","35.259833","139.648217"
"池上中学校グランド","神奈川県横須賀市池上3-5-1","35.26109","139.647412"
"大塚台小学校グランド","神奈川県横須賀市池田町3-1-1","35.245023","139.693853"
"長井中学校グランド","神奈川県横須賀市長井5-12-1","35.205786","139.612976"
"長井小学校グランド","神奈川県横須賀市長井5-9-1","35.204693","139.61236"
"長沢中学校グランド","神奈川県横須賀市長沢5-1-1","35.214596","139.674508"
"県立津久井浜高校グランド","神奈川県横須賀市津久井4-4-1","35.200689","139.662358"
"津久井小学校グランド","神奈川県横須賀市津久井5-2-1","35.20715","139.667304"
"海上自衛隊　第２術科学校グランド","神奈川県横須賀市田浦港町","35.294081","139.634214"
"田浦小学校グランド","神奈川県横須賀市田浦町3-55","35.290518","139.63164"
"沢山小学校グランド","神奈川県横須賀市東逸見町3-35","35.274781","139.650047"
"馬堀小学校グランド","神奈川県横須賀市馬堀町4-10-1","35.259365","139.714514"
"馬堀中学校グランド","神奈川県横須賀市馬堀町4-10-2","35.259118","139.716328"
"鶴久保小学校グランド","神奈川県横須賀市不入斗町1-1","35.267635","139.666796"
"不入斗公園","神奈川県横須賀市不入斗町1-2","35.268353","139.663617"
"武山中学校グランド","神奈川県横須賀市武3-31-1","35.218213","139.644931"
"西公園","神奈川県横須賀市武3-33-1","35.218303","139.646074"
"衣笠公園","神奈川県横須賀市平作1-6","35.257528","139.65731"
"城北小学校グランド","神奈川県横須賀市平作1-6-1","35.256745","139.656839"
"衣笠中学校グランド","神奈川県横須賀市平作2-31-1","35.25287","139.653443"
"横須賀市学校給食センター","神奈川県横須賀市平作5-28-10","35.258163","139.643601"
"うみかぜ公園","神奈川県横須賀市平成町3-23","35.276455","139.683575"
"野比小学校グランド","神奈川県横須賀市野比1-25-1","35.215922","139.684793"
"野比中学校グランド","神奈川県横須賀市野比4-4-1","35.216171","139.694011"
"野比東小学校グランド","神奈川県横須賀市野比4-6-1","35.213517","139.695622"
"横浜市立さちが丘小学校　校舎６","神奈川県横浜市旭区さちが丘110-1","35.456809","139.522987"
"横浜市立さちが丘小学校　校舎４","神奈川県横浜市旭区さちが丘110-1","35.456915","139.523303"
"横浜市立さちが丘小学校　校舎１７－１","神奈川県横浜市旭区さちが丘110-1","35.456757","139.522499"
"横浜市立さちが丘小学校　校舎５","神奈川県横浜市旭区さちが丘110-1","35.457028","139.522992"
"横浜市立さちが丘小学校　体育館","神奈川県横浜市旭区さちが丘110-1","35.457163","139.522831"
"横浜市立さちが丘小学校　校舎１８","神奈川県横浜市旭区さちが丘110-1","35.456766","139.523212"
"横浜市立旭中学校　校舎７","神奈川県横浜市旭区今宿2-40-1","35.474155","139.517446"
"横浜市立旭中学校　校舎１","神奈川県横浜市旭区今宿2-40-1","35.474194","139.517977"
"横浜市立旭中学校　体育館","神奈川県横浜市旭区今宿2-40-1","35.473849","139.518202"
"横浜市立今宿中学校　校舎４","神奈川県横浜市旭区今宿東町825","35.485081","139.536791"
"横浜市立今宿中学校　体育館","神奈川県横浜市旭区今宿東町825","35.484954","139.537285"
"横浜市立今宿中学校　校舎１","神奈川県横浜市旭区今宿東町825","35.48474","139.536904"
"横浜市立今宿小学校　校舎１","神奈川県横浜市旭区今宿東町829","35.484199","139.53647"
"横浜市立今宿小学校　体育館","神奈川県横浜市旭区今宿東町829","35.484282","139.535826"
"横浜市立今宿小学校　校舎２","神奈川県横浜市旭区今宿東町829","35.484391","139.536668"
"横浜市立今宿南小学校　校舎１１","神奈川県横浜市旭区今宿南町1879-2","35.47893","139.529263"
"横浜市立今宿南小学校　校舎１－１","神奈川県横浜市旭区今宿南町1879-2","35.479183","139.52915"
"横浜市立今宿南小学校　体育館","神奈川県横浜市旭区今宿南町1879-2","35.479035","139.528512"
"旧横浜市立左近山第二小学校　校舎１","神奈川県横浜市旭区左近山1011","35.45715","139.556166"
"旧横浜市立左近山第二小学校　校舎４－４","神奈川県横浜市旭区左近山1011","35.457341","139.556789"
"旧横浜市立左近山第二小学校　体育館","神奈川県横浜市旭区左近山1011","35.457473","139.556826"
"左近山中学校体育館４－１","神奈川県横浜市旭区左近山1335-2","35.459215","139.550763"
"左近山中学校校舎１","神奈川県横浜市旭区左近山1335-2","35.459581","139.551072"
"左近山中学校校舎３","神奈川県横浜市旭区左近山1335-2","35.459883","139.551026"
"横浜市立左近山小学校　体育館","神奈川県横浜市旭区左近山1997-2","35.461946","139.550149"
"横浜市立左近山小学校　校舎１","神奈川県横浜市旭区左近山1997-2","35.462377","139.549853"
"横浜市立左近山小学校　校舎６","神奈川県横浜市旭区左近山1997-2","35.462084","139.549322"
"横浜市立左近山小学校　校舎３１","神奈川県横浜市旭区左近山1997-2","35.46173","139.549196"
"横浜市立笹野台小学校　校舎７－１","神奈川県横浜市旭区笹野台4-48-1","35.473196","139.510685"
"横浜市立笹野台小学校　体育館","神奈川県横浜市旭区笹野台4-48-1","35.473105","139.510685"
"横浜市立笹野台小学校　校舎２","神奈川県横浜市旭区笹野台4-48-1","35.47348","139.510298"
"横浜市立市沢小学校　体育館","神奈川県横浜市旭区市沢町781","35.462128","139.559311"
"横浜市立市沢小学校　校舎１","神奈川県横浜市旭区市沢町781","35.461713","139.558861"
"横浜市立若葉台特別支援学校　校舎２","神奈川県横浜市旭区若葉台2-1-1","35.502699","139.501773"
"横浜市立若葉台特別支援学校　校舎１","神奈川県横浜市旭区若葉台2-1-1","35.502961","139.502336"
"横浜市立若葉台特別支援学校　体育館","神奈川県横浜市旭区若葉台2-1-1","35.503293","139.502261"
"横浜市立若葉台小学校　校舎９－１","神奈川県横浜市旭区若葉台2-14-1","35.508689","139.500865"
"横浜市立若葉台小学校　校舎１","神奈川県横浜市旭区若葉台2-14-1","35.508659","139.500575"
"横浜市立若葉台小学校　校舎１１","神奈川県横浜市旭区若葉台2-14-1","35.508292","139.500575"
"横浜市立若葉台小学校　体育館","神奈川県横浜市旭区若葉台2-14-1","35.508327","139.501289"
"横浜市立若葉台小学校　校舎１０－１","神奈川県横浜市旭区若葉台2-14-1","35.508471","139.500436"
"旧横浜市立若葉台西中学校　体育館","神奈川県横浜市旭区若葉台4-34-1","35.50558","139.49078"
"旧横浜市立若葉台西中学校　校舎２","神奈川県横浜市旭区若葉台4-34-1","35.505742","139.491638"
"旧横浜市立若葉台西中学校　校舎１","神奈川県横浜市旭区若葉台4-34-1","35.50534","139.491552"
"旧横浜市立左近山小高小学校　体育館","神奈川県横浜市旭区小高町55-2","35.462141","139.553819"
"旧横浜市立左近山小高小学校　校舎１","神奈川県横浜市旭区小高町55-2","35.461821","139.553689"
"横浜市立上川井小学校　体育館","神奈川県横浜市旭区上川井町2913","35.498279","139.503105"
"横浜市立上川井小学校　校舎６","神奈川県横浜市旭区上川井町2913","35.498603","139.502939"
"横浜市立上白根小学校　校舎１","神奈川県横浜市旭区上白根2-45-1","35.495538","139.539472"
"横浜市立上白根小学校　体育館","神奈川県横浜市旭区上白根2-45-1","35.495739","139.539525"
"横浜市立上白根小学校　校舎６","神奈川県横浜市旭区上白根2-45-1","35.495319","139.539783"
"横浜市立上白根小学校　校舎１－４","神奈川県横浜市旭区上白根2-45-1","35.495713","139.539826"
"横浜市立上白根北中学校　校舎３－１","神奈川県横浜市旭区上白根2-47-1","35.49546","139.537038"
"横浜市立上白根北中学校　体育館","神奈川県横浜市旭区上白根2-47-1","35.495722","139.537075"
"横浜市立上白根北中学校　校舎２","神奈川県横浜市旭区上白根2-47-1","35.495857","139.537515"
"横浜市立上白根北中学校　校舎１","神奈川県横浜市旭区上白根2-47-1","35.495355","139.537423"
"旧横浜市立上白根中学校　校舎７","神奈川県横浜市旭区上白根町868","35.498568","139.532871"
"旧横浜市立上白根中学校　校舎１","神奈川県横浜市旭区上白根町868","35.498188","139.532361"
"旧横浜市立上白根中学校　体育館","神奈川県横浜市旭区上白根町868","35.497695","139.532313"
"横浜市立四季の森小学校　体育館","神奈川県横浜市旭区上白根町901","35.496694","139.532257"
"横浜市立四季の森小学校　校舎１－１","神奈川県横浜市旭区上白根町901","35.496545","139.531752"
"横浜市立四季の森小学校　校舎３","神奈川県横浜市旭区上白根町901","35.496851","139.531683"
"横浜市立四季の森小学校　校舎１０","神奈川県横浜市旭区上白根町901","35.49686","139.532192"
"横浜市立川井小学校　体育館","神奈川県横浜市旭区川井宿町32-2","35.493616","139.520223"
"横浜市立川井小学校　校舎１","神奈川県横浜市旭区川井宿町32-2","35.493944","139.520657"
"横浜市立本宿中学校　体育館","神奈川県横浜市旭区川島町1979","35.464832","139.547568"
"横浜市立本宿中学校　校舎１","神奈川県横浜市旭区川島町1979","35.46437","139.547611"
"横浜市立本宿中学校　校舎６","神奈川県横浜市旭区川島町1979","35.464099","139.547616"
"横浜市立善部小学校　体育館","神奈川県横浜市旭区善部町4-1","35.45142","139.516388"
"横浜市立善部小学校　校舎１","神奈川県横浜市旭区善部町4-1","35.451242","139.516432"
"横浜市立万騎が原小学校　校舎１","神奈川県横浜市旭区大池町66","35.452748","139.533885"
"横浜市立万騎が原小学校　体育館","神奈川県横浜市旭区大池町66","35.452543","139.533397"
"横浜市立万騎が原小学校　校舎５","神奈川県横浜市旭区大池町66","35.452534","139.534127"
"横浜市立希望ケ丘小学校　校舎１２","神奈川県横浜市旭区中希望が丘124","35.458558","139.512009"
"横浜市立希望ケ丘小学校　校舎１","神奈川県横浜市旭区中希望が丘124","35.458877","139.512046"
"横浜市立希望ケ丘小学校　体育館","神奈川県横浜市旭区中希望が丘124","35.458523","139.512851"
"横浜市立希望ケ丘小学校　校舎９","神奈川県横浜市旭区中希望が丘124","35.459078","139.512604"
"横浜市立中沢小学校　校舎１－３","神奈川県横浜市旭区中沢3-25-1","35.47493","139.522137"
"横浜市立中沢小学校　体育館","神奈川県横浜市旭区中沢3-25-1","35.474821","139.522153"
"横浜市立中沢小学校　校舎１２","神奈川県横浜市旭区中沢3-25-1","35.474393","139.521858"
"横浜市立中沢小学校　校舎１","神奈川県横浜市旭区中沢3-25-1","35.474664","139.522319"
"横浜市立白根小学校　体育館","神奈川県横浜市旭区中白根1-9-1","35.487192","139.544004"
"横浜市立白根小学校　校舎１７","神奈川県横浜市旭区中白根1-9-1","35.487475","139.544793"
"横浜市立白根小学校　校舎８","神奈川県横浜市旭区中白根1-9-1","35.487842","139.544417"
"横浜市立白根小学校　校舎１","神奈川県横浜市旭区中白根1-9-1","35.487623","139.543881"
"横浜市立白根小学校　校舎７","神奈川県横浜市旭区中白根1-9-1","35.487772","139.544868"
"横浜市立中尾小学校　校舎１","神奈川県横浜市旭区中尾1-8-1","35.465582","139.522491"
"横浜市立中尾小学校　体育館","神奈川県横浜市旭区中尾1-8-1","35.465892","139.522363"
"横浜市立鶴ケ峯小学校　体育館","神奈川県横浜市旭区鶴ケ峰1-42","35.471778","139.551389"
"横浜市立鶴ケ峯小学校　校舎３","神奈川県横浜市旭区鶴ケ峰1-42","35.472053","139.551523"
"横浜市立鶴ケ峯小学校　校舎５","神奈川県横浜市旭区鶴ケ峰1-42","35.471944","139.552043"
"横浜市立鶴ケ峯中学校　校舎１８","神奈川県横浜市旭区鶴ケ峰本町3-28-1","35.481851","139.54269"
"横浜市立鶴ケ峯中学校　校舎２９－１","神奈川県横浜市旭区鶴ケ峰本町3-28-1","35.481908","139.542074"
"横浜市立鶴ケ峯中学校　体育館","神奈川県横浜市旭区鶴ケ峰本町3-28-1","35.482126","139.541612"
"横浜市立鶴ケ峯中学校　校舎１０","神奈川県横浜市旭区鶴ケ峰本町3-28-1","35.481567","139.542573"
"横浜市立都岡小学校　体育館","神奈川県横浜市旭区都岡町4-8","35.484837","139.521627"
"横浜市立都岡小学校　校舎７","神奈川県横浜市旭区都岡町4-8","35.485619","139.5213"
"横浜市立都岡小学校　校舎６","神奈川県横浜市旭区都岡町4-8","35.485265","139.521155"
"横浜市立東希望が丘小学校　体育館","神奈川県横浜市旭区東希望が丘155","35.464203","139.511124"
"横浜市立東希望が丘小学校　校舎１","神奈川県横浜市旭区東希望が丘155","35.464482","139.511563"
"横浜市立南希望が丘中学校　体育館","神奈川県横浜市旭区南希望が丘108-8","35.457257","139.508798"
"横浜市立南希望が丘中学校　校舎１６","神奈川県横浜市旭区南希望が丘108-8","35.456829","139.509705"
"横浜市立南希望が丘中学校　校舎１５－１","神奈川県横浜市旭区南希望が丘108-8","35.456859","139.509394"
"横浜市立南希望が丘中学校　校舎１－１","神奈川県横浜市旭区南希望が丘108-8","35.457122","139.509512"
"横浜市立南本宿小学校　体育館","神奈川県横浜市旭区南本宿町79","35.458109","139.538998"
"横浜市立南本宿小学校　校舎１","神奈川県横浜市旭区南本宿町79","35.458432","139.538456"
"横浜市立二俣川小学校　体育館","神奈川県横浜市旭区二俣川1-33","35.46411","139.529496"
"横浜市立二俣川小学校　校舎１２","神奈川県横浜市旭区二俣川1-33","35.464302","139.528965"
"横浜市立二俣川小学校　校舎３","神奈川県横浜市旭区二俣川1-33","35.463913","139.529475"
"横浜市立二俣川小学校　校舎１","神奈川県横浜市旭区二俣川1-33","35.463913","139.529126"
"横浜市立不動丸小学校　校舎１","神奈川県横浜市旭区白根3-33-1","35.483486","139.550405"
"横浜市立不動丸小学校　校舎９","神奈川県横浜市旭区白根3-33-1","35.4837","139.549912"
"横浜市立不動丸小学校　体育館","神奈川県横浜市旭区白根3-33-1","35.483673","139.550143"
"横浜市立本宿小学校　校舎１","神奈川県横浜市旭区本宿町16","35.469183","139.544326"
"横浜市立本宿小学校　体育館","神奈川県横浜市旭区本宿町16","35.4689","139.544068"
"横浜市立本宿小学校　校舎３０","神奈川県横浜市旭区本宿町16","35.468952","139.544256"
"横浜市立本宿小学校　校舎５","神奈川県横浜市旭区本宿町16","35.469009","139.544852"
"横浜市立万騎が原中学校　校舎２３－１","神奈川県横浜市旭区万騎が原31","35.457231","139.536056"
"横浜市立万騎が原中学校　校舎７－１","神奈川県横浜市旭区万騎が原31","35.457747","139.535761"
"横浜市立万騎が原中学校　校舎６","神奈川県横浜市旭区万騎が原31","35.458048","139.536506"
"横浜市立万騎が原中学校　校舎５－１","神奈川県横浜市旭区万騎が原31","35.458131","139.536007"
"横浜市立万騎が原中学校　体育館","神奈川県横浜市旭区万騎が原31","35.457319","139.535879"
"横浜市立山王台小学校　校舎１","神奈川県横浜市磯子区磯子5-2-1","35.407862","139.614513"
"横浜市立山王台小学校　校舎１２","神奈川県横浜市磯子区磯子5-2-1","35.407691","139.614277"
"横浜市立山王台小学校　体育館","神奈川県横浜市磯子区磯子5-2-1","35.408072","139.614197"
"横浜市立浜小学校　校舎１","神奈川県横浜市磯子区磯子台23-1","35.405442","139.613029"
"横浜市立浜小学校　体育館１９","神奈川県横浜市磯子区磯子台23-1","35.406015","139.613694"
"横浜市立浜小学校　校舎１４－３","神奈川県横浜市磯子区磯子台23-1","35.405783","139.613329"
"横浜市立浜小学校　校舎１４","神奈川県横浜市磯子区磯子台23-1","35.405884","139.613045"
