"施設名","所在地","緯度","経度"
"瑞昌寺","岩手県一関市花泉町永井字寺前271","38.794662","141.226147"
"祥雲寺","岩手県一関市花泉町永井字川ノ口46","38.791433","141.240417"
"高倉介護予防センター","岩手県一関市花泉町永井字薬師沢111","38.753991","141.229251"
"永井市民センター","岩手県一関市花泉町永井字粒乱田69-1","38.780189","141.227328"
"花夢パル","岩手県一関市花泉町花泉字伊勢沢14-3","38.835258","141.170845"
"奈良坂生活改善センター","岩手県一関市花泉町花泉字高田31-1","38.836715","141.131436"
"徳壽院","岩手県一関市花泉町花泉字西郷ノ目30","38.8447","141.18361"
"花泉駅前コミュニティセンター","岩手県一関市花泉町花泉字地平17-44","38.833954","141.17991"
"花泉市民センター","岩手県一関市花泉町花泉字天王沢沖109-1","38.845782","141.161181"
"花泉高等学校","岩手県一関市花泉町花泉字林ノ沢17-9","38.830262","141.174986"
"金沢市民センター","岩手県一関市花泉町金沢字大柳56","38.849202","141.176725"
"宝持院","岩手県一関市花泉町金沢字大柳61","38.85009","141.17675"
"刈生沢コミュニティセンター","岩手県一関市花泉町金沢字中屋敷38","38.865557","141.203494"
"日形市民センター","岩手県一関市花泉町日形字井戸沢38-2","38.833351","141.249829"
"日形体育館","岩手県一関市花泉町日形字町裏131","38.831598","141.254658"
"寶祥寺","岩手県一関市花泉町油島字柿ノ木3","38.824912","141.170798"
"油島市民センター","岩手県一関市花泉町油島字上築道34-1","38.811812","141.175959"
"満昌寺","岩手県一関市花泉町油島字憧伝沢35","38.794827","141.170789"
"夏川沿岸土地改良区広場","岩手県一関市花泉町油島字日向平57-1","38.787047","141.167581"
"わくつこども園","岩手県一関市花泉町涌津字悪法師38-312","38.799601","141.192199"
"花泉中学校","岩手県一関市花泉町涌津字古川8","38.830688","141.188045"
"長禅寺","岩手県一関市花泉町涌津字後山12","38.816924","141.192697"
"亥年コミュニティセンター","岩手県一関市花泉町涌津字山中31-110","38.797285","141.193485"
"涌津市民センター","岩手県一関市花泉町涌津字松ノ坊65-2","38.812914","141.196451"
"花泉総合福祉センター","岩手県一関市花泉町老松字水沢193-1","38.834236","141.189768"
"花泉体育館","岩手県一関市花泉町老松字水沢209-1","38.835006","141.191359"
"大祥寺","岩手県一関市花泉町老松字水沢屋敷58","38.836731","141.196453"
"老松市民センター","岩手県一関市花泉町老松字藤田274-2","38.828656","141.202679"
"関が丘市民センター","岩手県一関市関が丘16-1","38.919903","141.142993"
"法師宗大法院","岩手県一関市宮前町12-28","38.937639","141.126846"
"旧本寺中学校","岩手県一関市厳美町字岡山16-4","38.972229","140.938252"
"厳美市民センター（一関自然休養村管理センター）","岩手県一関市厳美町字沖野々116-6","38.944054","141.052914"
"都市農村交流館（道の駅厳美渓）","岩手県一関市厳美町字沖野々220-1","38.94634","141.052934"
"瀧門寺","岩手県一関市厳美町字鴻ノ巣206","38.937412","141.04788"
"骨寺村荘園交流館","岩手県一関市厳美町字若神子241-2","38.972414","140.959737"
"厳美中学校","岩手県一関市厳美町字上ノ台45-1","38.942984","141.04152"
"厳美小学校","岩手県一関市厳美町字上ノ台55-2","38.943051","141.042427"
"厳美市民センター山谷分館","岩手県一関市厳美町字入道200","38.969018","140.99918"
"狐禅寺市民センター","岩手県一関市狐禅寺字小倉沢100-1","38.939592","141.180043"
"一関市総合体育館","岩手県一関市狐禅寺字石ノ瀬25-3","38.940854","141.155704"
"一関清掃センター","岩手県一関市狐禅寺字草ケ沢36-41","38.944775","141.192667"
"山目小学校","岩手県一関市幸町2-47","38.929639","141.122906"
"サン・アビリティーズ一関","岩手県一関市三関字桜町36-3","38.929372","141.151841"
"桜町中学校","岩手県一関市三関字桜町39-2","38.930486","141.152617"
"磐井中学校","岩手県一関市山目字館46-1","38.939007","141.123467"
