"施設名","所在地","緯度","経度"
"総合保健福祉センター","大分県宇佐市安心院町下毛2111-1","33.439355","131.354914"
"安心院中学校　体育館","大分県宇佐市安心院町下毛2222-1","33.436104","131.356284"
"安心院中学校","大分県宇佐市安心院町下毛2222-1","33.435746","131.356765"
"津房小学校","大分県宇佐市安心院町五郎丸380-2","33.391063","131.396718"
"津房小学校　体育館","大分県宇佐市安心院町五郎丸380-2","33.390682","131.396207"
"佐田小学校　体育館","大分県宇佐市安心院町佐田215","33.441905","131.395887"
"佐田小学校","大分県宇佐市安心院町佐田215","33.441606","131.395751"
"佐田地区公民館","大分県宇佐市安心院町佐田246-1","33.442258","131.395812"
"安心院小学校　体育館","大分県宇佐市安心院町木裳115-1","33.435628","131.357772"
"安心院小学校","大分県宇佐市安心院町木裳115-1","33.43533","131.35841"
"深見地区公民館","大分県宇佐市安心院町矢畑25-1","33.394318","131.341364"
"深見小学校","大分県宇佐市安心院町矢畑40-2","33.393449","131.341128"
"深見小学校　体育館","大分県宇佐市安心院町矢畑40-2","33.393963","131.34151"
"津房地区公民館","大分県宇佐市安心院町六郎丸666-2","33.392869","131.394046"
"羽馬礼分校","大分県宇佐市院内町羽馬礼212-1","33.352293","131.275393"
"南院内地区コミュニティーセンター","大分県宇佐市院内町下恵良672","33.385795","131.293269"
"南院内小学校　体育館","大分県宇佐市院内町下恵良687","33.38462","131.291238"
"南院内小学校","大分県宇佐市院内町下恵良687","33.384441","131.29176"
"院内北部小学校　体育館","大分県宇佐市院内町櫛野646","33.461459","131.328242"
"院内北部小学校","大分県宇佐市院内町櫛野646","33.461423","131.328777"
"院内地区コミュニティーセンター","大分県宇佐市院内町景平235","33.401136","131.299641"
"両川地区公民館","大分県宇佐市院内町香下207-2","33.478602","131.332176"
"山村開発センター（院内支所庁舎）","大分県宇佐市院内町山城39","33.42054","131.316765"
"院内中学校　体育館","大分県宇佐市院内町山城54","33.418985","131.31688"
"院内中学校","大分県宇佐市院内町山城54","33.419708","131.316011"
"中部小学校　体育館","大分県宇佐市院内町山城91","33.418152","131.316204"
"中部小学校","大分県宇佐市院内町山城91","33.418224","131.315812"
"高並地区多目的共同利用施設","大分県宇佐市院内町小稲22-1","33.439673","131.304785"
"高並体育館","大分県宇佐市院内町小稲24-1","33.440147","131.305884"
"老人憩いの家","大分県宇佐市院内町上余160","33.37718","131.307743"
"上院内分校","大分県宇佐市院内町定別当44","33.392239","131.252552"
"糸口山老人憩の家","大分県宇佐市大字猿渡1160-36","33.538496","131.302785"
"北部中学校　体育館","大分県宇佐市大字下時枝369-1","33.560245","131.308376"
"北部中学校","大分県宇佐市大字下時枝369-1","33.559933","131.307697"
"下拝田地区コミュニティ消防センター","大分県宇佐市大字下拝田233-2","33.50906","131.33207"
