"施設名","所在地","緯度","経度"
"一本松山村開発センター（一本松公民館）","愛媛県愛南町一本松3520","32.96318","132.647469"
"町道弓立越田線ー高台","愛媛県愛南町越田296","32.948146","132.538541"
"猿鳴集会所","愛媛県愛南町猿鳴160-2","32.972326","132.485521"
"県道ー町道矢呂線分岐付近","愛媛県愛南町猿鳴54-3","32.974573","132.488789"
"秋葉神社付近","愛媛県愛南町下久家128","32.938488","132.509223"
"家串東","愛媛県愛南町家串1114","33.04752","132.471836"
"家串小学校上畑","愛媛県愛南町家串1209-3","33.045416","132.471273"
"廃フロート処理施設","愛媛県愛南町家串153-2","33.051493","132.464436"
"県道高台（農道入口付近）","愛媛県愛南町家串333","33.050452","132.46828"
"農道中腹","愛媛県愛南町家串681-1","33.051356","132.471185"
"荒神さま","愛媛県愛南町家串793","33.050825","132.471536"
"家串公民館","愛媛県愛南町家串907-2","33.049231","132.470987"
"寺上","愛媛県愛南町家串944","33.050043","132.47145"
"県道高茂岬方面高台","愛媛県愛南町外泊44","32.939267","132.476136"
"外泊川右岸高台畑","愛媛県愛南町外泊441","32.93625","132.478514"
"県道宿毛城辺線蓮乗寺方面広場","愛媛県愛南町垣内238","32.949142","132.598403"
"垣内東","愛媛県愛南町垣内372","32.948863","132.605055"
"町道敦盛柿ノ浦線敦盛側高台","愛媛県愛南町柿ノ浦125","32.935593","132.588567"
"西海ふれあい公園","愛媛県愛南町樫月212-1","32.951353","132.517903"
"西海保健福祉センター","愛媛県愛南町樫月212-1","32.952127","132.517249"
"町道樫月小浦線ー樫月奥谷線接点付近","愛媛県愛南町樫月85-2","32.951091","132.519772"
"東海公民館上墓地","愛媛県愛南町岩水113","32.944316","132.604139"
"東海公民館","愛媛県愛南町岩水114","32.944683","132.603686"
"岩水寺上","愛媛県愛南町岩水1255","32.942575","132.604128"
"岩水オガタマの木","愛媛県愛南町岩水1373","32.942129","132.603098"
"県道岩水方面上墓地","愛媛県愛南町岩水1483-1","32.943264","132.597272"
"県道敦盛方面ー高台","愛媛県愛南町岩水1484-3","32.942548","132.59816"
"東海小学校前高台","愛媛県愛南町岩水45","32.945601","132.604681"
"岩水テレビ塔登口付近","愛媛県愛南町岩水800-6","32.94298","132.608545"
"西海トンネルー久家口広場","愛媛県愛南町久家337-1","32.941856","132.503206"
"和霊さま下道路","愛媛県愛南町久良1032","32.947112","132.550542"
"墓場高台里道","愛媛県愛南町久良1300","32.947684","132.548423"
"真浦高台里道","愛媛県愛南町久良1416","32.94694","132.54704"
"日土峠道路","愛媛県愛南町久良164","32.94865","132.56412"
"久良小学校","愛媛県愛南町久良2035","32.944034","132.546923"
"久良ふるさとセンター（久良公民館）","愛媛県愛南町久良2095","32.943034","132.548669"
"水谷県道ー高台","愛媛県愛南町久良2283","32.94151","132.548856"
"日土墓上道路","愛媛県愛南町久良262","32.947804","132.561649"
"高良ダム根元","愛媛県愛南町久良2681","32.939697","132.547715"
"小屋ノ浦春日神社境内","愛媛県愛南町久良2868","32.938113","132.549732"
"広谷高台里道","愛媛県愛南町久良3369","32.937487","132.550401"
